# t_obs[JD] flux[norm] flux_unc[norm]
2455474.0000000000 0.9999551804 0.0001021299
2455475.0000000000 0.9999309337 0.0001094774
2455476.0000000000 0.9999110956 0.0001124163
2455477.0000000000 0.9999221168 0.0001234376
2455478.0000000000 0.9999382812 0.0001307850
2455479.0000000000 0.9999603236 0.0001315198
2455480.0000000000 0.9999860398 0.0001256418
2455481.0000000000 1.0000044085 0.0001168248
2455482.0000000000 1.0000146949 0.0001109469
2455483.0000000000 1.0000191034 0.0001035994
2455484.0000000000 1.0000080822 0.0001109469
2455485.0000000000 0.9999970610 0.0001116816
2455486.0000000000 0.9999955915 0.0001168248
2455487.0000000000 0.9999941220 0.0001160901
2455488.0000000000 0.9999867745 0.0001197638
2455489.0000000000 0.9999750186 0.0001204986
2455490.0000000000 0.9999698754 0.0001182943
2455491.0000000000 0.9999750186 0.0001124163
2455492.0000000000 0.9999654669 0.0001043341
2455493.0000000000 0.9999162388 0.0001043341
2455494.0000000000 0.9998596633 0.0000984561
2455495.0000000000 0.9998214564 0.0001021299
2455496.0000000000 0.9997817800 0.0000999256
2455497.0000000000 0.9997898622 0.0001021299
2455498.0000000000 0.9998251301 0.0001013951
2455499.0000000000 0.9998596633 0.0000991909
2455500.0000000000 0.9998986049 0.0001006604
2455501.0000000000 0.9999257905 0.0000962519
2455502.0000000000 0.9999147693 0.0001006604
2455503.0000000000 0.9999015439 0.0000977214
2455504.0000000000 0.9999434245 0.0001006604
2455505.0000000000 0.9999992653 0.0000984561
2455506.0000000000 1.0000506976 0.0000999256
2455507.0000000000 1.0000969867 0.0001013951
2455508.0000000000 1.0001212333 0.0000999256
2455509.0000000000 1.0000991909 0.0001013951
2455510.0000000000 1.0000771485 0.0000969867
2455511.0000000000 1.0000558408 0.0001013951
2455512.0000000000 1.0000337984 0.0000977214
2455513.0000000000 1.0000161644 0.0001013951
2455514.0000000000 0.9999992653 0.0000991909
2455515.0000000000 0.9999919178 0.0000991909
2455516.0000000000 0.9999919178 0.0001006604
2455517.0000000000 0.9999948568 0.0000991909
2455518.0000000000 1.0000095517 0.0001006604
2455519.0000000000 1.0000198382 0.0000977214
2455520.0000000000 1.0000139602 0.0001013951
2455521.0000000000 1.0000051432 0.0000977214
2455522.0000000000 1.0000124907 0.0000999256
2455523.0000000000 1.0000264509 0.0000991909
2455524.0000000000 1.0000308594 0.0000999256
2455525.0000000000 1.0000293899 0.0001043341
2455526.0000000000 1.0000117560 0.0001050689
2455527.0000000000 0.9999515067 0.0001109469
2455528.0000000000 0.9998912574 0.0001087426
2455529.0000000000 0.9998501115 0.0001072731
2455530.0000000000 0.9998097004 0.0000999256
2455531.0000000000 0.9998501115 0.0001013951
2455532.0000000000 0.9999243210 0.0001013951
2455533.0000000000 0.9999529762 0.0001013951
2455534.0000000000 0.9999265253 0.0001035994
2455535.0000000000 0.9998905226 0.0000991909
2455536.0000000000 0.9998324776 0.0001050689
2455537.0000000000 0.9997729631 0.0001043341
2455538.0000000000 0.9997648808 0.0001065384
2455539.0000000000 0.9997626766 0.0001021299
2455540.0000000000 0.9998126394 0.0001035994
2455541.0000000000 0.9998868489 0.0001035994
2455542.0000000000 0.9999684059 0.0001043341
2455543.0000000000 1.0000624535 0.0001131511
2455544.0000000000 1.0001249071 0.0001168248
2455545.0000000000 1.0001175596 0.0001182943
2455546.0000000000 1.0001080079 0.0001138858
2455547.0000000000 1.0000933129 0.0001204986
2455548.0000000000 1.0000778832 0.0001241723
2455549.0000000000 1.0000896392 0.0001329893
2455550.0000000000 1.0001190291 0.0001410715
2455551.0000000000 1.0001300503 0.0001454800
2455552.0000000000 1.0001102121 0.0001462147
2455553.0000000000 1.0000852307 0.0001454800
2455554.0000000000 1.0000367374 0.0001550317
2455555.0000000000 0.9999860398 0.0001594402
2455556.0000000000 0.9999529762 0.0001565012
2455557.0000000000 0.9999213820 0.0001491537
2455558.0000000000 0.9999346075 0.0001432757
2455559.0000000000 0.9999779576 0.0001373978
2455560.0000000000 1.0000080822 0.0001300503
2455561.0000000000 1.0000161644 0.0001256418
2455562.0000000000 1.0000323289 0.0001146206
2455563.0000000000 nan nan
2455564.0000000000 nan nan
2455565.0000000000 nan nan
2455566.0000000000 nan nan
2455567.0000000000 nan nan
2455568.0000000000 1.0001667877 0.0001146206
2455569.0000000000 1.0001961776 0.0001227028
2455570.0000000000 1.0001807479 0.0001204986
2455571.0000000000 1.0001594402 0.0001146206
2455572.0000000000 1.0000969867 0.0001212333
2455573.0000000000 1.0000308594 0.0001256418
2455574.0000000000 0.9999970610 0.0001219681
2455575.0000000000 0.9999735491 0.0001131511
2455576.0000000000 1.0000000000 0.0001109469
2455577.0000000000 1.0000771485 0.0001124163
2455578.0000000000 1.0001241723 0.0001087426
2455579.0000000000 1.0000969867 0.0001087426
2455580.0000000000 1.0000631883 0.0001043341
2455581.0000000000 1.0000066127 0.0001116816
2455582.0000000000 0.9999441592 0.0001153553
2455583.0000000000 0.9998986049 0.0001197638
2455584.0000000000 0.9998574590 0.0001197638
2455585.0000000000 0.9998574590 0.0001138858
2455586.0000000000 0.9999088913 0.0001058036
2455587.0000000000 0.9999529762 0.0000977214
2455588.0000000000 0.9999808966 0.0001021299
2455589.0000000000 1.0000073475 0.0001035994
2455590.0000000000 1.0000360026 0.0001131511
2455591.0000000000 1.0000624535 0.0001182943
2455592.0000000000 1.0000595145 0.0001241723
2455593.0000000000 1.0000418806 0.0001263765
2455594.0000000000 1.0000492281 0.0001307850
2455595.0000000000 1.0000918434 0.0001440105
2455596.0000000000 1.0001263765 0.0001447452
2455597.0000000000 1.0001344588 0.0001204986
2455598.0000000000 1.0001418062 0.0000991909
2455599.0000000000 1.0001484190 0.0001013951
2455600.0000000000 1.0001557664 0.0000991909
2455601.0000000000 1.0001579707 0.0001197638
2455602.0000000000 1.0001579707 0.0001770741
2455603.0000000000 1.0001153553 0.0002167505
2455604.0000000000 1.0000029390 0.0002160157
2455605.0000000000 0.9998978701 0.0002064640
2455606.0000000000 0.9998361513 0.0001682571
2455607.0000000000 0.9997773715 0.0001307850
2455608.0000000000 0.9997810453 0.0001153553
2455609.0000000000 0.9997994140 0.0001050689
2455610.0000000000 0.9998111699 0.0001021299
2455611.0000000000 0.9998177826 0.0001021299
2455612.0000000000 0.9998390903 0.0001058036
2455613.0000000000 0.9998949311 0.0001116816
2455614.0000000000 0.9999419550 0.0001109469
2455615.0000000000 0.9999559152 0.0001124163
2455616.0000000000 0.9999639974 0.0001065384
2455617.0000000000 0.9999845703 0.0001072731
2455618.0000000000 1.0000088170 0.0001043341
2455619.0000000000 1.0000102865 0.0001050689
2455620.0000000000 0.9999941220 0.0001080079
2455621.0000000000 0.9999610584 0.0001050689
2455622.0000000000 0.9998927269 0.0001021299
2455623.0000000000 0.9998288039 0.0000969867
2455624.0000000000 0.9998089657 0.0001006604
2455625.0000000000 0.9997935360 0.0000969867
2455626.0000000000 0.9998082309 0.0000999256
2455627.0000000000 0.9998324776 0.0000991909
2455628.0000000000 0.9997994140 0.0000984561
2455629.0000000000 0.9997002231 0.0001006604
2455630.0000000000 0.9996539340 0.0000984561
2455631.0000000000 0.9997501859 0.0001087426
2455632.0000000000 0.9998559895 0.0001160901
2455633.0000000000 1.0000293899 0.0001204986
2455634.0000000000 1.0002094030 0.0001182943
2455635.0000000000 1.0002468751 0.0001212333
2455636.0000000000 1.0002226285 0.0001234376
2455637.0000000000 1.0001756046 0.0001256418
2455638.0000000000 1.0000991909 0.0001256418
2455639.0000000000 1.0000337984 0.0001204986
2455640.0000000000 0.9999919178 0.0001182943
2455641.0000000000 0.9999551804 0.0001087426
2455642.0000000000 0.9999603236 0.0001109469
2455643.0000000000 0.9999728143 0.0001058036
2455644.0000000000 1.0000014695 0.0001058036
2455645.0000000000 1.0000382069 0.0001043341
2455646.0000000000 1.0000624535 0.0001035994
2455647.0000000000 1.0000698010 0.0001072731
2455648.0000000000 1.0000918434 0.0001050689
2455649.0000000000 1.0001697266 0.0001058036
2455650.0000000000 1.0002549573 0.0000999256
2455651.0000000000 1.0003453313 0.0001035994
2455652.0000000000 1.0004437874 0.0000999256
2455653.0000000000 1.0004621561 0.0001006604
2455654.0000000000 1.0004379094 0.0000991909
2455655.0000000000 1.0004166018 0.0000977214
2455656.0000000000 1.0003945593 0.0001043341
2455657.0000000000 1.0003813339 0.0001109469
2455658.0000000000 1.0003813339 0.0001329893
2455659.0000000000 1.0003850076 0.0001528275
2455660.0000000000 1.0003431270 0.0001484190
2455661.0000000000 1.0002931642 0.0001329893
2455662.0000000000 1.0002248327 0.0001190291
2455663.0000000000 1.0001432757 0.0001058036
2455664.0000000000 1.0000661273 0.0000984561
2455665.0000000000 0.9999977958 0.0001035994
2455666.0000000000 0.9999331380 0.0001035994
2455667.0000000000 0.9998986049 0.0001035994
2455668.0000000000 0.9998670107 0.0000969867
2455669.0000000000 0.9998941964 0.0001006604
2455670.0000000000 0.9999368117 0.0001021299
2455671.0000000000 0.9999845703 0.0001109469
2455672.0000000000 1.0000360026 0.0001212333
2455673.0000000000 1.0000631883 0.0001256418
2455674.0000000000 1.0000470238 0.0001182943
2455675.0000000000 1.0000374721 0.0001065384
2455676.0000000000 1.0000800875 0.0001058036
2455677.0000000000 1.0001344588 0.0001006604
2455678.0000000000 1.0002432014 0.0001058036
2455679.0000000000 1.0003776602 0.0001124163
2455680.0000000000 1.0004474612 0.0001153553
2455681.0000000000 1.0004548086 0.0001138858
2455682.0000000000 1.0004364399 0.0001065384
2455683.0000000000 1.0003409228 0.0001035994
2455684.0000000000 1.0002534878 0.0001050689
2455685.0000000000 1.0002145462 0.0001065384
2455686.0000000000 1.0001902996 0.0001013951
2455687.0000000000 1.0001902996 0.0001072731
2455688.0000000000 1.0002035250 0.0001182943
2455689.0000000000 1.0002094030 0.0001256418
2455690.0000000000 1.0002049945 0.0001293155
2455691.0000000000 1.0001998513 0.0001300503
2455692.0000000000 1.0001873606 0.0001307850
2455693.0000000000 1.0001741351 0.0001263765
2455694.0000000000 1.0001587054 0.0001219681
2455695.0000000000 1.0001432757 0.0001131511
2455696.0000000000 1.0001109469 0.0001109469
2455697.0000000000 1.0000683315 0.0001080079
2455698.0000000000 1.0000580450 0.0001065384
2455699.0000000000 1.0000874349 0.0001058036
2455700.0000000000 1.0001109469 0.0001006604
2455701.0000000000 1.0001138858 0.0001035994
2455702.0000000000 1.0001168248 0.0000999256
2455703.0000000000 1.0001388673 0.0001043341
2455704.0000000000 1.0001667877 0.0001035994
2455705.0000000000 1.0001726656 0.0001035994
2455706.0000000000 1.0001638487 0.0000999256
2455707.0000000000 1.0001432757 0.0000984561
2455708.0000000000 1.0000962519 0.0001021299
2455709.0000000000 1.0000609840 0.0001006604
2455710.0000000000 1.0000675968 0.0001087426
2455711.0000000000 1.0000778832 0.0001109469
2455712.0000000000 1.0000749442 0.0001109469
2455713.0000000000 1.0000683315 0.0001065384
2455714.0000000000 1.0000683315 0.0001043341
2455715.0000000000 1.0000742095 0.0001021299
2455716.0000000000 1.0000962519 0.0000984561
2455717.0000000000 1.0001491537 0.0001021299
2455718.0000000000 1.0001976470 0.0000991909
2455719.0000000000 1.0002138115 0.0001035994
2455720.0000000000 1.0002248327 0.0001013951
2455721.0000000000 1.0001800131 0.0001043341
2455722.0000000000 1.0001168248 0.0001021299
2455723.0000000000 1.0000749442 0.0001013951
2455724.0000000000 1.0000536366 0.0001006604
2455725.0000000000 1.0000323289 0.0000977214
2455726.0000000000 1.0000146949 0.0001013951
2455727.0000000000 1.0000014695 0.0000977214
2455728.0000000000 1.0000227772 0.0001013951
2455729.0000000000 1.0000470238 0.0000984561
2455730.0000000000 1.0000565755 0.0001006604
2455731.0000000000 1.0000602493 0.0000999256
2455732.0000000000 1.0000587798 0.0001006604
2455733.0000000000 1.0000529018 0.0001035994
2455734.0000000000 1.0000653925 0.0001013951
2455735.0000000000 1.0001285808 0.0001050689
2455736.0000000000 1.0001902996 0.0001013951
2455737.0000000000 1.0002094030 0.0001065384
2455738.0000000000 1.0002211590 0.0001043341
2455739.0000000000 1.0001998513 0.0001050689
2455740.0000000000 1.0001653182 0.0001035994
2455741.0000000000 1.0001315198 0.0001035994
2455742.0000000000 1.0000955172 0.0001109469
2455743.0000000000 1.0000624535 0.0001087426
2455744.0000000000 1.0000337984 0.0001035994
2455745.0000000000 1.0000066127 0.0000999256
2455746.0000000000 1.0000051432 0.0001094774
2455747.0000000000 1.0000088170 0.0001146206
2455748.0000000000 1.0000161644 0.0001168248
2455749.0000000000 1.0000264509 0.0001146206
2455750.0000000000 1.0000191034 0.0001124163
2455751.0000000000 0.9999875093 0.0001131511
2455752.0000000000 0.9999757533 0.0001087426
2455753.0000000000 1.0000360026 0.0001116816
2455754.0000000000 1.0000969867 0.0001080079
2455755.0000000000 1.0001227028 0.0001058036
2455756.0000000000 1.0001396020 0.0001058036
2455757.0000000000 1.0001542969 0.0001116816
2455758.0000000000 1.0001682571 0.0001182943
2455759.0000000000 1.0001800131 0.0001212333
2455760.0000000000 1.0001902996 0.0001212333
2455761.0000000000 1.0001976470 0.0001182943
2455762.0000000000 1.0001844216 0.0001219681
2455763.0000000000 1.0001726656 0.0001197638
2455764.0000000000 1.0001609097 0.0001160901
2455765.0000000000 1.0001506232 0.0001087426
2455766.0000000000 1.0001212333 0.0001035994
2455767.0000000000 1.0000786180 0.0001153553
2455768.0000000000 1.0000227772 0.0001337240
2455769.0000000000 0.9999404855 0.0001388673
2455770.0000000000 0.9998332123 0.0001366630
2455771.0000000000 0.9996245441 0.0001160901
2455772.0000000000 0.9993967724 0.0001035994
2455773.0000000000 0.9992373322 0.0001219681
2455774.0000000000 0.9990889132 0.0001631139
2455775.0000000000 0.9991183031 0.0001726656
2455776.0000000000 0.9993012552 0.0001476842
2455777.0000000000 0.9994731861 0.0001315198
2455778.0000000000 0.9996561382 0.0001403367
2455779.0000000000 0.9998163132 0.0001440105
2455780.0000000000 0.9998905226 0.0001520927
2455781.0000000000 0.9999500372 0.0001579707
2455782.0000000000 1.0000558408 0.0001513580
2455783.0000000000 1.0001800131 0.0001381325
2455784.0000000000 1.0002564268 0.0001256418
2455785.0000000000 1.0002836125 0.0001138858
2455786.0000000000 1.0002953684 0.0001035994
2455787.0000000000 1.0002534878 0.0001058036
2455788.0000000000 1.0002167505 0.0001124163
2455789.0000000000 1.0002145462 0.0001131511
2455790.0000000000 1.0002196895 0.0001058036
2455791.0000000000 1.0001594402 0.0001058036
2455792.0000000000 1.0000698010 0.0001043341
2455793.0000000000 1.0000051432 0.0001035994
2455794.0000000000 0.9999720796 0.0001043341
2455795.0000000000 0.9999728143 0.0000999256
2455796.0000000000 1.0000830265 0.0001035994
2455797.0000000000 1.0001983818 0.0001058036
2455798.0000000000 1.0002858167 0.0001131511
2455799.0000000000 1.0003703127 0.0001138858
2455800.0000000000 1.0003409228 0.0001153553
2455801.0000000000 1.0002534878 0.0001146206
2455802.0000000000 1.0001910343 0.0001109469
2455803.0000000000 1.0001623792 0.0001072731
2455804.0000000000 1.0001396020 0.0001021299
2455805.0000000000 1.0001285808 0.0001072731
2455806.0000000000 1.0001182943 0.0001058036
2455807.0000000000 1.0001050689 0.0001109469
2455808.0000000000 1.0000918434 0.0001124163
2455809.0000000000 1.0000918434 0.0001160901
2455810.0000000000 1.0000991909 0.0001182943
2455811.0000000000 1.0000977214 0.0001204986
2455812.0000000000 1.0000815570 0.0001315198
2455813.0000000000 1.0000602493 0.0001381325
2455814.0000000000 1.0000161644 0.0001418062
2455815.0000000000 0.9999750186 0.0001403367
2455816.0000000000 1.0000124907 0.0001344588
2455817.0000000000 1.0000727400 0.0001241723
2455818.0000000000 1.0000844959 0.0001219681
2455819.0000000000 1.0000587798 0.0001241723
2455820.0000000000 1.0000587798 0.0001182943
2455821.0000000000 1.0001094774 0.0001072731
2455822.0000000000 1.0001682571 0.0001006604
2455823.0000000000 1.0002637743 0.0001035994
2455824.0000000000 1.0003637000 0.0000991909
2455825.0000000000 1.0003850076 0.0001021299
2455826.0000000000 1.0003828034 0.0001013951
2455827.0000000000 1.0002476099 0.0001035994
2455828.0000000000 0.9999919178 0.0001058036
2455829.0000000000 0.9997788410 0.0001035994
2455830.0000000000 0.9996568730 0.0001043341
2455831.0000000000 0.9995584168 0.0001006604
2455832.0000000000 0.9996113186 0.0001058036
2455833.0000000000 0.9996818544 0.0001050689
2455834.0000000000 0.9998163132 0.0001050689
2455835.0000000000 0.9999750186 0.0001138858
2455836.0000000000 1.0001285808 0.0001212333
2455837.0000000000 1.0002821430 0.0001197638
2455838.0000000000 1.0003813339 0.0001212333
2455839.0000000000 1.0003306363 0.0001300503
2455840.0000000000 1.0002792040 0.0001359283
2455841.0000000000 1.0002387929 0.0001425410
2455842.0000000000 1.0002005860 0.0001432757
2455843.0000000000 1.0001836868 0.0001359283
2455844.0000000000 1.0001778089 0.0001234376
2455845.0000000000 1.0001550317 0.0001153553
2455846.0000000000 1.0001109469 0.0001124163
2455847.0000000000 1.0000631883 0.0001080079
2455848.0000000000 1.0000044085 0.0001182943
2455849.0000000000 0.9999507719 0.0001256418
2455850.0000000000 0.9999728143 0.0001329893
2455851.0000000000 1.0000117560 0.0001366630
2455852.0000000000 1.0001315198 0.0001418062
2455853.0000000000 1.0002968379 0.0001454800
2455854.0000000000 1.0003945593 0.0001418062
2455855.0000000000 1.0003923551 0.0001293155
2455856.0000000000 1.0003703127 0.0001138858
2455857.0000000000 1.0002637743 0.0001072731
2455858.0000000000 1.0001579707 0.0001013951
2455859.0000000000 1.0000991909 0.0001035994
2455860.0000000000 1.0000529018 0.0001035994
2455861.0000000000 1.0000411459 0.0001080079
2455862.0000000000 1.0000492281 0.0001109469
2455863.0000000000 1.0000903739 0.0001109469
2455864.0000000000 1.0001873606 0.0001109469
2455865.0000000000 1.0002747955 0.0001065384
2455866.0000000000 1.0003166761 0.0001080079
2455867.0000000000 1.0003445965 0.0001035994
2455868.0000000000 1.0001976470 0.0001050689
2455869.0000000000 0.9999992653 0.0001035994
2455870.0000000000 0.9998302734 0.0001050689
2455871.0000000000 0.9996781806 0.0001058036
2455872.0000000000 0.9996105839 0.0001043341
2455873.0000000000 0.9997163875 0.0001087426
2455874.0000000000 0.9998302734 0.0001080079
2455875.0000000000 1.0000484933 0.0001087426
2455876.0000000000 1.0002872862 0.0001035994
2455877.0000000000 1.0004739121 0.0001072731
2455878.0000000000 1.0006495167 0.0001087426
2455879.0000000000 1.0007244609 0.0001065384
2455880.0000000000 1.0006928668 0.0001035994
2455881.0000000000 1.0006781718 0.0001006604
2455882.0000000000 1.0006862541 0.0001035994
2455883.0000000000 1.0007002143 0.0000991909
2455884.0000000000 1.0006605379 0.0001035994
2455885.0000000000 1.0006238005 0.0000999256
2455886.0000000000 1.0005444478 0.0001035994
2455887.0000000000 1.0004570129 0.0001035994
2455888.0000000000 1.0003710474 0.0001035994
2455889.0000000000 1.0002843472 0.0001035994
2455890.0000000000 1.0002314454 0.0001021299
2455891.0000000000 1.0002520184 0.0001043341
2455892.0000000000 1.0002843472 0.0001006604
2455893.0000000000 1.0003482703 0.0001094774
2455894.0000000000 1.0004202755 0.0001146206
2455895.0000000000 1.0004166018 0.0001234376
2455896.0000000000 1.0003828034 0.0001329893
2455897.0000000000 1.0003335753 0.0001337240
2455898.0000000000 1.0002637743 0.0001241723
2455899.0000000000 1.0002358539 0.0001204986
2455900.0000000000 1.0003321058 0.0001285808
2455901.0000000000 1.0004415832 0.0001329893
2455902.0000000000 1.0005363656 0.0001476842
2455903.0000000000 1.0006384955 0.0001601749
2455904.0000000000 1.0006384955 0.0001550317
2455905.0000000000 1.0005922064 0.0001388673
2455906.0000000000 1.0005760419 0.0001263765
2455907.0000000000 1.0005973496 0.0001182943
2455908.0000000000 1.0006149836 0.0001109469
2455909.0000000000 1.0005900021 0.0001109469
2455910.0000000000 1.0005731030 0.0001043341
2455911.0000000000 1.0005723682 0.0001035994
2455912.0000000000 1.0005855937 0.0000991909
2455913.0000000000 1.0005584080 0.0001013951
2455914.0000000000 1.0005099147 0.0001050689
2455915.0000000000 1.0004481959 0.0001035994
2455916.0000000000 1.0003526787 0.0001065384
2455917.0000000000 1.0002747955 0.0001109469
2455918.0000000000 1.0002417319 0.0001116816
2455919.0000000000 1.0002174852 0.0001065384
2455920.0000000000 1.0001902996 0.0001138858
2455921.0000000000 1.0001638487 0.0001212333
2455922.0000000000 1.0002064640 0.0001212333
2455923.0000000000 1.0003012464 0.0001168248
2455924.0000000000 1.0003688432 0.0001094774
2455925.0000000000 1.0003761907 0.0001035994
2455926.0000000000 1.0003791296 0.0000999256
2455927.0000000000 1.0003357796 0.0001109469
2455928.0000000000 1.0002968379 0.0001160901
2455929.0000000000 1.0003188804 0.0001241723
2455930.0000000000 1.0003681084 0.0001271113
2455931.0000000000 1.0003717822 0.0001271113
2455932.0000000000 1.0003445965 0.0001241723
2455933.0000000000 1.0003012464 0.0001204986
2455934.0000000000 1.0002123420 0.0001241723
2455935.0000000000 1.0001506232 0.0001219681
2455936.0000000000 1.0002395276 0.0001190291
2455937.0000000000 1.0003519440 0.0001109469
2455938.0000000000 1.0003967636 0.0001094774
2455939.0000000000 1.0004188060 0.0001153553
2455940.0000000000 1.0004379094 0.0001241723
2455941.0000000000 1.0004533391 0.0001285808
2455942.0000000000 1.0004423179 0.0001285808
2455943.0000000000 1.0003423923 0.0001285808
2455944.0000000000 1.0002395276 0.0001227028
2455945.0000000000 1.0000969867 0.0001168248
2455946.0000000000 0.9999537109 0.0001065384
2455947.0000000000 1.0000066127 0.0001072731
2455948.0000000000 1.0001506232 0.0001087426
2455949.0000000000 1.0002938990 0.0001109469
2455950.0000000000 1.0004379094 0.0001182943
2455951.0000000000 1.0005459173 0.0001256418
2455952.0000000000 1.0005246096 0.0001550317
2455953.0000000000 1.0005040367 0.0001829521
2455954.0000000000 1.0004746468 0.0001991165
2455955.0000000000 1.0004496654 0.0002086683
2455956.0000000000 1.0004070500 0.0002020555
2455957.0000000000 1.0003570872 0.0001873606
2455958.0000000000 1.0003232888 0.0001704614
2455959.0000000000 1.0003078592 0.0001520927
2455960.0000000000 1.0003100634 0.0001329893
2455961.0000000000 1.0003578220 0.0001212333
2455962.0000000000 1.0004092543 0.0001080079
2455963.0000000000 1.0003886814 0.0001065384
2455964.0000000000 1.0003556177 0.0001035994
2455965.0000000000 1.0002953684 0.0001072731
2455966.0000000000 1.0002218937 0.0001116816
2455967.0000000000 1.0001506232 0.0001146206
2455968.0000000000 1.0000800875 0.0001153553
2455969.0000000000 1.0000455543 0.0001131511
2455970.0000000000 1.0001587054 0.0001212333
2455971.0000000000 1.0002836125 0.0001263765
2455972.0000000000 1.0003203499 0.0001410715
2455973.0000000000 1.0003350448 0.0001550317
2455974.0000000000 1.0003232888 0.0001535622
2455975.0000000000 1.0002916947 0.0001388673
2455976.0000000000 1.0002505489 0.0001256418
2455977.0000000000 1.0001814826 0.0001168248
2455978.0000000000 1.0001432757 0.0001065384
2455979.0000000000 1.0002490794 0.0001050689
2455980.0000000000 1.0003710474 0.0000991909
2455981.0000000000 1.0004217450 0.0001021299
2455982.0000000000 1.0004548086 0.0001021299
2455983.0000000000 1.0004680341 0.0001035994
2455984.0000000000 1.0004672993 0.0001035994
2455985.0000000000 1.0004739121 0.0000984561
2455986.0000000000 1.0004841985 0.0001006604
2455987.0000000000 1.0004893418 0.0000977214
2455988.0000000000 nan nan
2455989.0000000000 1.0003651694 0.0001035994
2455990.0000000000 1.0001594402 0.0001080079
2455991.0000000000 0.9998949311 0.0001109469
2455992.0000000000 0.9996789154 0.0001146206
2455993.0000000000 0.9995069845 0.0001182943
2455994.0000000000 0.9994268970 0.0001146206
2455995.0000000000 0.9996171966 0.0001131511
2455996.0000000000 0.9998141089 0.0001124163
2455997.0000000000 1.0000360026 0.0001168248
2455998.0000000000 1.0002578963 0.0001146206
2455999.0000000000 1.0003056549 0.0001153553
2456000.0000000000 1.0002747955 0.0001124163
2456001.0000000000 1.0002387929 0.0001138858
2456002.0000000000 1.0001947081 0.0001234376
2456003.0000000000 1.0001778089 0.0001300503
2456004.0000000000 1.0002395276 0.0001403367
2456005.0000000000 1.0003049202 0.0001432757
2456006.0000000000 1.0003343101 0.0001403367
2456007.0000000000 1.0003607610 0.0001293155
2456008.0000000000 1.0003710474 0.0001190291
2456009.0000000000 1.0003754559 0.0001094774
2456010.0000000000 1.0003710474 0.0001050689
2456011.0000000000 1.0003482703 0.0001080079
2456012.0000000000 1.0003262278 0.0001058036
2456013.0000000000 1.0002865515 0.0001124163
2456014.0000000000 1.0002608353 0.0001131511
2456015.0000000000 1.0003284321 0.0001131511
2456016.0000000000 1.0004290925 0.0001058036
2456017.0000000000 1.0004599519 0.0001058036
2456018.0000000000 1.0004511349 0.0001058036
2456019.0000000000 1.0004202755 0.0001035994
2456020.0000000000 1.0003416575 0.0001050689
2456021.0000000000 1.0002828777 0.0001006604
2456022.0000000000 1.0002858167 0.0001050689
2456023.0000000000 1.0003041854 0.0001013951
2456024.0000000000 1.0003710474 0.0001058036
2456025.0000000000 1.0004606866 0.0001043341
2456026.0000000000 1.0004570129 0.0001035994
2456027.0000000000 1.0003864771 0.0001013951
2456028.0000000000 1.0003262278 0.0000991909
2456029.0000000000 1.0002769998 0.0001021299
2456030.0000000000 1.0002490794 0.0000999256
2456031.0000000000 1.0002983074 0.0001080079
2456032.0000000000 1.0003600262 0.0001109469
2456033.0000000000 1.0003519440 0.0001168248
2456034.0000000000 1.0003232888 0.0001182943
2456035.0000000000 1.0001917691 0.0001190291
2456036.0000000000 0.9999647321 0.0001190291
2456037.0000000000 0.9997847190 0.0001146206
2456038.0000000000 0.9997127138 0.0001109469
2456039.0000000000 0.9996745069 0.0001021299
2456040.0000000000 0.9998545200 0.0001035994
2456041.0000000000 1.0000653925 0.0000984561
2456042.0000000000 1.0002292412 0.0001013951
2456043.0000000000 1.0003776602 0.0001006604
2456044.0000000000 1.0004224797 0.0000999256
2456045.0000000000 1.0003556177 0.0001013951
2456046.0000000000 1.0002836125 0.0000991909
2456047.0000000000 1.0001917691 0.0001050689
2456048.0000000000 1.0001094774 0.0001050689
2456049.0000000000 1.0000874349 0.0001087426
2456050.0000000000 1.0000742095 0.0001094774
2456051.0000000000 nan nan
2456052.0000000000 nan nan
2456053.0000000000 nan nan
2456054.0000000000 nan nan
2456055.0000000000 nan nan
2456056.0000000000 nan nan
2456057.0000000000 nan nan
2456058.0000000000 nan nan
2456059.0000000000 0.9999044828 0.0000969867
2456060.0000000000 1.0000264509 0.0001021299
2456061.0000000000 1.0002005860 0.0001043341
2456062.0000000000 1.0002858167 0.0001043341
2456063.0000000000 1.0002395276 0.0001065384
2456064.0000000000 1.0001873606 0.0001035994
2456065.0000000000 1.0001021299 0.0001050689
2456066.0000000000 1.0000308594 0.0001013951
2456067.0000000000 1.0001116816 0.0001050689
2456068.0000000000 1.0002351192 0.0001013951
2456069.0000000000 1.0003225541 0.0001035994
2456070.0000000000 1.0003923551 0.0001035994
2456071.0000000000 1.0004041111 0.0000999256
2456072.0000000000 1.0003152066 0.0001035994
2456073.0000000000 1.0002343844 0.0001087426
2456074.0000000000 1.0001770741 0.0001256418
2456075.0000000000 1.0001293155 0.0001388673
2456076.0000000000 1.0001513580 0.0001454800
2456077.0000000000 1.0001954428 0.0001462147
2456078.0000000000 1.0002593658 0.0001359283
2456079.0000000000 1.0003409228 0.0001182943
2456080.0000000000 1.0003725169 0.0001058036
2456081.0000000000 1.0003019812 0.0001058036
2456082.0000000000 1.0002365887 0.0001035994
2456083.0000000000 1.0001756046 0.0001087426
2456084.0000000000 1.0001249071 0.0001072731
2456085.0000000000 1.0002167505 0.0001035994
2456086.0000000000 1.0003607610 0.0000999256
