# t_obs[JD] flux[norm] flux_unc[norm]
2456087.0000000000 1.0004555434 0.0001006604
2456088.0000000000 1.0005069757 0.0000999256
2456089.0000000000 1.0004665646 0.0000984561
2456090.0000000000 1.0001925038 0.0001109469
2456091.0000000000 0.9999309337 0.0001182943
2456092.0000000000 0.9997736978 0.0001065384
2456093.0000000000 0.9996355653 0.0000984561
2456094.0000000000 0.9997479816 0.0001021299
2456095.0000000000 0.9999603236 0.0001138858
2456096.0000000000 1.0001182943 0.0001160901
2456097.0000000000 1.0002270369 0.0001050689
2456098.0000000000 1.0002916947 0.0000991909
2456099.0000000000 1.0002395276 0.0001058036
2456100.0000000000 1.0001873606 0.0001058036
2456101.0000000000 1.0001550317 0.0001035994
2456102.0000000000 1.0001300503 0.0001050689
2456103.0000000000 1.0001182943 0.0001043341
2456104.0000000000 1.0001138858 0.0001021299
2456105.0000000000 1.0001028646 0.0001043341
2456106.0000000000 1.0000830265 0.0001065384
2456107.0000000000 1.0000360026 0.0001050689
2456108.0000000000 0.9998964006 0.0001065384
2456109.0000000000 0.9997553291 0.0001021299
2456110.0000000000 0.9996906714 0.0001058036
2456111.0000000000 0.9996392390 0.0001035994
2456112.0000000000 0.9997354909 0.0001065384
2456113.0000000000 0.9999132998 0.0001094774
2456114.0000000000 1.0000536366 0.0001080079
2456115.0000000000 1.0001432757 0.0001058036
2456116.0000000000 1.0001565012 0.0000999256
2456117.0000000000 0.9998890531 0.0001013951
2456118.0000000000 0.9996076449 0.0000969867
2456119.0000000000 0.9994775946 0.0001006604
2456120.0000000000 0.9993784037 0.0000977214
2456121.0000000000 0.9994724514 0.0000991909
2456122.0000000000 0.9996906714 0.0000991909
2456123.0000000000 0.9998978701 0.0000977214
2456124.0000000000 1.0001050689 0.0001050689
2456125.0000000000 1.0002608353 0.0001058036
2456126.0000000000 1.0001976470 0.0001035994
2456127.0000000000 1.0001168248 0.0000977214
2456128.0000000000 1.0000933129 0.0001006604
2456129.0000000000 1.0000889044 0.0001043341
2456130.0000000000 1.0001050689 0.0001050689
2456131.0000000000 1.0001432757 0.0001021299
2456132.0000000000 1.0002027903 0.0000977214
2456133.0000000000 1.0003041854 0.0001006604
2456134.0000000000 1.0003850076 0.0000969867
2456135.0000000000 1.0003394533 0.0001013951
2456136.0000000000 1.0002799388 0.0000984561
2456137.0000000000 1.0001660529 0.0001006604
2456138.0000000000 1.0000337984 0.0000984561
2456139.0000000000 1.0000337984 0.0000984561
2456140.0000000000 1.0001506232 0.0001006604
2456141.0000000000 1.0002733260 0.0000991909
2456142.0000000000 1.0004055806 0.0001013951
2456143.0000000000 1.0005224054 0.0000969867
2456144.0000000000 1.0005040367 0.0001013951
2456145.0000000000 1.0004731773 0.0000991909
2456146.0000000000 1.0004364399 0.0001013951
2456147.0000000000 1.0004004373 0.0000991909
2456148.0000000000 1.0003666389 0.0000977214
2456149.0000000000 1.0003321058 0.0000999256
2456150.0000000000 1.0002858167 0.0000984561
2456151.0000000000 1.0001954428 0.0001021299
2456152.0000000000 1.0001094774 0.0000984561
2456153.0000000000 1.0000595145 0.0001035994
2456154.0000000000 1.0000191034 0.0001006604
2456155.0000000000 1.0000213077 0.0001050689
2456156.0000000000 1.0000440848 0.0001065384
2456157.0000000000 1.0000756790 0.0001065384
2456158.0000000000 1.0001182943 0.0001065384
2456159.0000000000 1.0001726656 0.0001021299
2456160.0000000000 1.0002564268 0.0001058036
2456161.0000000000 1.0003335753 0.0001021299
2456162.0000000000 1.0003174109 0.0001058036
2456163.0000000000 1.0002858167 0.0001035994
2456164.0000000000 1.0003019812 0.0001050689
2456165.0000000000 1.0003490050 0.0001050689
2456166.0000000000 1.0003982331 0.0001035994
2456167.0000000000 1.0004481959 0.0001058036
2456168.0000000000 1.0004878723 0.0001021299
2456169.0000000000 1.0004628908 0.0001050689
2456170.0000000000 1.0004437874 0.0001006604
2456171.0000000000 1.0004342357 0.0001080079
2456172.0000000000 1.0004349704 0.0001109469
2456173.0000000000 1.0004474612 0.0001160901
2456174.0000000000 1.0004709731 0.0001204986
2456175.0000000000 1.0004827290 0.0001182943
2456176.0000000000 1.0004665646 0.0001109469
2456177.0000000000 1.0004496654 0.0001013951
2456178.0000000000 1.0003960288 0.0001035994
2456179.0000000000 1.0003445965 0.0000977214
2456180.0000000000 1.0002843472 0.0001021299
2456181.0000000000 1.0002255674 0.0001043341
2456182.0000000000 1.0001726656 0.0001072731
2456183.0000000000 1.0001241723 0.0001116816
2456184.0000000000 1.0000918434 0.0001109469
2456185.0000000000 1.0000918434 0.0001087426
2456186.0000000000 1.0001050689 0.0001021299
2456187.0000000000 1.0001800131 0.0001050689
2456188.0000000000 1.0002652438 0.0001006604
2456189.0000000000 1.0003644347 0.0001035994
2456190.0000000000 1.0004753816 0.0001006604
2456191.0000000000 1.0005165274 0.0001006604
2456192.0000000000 1.0004952197 0.0001021299
2456193.0000000000 1.0004966892 0.0001006604
2456194.0000000000 1.0005356308 0.0001035994
2456195.0000000000 1.0005870632 0.0000991909
2456196.0000000000 1.0006465777 0.0001021299
2456197.0000000000 1.0007141745 0.0000969867
2456198.0000000000 1.0006289438 0.0000999256
2456199.0000000000 1.0004878723 0.0000984561
2456200.0000000000 1.0003570872 0.0000984561
2456201.0000000000 1.0002365887 0.0001013951
2456202.0000000000 1.0001550317 0.0000991909
2456203.0000000000 1.0001704614 0.0001021299
2456204.0000000000 1.0001880953 0.0001035994
2456205.0000000000 1.0001623792 0.0001058036
2456206.0000000000 1.0001285808 0.0001021299
2456207.0000000000 1.0001072731 0.0001035994
2456208.0000000000 1.0000918434 0.0001006604
2456209.0000000000 1.0001072731 0.0000999256
2456210.0000000000 1.0001623792 0.0001013951
2456211.0000000000 1.0001991165 0.0000984561
2456212.0000000000 1.0001756046 0.0001021299
2456213.0000000000 1.0001579707 0.0000977214
2456214.0000000000 1.0002196895 0.0001006604
2456215.0000000000 1.0003005117 0.0000977214
2456216.0000000000 1.0004107238 0.0001006604
2456217.0000000000 1.0005400393 0.0001035994
2456218.0000000000 1.0006223310 0.0001035994
2456219.0000000000 1.0006282090 0.0001043341
2456220.0000000000 1.0006238005 0.0001013951
2456221.0000000000 1.0005459173 0.0001058036
2456222.0000000000 1.0004731773 0.0001035994
2456223.0000000000 1.0004114585 0.0001109469
2456224.0000000000 1.0003578220 0.0001138858
2456225.0000000000 1.0002858167 0.0001065384
2456226.0000000000 1.0002005860 0.0000999256
2456227.0000000000 1.0001550317 0.0001043341
2456228.0000000000 1.0001741351 0.0001168248
2456229.0000000000 1.0001991165 0.0001212333
2456230.0000000000 1.0002314454 0.0001146206
2456231.0000000000 1.0002652438 0.0001035994
2456232.0000000000 1.0002608353 0.0001043341
2456233.0000000000 1.0002468751 0.0001006604
2456234.0000000000 1.0002432014 0.0001035994
2456235.0000000000 1.0002476099 0.0001131511
2456236.0000000000 1.0002681828 0.0001197638
2456237.0000000000 1.0003130024 0.0001219681
2456238.0000000000 1.0003541482 0.0001197638
2456239.0000000000 1.0003409228 0.0001300503
2456240.0000000000 1.0003225541 0.0001366630
2456241.0000000000 1.0002725913 0.0001535622
2456242.0000000000 1.0002123420 0.0001711961
2456243.0000000000 1.0002211590 0.0001741351
2456244.0000000000 1.0002916947 0.0001623792
2456245.0000000000 1.0003886814 0.0001528275
2456246.0000000000 1.0005385698 0.0001520927
2456247.0000000000 1.0006752328 0.0001476842
2456248.0000000000 1.0006502514 0.0001410715
2456249.0000000000 1.0006120446 0.0001293155
2456250.0000000000 1.0005429783 0.0001256418
2456251.0000000000 1.0004695036 0.0001212333
2456252.0000000000 1.0004070500 0.0001168248
2456253.0000000000 1.0003541482 0.0001124163
2456254.0000000000 1.0003225541 0.0001058036
2456255.0000000000 1.0003335753 0.0001109469
2456256.0000000000 1.0003409228 0.0001131511
2456257.0000000000 1.0002652438 0.0001131511
2456258.0000000000 1.0001800131 0.0001065384
2456259.0000000000 1.0001579707 0.0001094774
2456260.0000000000 1.0001689919 0.0001124163
2456261.0000000000 1.0001396020 0.0001109469
2456262.0000000000 1.0000580450 0.0001065384
2456263.0000000000 1.0000146949 0.0001013951
2456264.0000000000 1.0000947824 0.0001058036
2456265.0000000000 1.0001851563 0.0001035994
2456266.0000000000 1.0002762650 0.0001065384
2456267.0000000000 1.0003710474 0.0001043341
2456268.0000000000 1.0004011721 0.0001065384
2456269.0000000000 1.0003982331 0.0001065384
2456270.0000000000 1.0003982331 0.0001035994
2456271.0000000000 1.0003974983 0.0001043341
2456272.0000000000 1.0004188060 0.0001050689
2456273.0000000000 1.0004930155 0.0001050689
2456274.0000000000 1.0005767767 0.0001035994
2456275.0000000000 1.0005951454 0.0001035994
2456276.0000000000 1.0006054318 0.0000991909
2456277.0000000000 1.0005723682 0.0001013951
2456278.0000000000 1.0005135884 0.0001021299
2456279.0000000000 1.0004437874 0.0001013951
2456280.0000000000 1.0003445965 0.0001087426
2456281.0000000000 1.0002586311 0.0001087426
2456282.0000000000 1.0002079335 0.0001035994
2456283.0000000000 1.0001689919 0.0000977214
2456284.0000000000 1.0001873606 0.0001013951
2456285.0000000000 1.0002270369 0.0001035994
2456286.0000000000 1.0003027159 0.0001043341
2456287.0000000000 1.0004107238 0.0001043341
2456288.0000000000 1.0004775858 0.0001035994
2456289.0000000000 1.0004526044 0.0001072731
2456290.0000000000 1.0004202755 0.0001043341
2456291.0000000000 1.0003196151 0.0001072731
2456292.0000000000 1.0002204242 0.0001035994
2456293.0000000000 1.0002130767 0.0001035994
2456294.0000000000 1.0002424666 0.0001050689
2456295.0000000000 1.0002792040 0.0001116816
2456296.0000000000 1.0003262278 0.0001190291
2456297.0000000000 1.0003776602 0.0001204986
2456298.0000000000 1.0004298272 0.0001212333
2456299.0000000000 1.0004717078 0.0001182943
2456300.0000000000 1.0003982331 0.0001190291
2456301.0000000000 1.0003100634 0.0001153553
2456302.0000000000 1.0001623792 0.0001146206
2456303.0000000000 0.9999882440 0.0001109469
2456304.0000000000 0.9999088913 0.0001058036
2456305.0000000000 0.9999294643 0.0001035994
2456306.0000000000 0.9999786923 0.0000984561
2456307.0000000000 1.0001094774 0.0001035994
2456308.0000000000 1.0002395276 0.0001035994
2456309.0000000000 1.0003240236 0.0001109469
2456310.0000000000 1.0004033763 0.0001131511
2456311.0000000000 1.0003908856 0.0001124163
2456312.0000000000 1.0003409228 0.0001072731
2456313.0000000000 1.0003085939 0.0001043341
2456314.0000000000 1.0002990422 0.0001058036
2456315.0000000000 1.0002968379 0.0001013951
2456316.0000000000 1.0003063897 0.0001058036
2456317.0000000000 1.0003188804 0.0001087426
2456318.0000000000 1.0003063897 0.0001065384
2456319.0000000000 1.0002931642 0.0000999256
2456320.0000000000 1.0002858167 0.0001013951
2456321.0000000000 1.0002821430 0.0001043341
2456322.0000000000 1.0002828777 0.0001124163
2456323.0000000000 1.0002872862 0.0001271113
2456324.0000000000 1.0002880210 0.0001359283
2456325.0000000000 1.0002747955 0.0001359283
2456326.0000000000 1.0002696523 0.0001300503
2456327.0000000000 1.0003188804 0.0001234376
2456328.0000000000 1.0003864771 0.0001124163
2456329.0000000000 1.0004401137 0.0001087426
2456330.0000000000 1.0004856680 0.0001072731
2456331.0000000000 1.0005033020 0.0001065384
2456332.0000000000 1.0004643603 0.0001109469
2456333.0000000000 1.0004423179 0.0001087426
2456334.0000000000 1.0004665646 0.0001109469
2456335.0000000000 1.0005003630 0.0001116816
2456336.0000000000 1.0004753816 0.0001476842
2456337.0000000000 1.0004379094 0.0002027903
2456338.0000000000 1.0003901509 0.0002307107
2456339.0000000000 1.0003350448 0.0002343844
2456340.0000000000 1.0002718565 0.0002211590
2456341.0000000000 1.0001829521 0.0001726656
2456342.0000000000 1.0001102121 0.0001329893
2456343.0000000000 1.0001109469 0.0001271113
2456344.0000000000 1.0001241723 0.0001204986
2456345.0000000000 1.0001682571 0.0001116816
2456346.0000000000 1.0002240980 0.0001021299
2456347.0000000000 1.0002498141 0.0001013951
2456348.0000000000 1.0002505489 0.0001050689
2456349.0000000000 1.0002417319 0.0001035994
2456350.0000000000 1.0002049945 0.0001050689
2456351.0000000000 1.0001800131 0.0001072731
2456352.0000000000 1.0002152810 0.0001080079
2456353.0000000000 1.0002681828 0.0001065384
2456354.0000000000 1.0003967636 0.0001109469
2456355.0000000000 1.0005657555 0.0001094774
2456356.0000000000 1.0006509862 0.0001080079
2456357.0000000000 1.0006458429 0.0001087426
2456358.0000000000 1.0006282090 0.0001065384
2456359.0000000000 1.0005532648 0.0001087426
2456360.0000000000 1.0004915460 0.0001050689
2456361.0000000000 1.0004695036 0.0001094774
2456362.0000000000 1.0004606866 0.0001094774
2456363.0000000000 1.0003739864 0.0001109469
2456364.0000000000 1.0002534878 0.0001087426
2456365.0000000000 1.0001447452 0.0001065384
2456366.0000000000 1.0000506976 0.0001087426
2456367.0000000000 0.9999897135 0.0001058036
2456368.0000000000 1.0000418806 0.0001043341
2456369.0000000000 1.0000999256 0.0000977214
2456370.0000000000 1.0001535622 0.0001021299
2456371.0000000000 1.0002057293 0.0000999256
2456372.0000000000 1.0002145462 0.0000999256
2456373.0000000000 1.0001998513 0.0001021299
2456374.0000000000 1.0001991165 0.0001035994
2456375.0000000000 1.0002196895 0.0001021299
2456376.0000000000 1.0002351192 0.0000991909
2456377.0000000000 1.0002277717 0.0001035994
2456378.0000000000 1.0002211590 0.0001021299
2456379.0000000000 1.0002226285 0.0001094774
2456380.0000000000 1.0002299759 0.0001146206
2456381.0000000000 1.0002762650 0.0001153553
2456382.0000000000 1.0003526787 0.0001124163
2456383.0000000000 1.0003930898 0.0001087426
2456384.0000000000 1.0003651694 0.0001065384
2456385.0000000000 1.0003321058 0.0000999256
2456386.0000000000 1.0002564268 0.0001035994
2456387.0000000000 1.0001858911 0.0000984561
2456388.0000000000 1.0002094030 0.0001013951
2456389.0000000000 1.0002637743 0.0000991909
2456390.0000000000 1.0002836125 0.0001021299
2456391.0000000000 1.0002806735 0.0001058036
2456392.0000000000 1.0002578963 0.0001065384
2456393.0000000000 1.0001873606 0.0001116816
2456394.0000000000 1.0001337240 0.0001094774
2456395.0000000000 1.0001653182 0.0001116816
2456396.0000000000 1.0002049945 0.0001065384
2456397.0000000000 1.0001697266 0.0001065384
2456398.0000000000 1.0001080079 0.0001013951
2456399.0000000000 1.0000830265 0.0000991909
2456400.0000000000 1.0000918434 0.0000999256
2456401.0000000000 1.0000712705 0.0000977214
2456402.0000000000 0.9999853051 0.0001006604
2456403.0000000000 0.9999110956 0.0000969867
2456404.0000000000 0.9999338727 0.0001021299
2456405.0000000000 0.9999728143 0.0000991909
2456406.0000000000 1.0000844959 0.0000999256
2456407.0000000000 1.0002292412 0.0001035994
2456408.0000000000 1.0003115329 0.0001065384
2456409.0000000000 1.0003262278 0.0001035994
2456410.0000000000 1.0003210846 0.0000977214
2456411.0000000000 1.0002468751 0.0001006604
2456412.0000000000 1.0001778089 0.0000969867
2456413.0000000000 1.0001557664 0.0001006604
2456414.0000000000 1.0001447452 0.0000977214
2456415.0000000000 1.0001756046 0.0000999256
2456416.0000000000 1.0002270369 0.0000991909
2456417.0000000000 1.0002534878 0.0000984561
2456418.0000000000 1.0002476099 0.0000999256
2456419.0000000000 1.0002578963 0.0000969867
2456420.0000000000 1.0003093286 0.0001021299
2456421.0000000000 1.0003629652 0.0001006604
2456422.0000000000 1.0003556177 0.0001072731
2456423.0000000000 1.0003387185 0.0001094774
2456424.0000000000 1.0002476099 0.0001131511
2456425.0000000000 1.0001138858 0.0001124163
2456426.0000000000 1.0000168992 0.0001109469
2456427.0000000000 0.9999706101 0.0001124163
2456428.0000000000 0.9999625279 0.0001087426
2456429.0000000000 1.0000947824 0.0001109469
2456430.0000000000 1.0002402624 0.0001050689
2456431.0000000000 1.0003717822 0.0001058036
2456432.0000000000 1.0005062409 0.0001013951
2456433.0000000000 1.0005018325 0.0001021299
2456434.0000000000 1.0004092543 0.0001050689
2456435.0000000000 1.0003174109 0.0001043341
2456436.0000000000 1.0002204242 0.0001043341
2456437.0000000000 1.0001653182 0.0001006604
2456438.0000000000 1.0002784693 0.0001035994
2456439.0000000000 1.0004158670 0.0001013951
2456440.0000000000 1.0005363656 0.0001065384
2456441.0000000000 1.0006634769 0.0001109469
2456442.0000000000 1.0006487819 0.0001116816
2456443.0000000000 1.0005297529 0.0001094774
2456444.0000000000 1.0004158670 0.0001035994
2456445.0000000000 1.0002938990 0.0001035994
2456446.0000000000 1.0002064640 0.0000969867
2456447.0000000000 1.0002681828 0.0001006604
2456448.0000000000 1.0003497398 0.0000969867
2456449.0000000000 1.0003387185 0.0001035994
2456450.0000000000 1.0002975727 0.0001094774
2456451.0000000000 1.0002880210 0.0001204986
2456452.0000000000 1.0003085939 0.0001351935
2456453.0000000000 1.0003247583 0.0001432757
2456454.0000000000 1.0003247583 0.0001403367
2456455.0000000000 1.0003284321 0.0001300503
2456456.0000000000 1.0003269626 0.0001153553
2456457.0000000000 1.0003299016 0.0001013951
2456458.0000000000 1.0003526787 0.0001006604
2456459.0000000000 1.0003872119 0.0001013951
2456460.0000000000 1.0003409228 0.0001058036
2456461.0000000000 1.0002035250 0.0001124163
2456462.0000000000 1.0001021299 0.0001131511
2456463.0000000000 1.0000925782 0.0001124163
2456464.0000000000 1.0001116816 0.0001050689
2456465.0000000000 1.0002968379 0.0001050689
2456466.0000000000 1.0005150579 0.0000999256
2456467.0000000000 1.0005562038 0.0001006604
2456468.0000000000 1.0005165274 0.0000984561
2456469.0000000000 1.0004496654 0.0000977214
2456470.0000000000 1.0003409228 0.0001006604
2456471.0000000000 1.0002645091 0.0000977214
2456472.0000000000 1.0002696523 0.0001013951
2456473.0000000000 1.0002872862 0.0000969867
2456474.0000000000 1.0003372490 0.0001013951
2456475.0000000000 1.0003960288 0.0001006604
2456476.0000000000 1.0002990422 0.0001035994
2456477.0000000000 1.0001138858 0.0001013951
2456478.0000000000 0.9999581194 0.0000999256
2456479.0000000000 0.9998464378 0.0001013951
