# t_obs[JD] firstOrderFlux[norm] firstOrderFluxUnc[norm] centralOrderFlux[norm] centralOrderFluxUnc[norm]
2457422.0000000000 0.9592362472 0.0066306467 1.3252815288 0.0965420562
2457423.0000000000 0.9976589587 0.0061585976 1.5515046975 0.1644095067
2457424.0000000000 1.0099447376 0.0029517232 1.4678116520 0.1179239595
2457425.0000000000 1.0172225608 0.0042207481 1.4421606274 0.0680908125
2457426.0000000000 1.0063261534 0.0037765979 1.4201970491 0.1021668799
2457427.0000000000 0.9992669868 0.0032825404 1.3096065637 0.0619487904
2457428.0000000000 1.0068703794 0.0034704023 1.3737067300 0.0927025039
2457429.0000000000 1.0058887554 0.0027911386 1.2175378674 0.0503066921
2457430.0000000000 1.0128537437 0.0032029332 1.3793055085 0.4244532346
2457431.0000000000 1.0081258645 0.0062425909 1.4589781096 0.1930374133
2457432.0000000000 1.0104962527 0.0043043530 1.3382838421 0.1993717279
2457433.0000000000 0.9984633577 0.0043438987 1.3844655294 0.1924530642
2457434.0000000000 0.9810827409 0.0061855783 1.5612944046 0.2926106214
2457435.0000000000 0.9525815792 0.0048322281 1.3598747469 0.1134062512
2457436.0000000000 0.9323987913 0.0056908428 1.3484322312 0.2202973626
2457437.0000000000 0.9115796970 0.0034629367 1.2095033436 0.0869443085
2457438.0000000000 0.9036935934 0.0051953515 1.1224196086 0.2074361384
2457439.0000000000 0.9006624184 0.0026340503 0.9680715387 0.0556070640
2457440.0000000000 0.8976873166 0.0028265667 0.9127768952 0.0264162705
2457441.0000000000 0.8969458279 0.0028453896 0.8904095424 0.0211807638
2457442.0000000000 0.8950319644 0.0026910275 0.8531838658 0.0248999039
2457443.0000000000 0.8850126767 0.0072106116 0.8241831750 0.0318923012
2457444.0000000000 0.8821928764 0.0027408359 0.8417829656 0.0528627720
2457445.0000000000 0.8802881595 0.0023523068 0.8228832534 0.0267758072
2457446.0000000000 0.8764440675 0.0025557003 0.8277102892 0.0175607546
2457447.0000000000 0.8819371601 0.0032811773 0.9124881660 0.0552994889
2457448.0000000000 0.9004619702 0.0022740699 0.8799991042 0.0165994932
2457449.0000000000 0.9161419840 0.0071248243 0.9308792781 0.0413139775
2457450.0000000000 0.9306740752 0.0031429895 0.9486604208 0.0147097187
2457451.0000000000 0.9384172165 0.0027653092 0.9452496993 0.0109498676
2457452.0000000000 0.9559178196 0.0062289875 0.9824522359 0.0787304959
2457453.0000000000 0.9481721569 0.0033674660 0.9525542003 0.0311084078
2457454.0000000000 0.9425589295 0.0028970555 0.9200705671 0.0345494996
2457455.0000000000 0.9366383624 0.0031949662 0.8816678140 0.0202479480
2457456.0000000000 0.9320917129 0.0066384655 0.9372783938 0.0543262342
2457457.0000000000 0.9427581911 0.0030671893 1.0155285027 0.1142099690
2457458.0000000000 0.9418251606 0.0039362713 0.9522868943 0.0337804642
2457459.0000000000 0.9296883476 0.0023189694 0.9303796663 0.0189303342
2457460.0000000000 0.9227679691 0.0049989434 0.9382586599 0.0614650348
2457461.0000000000 0.9086875927 0.0029921307 0.8883744770 0.0475289056
2457462.0000000000 0.8959666829 0.0033896509 0.9034484640 0.0355888582
2457463.0000000000 0.8913427006 0.0030074857 0.9421906760 0.0530929786
2457464.0000000000 0.8834744028 0.0042150765 0.9072814706 0.0799705104
2457465.0000000000 0.8736782568 0.0025887622 0.8556500598 0.0303062111
2457466.0000000000 0.8640201219 0.0026475900 0.8132039596 0.0320593898
2457467.0000000000 0.8587107735 0.0026963248 0.7716269047 0.0152671863
2457468.0000000000 0.8512131565 0.0028059215 0.7533651305 0.1011308511
2457469.0000000000 0.8475941767 0.0020950438 0.7384929649 0.0126434273
2457470.0000000000 0.8479335402 0.0032602849 0.7710235586 0.0199927864
2457471.0000000000 0.8439122232 0.0024702026 0.7900107223 0.0869200347
2457472.0000000000 0.8404797987 0.0024189746 0.7041092210 0.0159144069
2457473.0000000000 0.8380671737 0.0023924600 0.6786071391 0.0122641844
2457474.0000000000 0.8362659864 0.0025240227 0.6677342176 0.0103875417
2457475.0000000000 0.8509800984 0.0037789993 0.7013193635 0.0167128737
2457476.0000000000 0.8602623187 0.0024020022 0.7221215341 0.0365709394
2457477.0000000000 0.8534680786 0.0031533862 0.7143088560 0.0144335634
2457478.0000000000 0.8449004158 0.0057957779 0.6476253411 0.0241531092
2457479.0000000000 0.8271858458 0.0026142597 0.5923795604 0.0132249405
2457480.0000000000 0.8263794268 0.0033868045 0.5828085828 0.0067497176
2457481.0000000000 0.8270558653 0.0022564336 0.5792085707 0.0048240033
2457482.0000000000 0.8253706173 0.0048427026 0.6072342738 0.0218652510
2457483.0000000000 0.8381886504 0.0023156993 0.6571803669 0.0188126420
2457484.0000000000 0.8347715385 0.0032379516 0.6814352938 0.0425271201
2457485.0000000000 0.8418416668 0.0024258963 0.8551919486 0.0743322309
2457486.0000000000 0.8412854902 0.0030344452 0.9833474469 0.0635673460
2457487.0000000000 0.8422218192 0.0033345736 0.9700990134 0.0626864969
2457488.0000000000 0.8395327622 0.0025473871 1.1308383081 0.1571247378
2457489.0000000000 0.8426540470 0.0045165328 1.1657456807 0.1233404651
2457490.0000000000 0.8506065853 0.0031022006 1.0732993956 0.0779501923
2457491.0000000000 0.8443413434 0.0032204495 0.9679335432 0.0870601552
2457492.0000000000 0.8413938650 0.0029921589 0.8789110029 0.0854150558
2457493.0000000000 0.8472478562 0.0023196192 0.9248083446 0.0812648628
2457494.0000000000 0.8477812476 0.0032555456 0.9923431735 0.1302052944
2457495.0000000000 0.8473364970 0.0040092605 1.0035260060 0.1340351704
2457496.0000000000 0.8375871787 0.0046621014 0.9286769630 0.0780012680
2457497.0000000000 0.8305059968 0.0044718310 1.0508488040 0.9113036624
2457498.0000000000 0.8255568194 0.0030112644 0.8416700469 0.0375835940
2457499.0000000000 0.8136842123 0.0023826778 0.8132285729 0.0443185877
2457500.0000000000 0.8011728974 0.0040037301 0.6816065742 0.0490510508
2457501.0000000000 0.8068619250 0.0041512269 0.5848589465 0.0149902191
2457502.0000000000 0.8234296742 0.0026199031 0.5912952769 0.0154305144
2457503.0000000000 0.8331379917 0.0035058657 0.6457037860 0.0248780181
2457504.0000000000 0.8377902755 0.0018539268 0.6430415559 0.0227229201
2457505.0000000000 0.8488324776 0.0036329363 0.7525836353 0.0650422530
2457506.0000000000 0.8665989395 0.0079517755 0.8620197826 0.0367271089
2457507.0000000000 0.8772276306 0.0031478771 0.9033963736 0.0555262201
2457508.0000000000 0.8820046684 0.0026179890 0.8649661369 0.0358278556
2457509.0000000000 0.8851511470 0.0052768021 0.8866373165 0.0490816037
2457510.0000000000 0.8902376787 0.0028299922 0.8664984793 0.0873984226
2457511.0000000000 0.8912024504 0.0025113799 0.8237370748 0.0783372669
2457512.0000000000 0.8919233152 0.0020953122 0.8382219554 0.0339898120
2457513.0000000000 0.8887593698 0.0028573543 0.8720738014 0.0544861615
2457514.0000000000 0.8850493831 0.0028138886 0.8199005474 0.0333830444
2457515.0000000000 0.8752668970 0.0023833276 0.7653581344 0.0305680369
2457516.0000000000 0.8620613024 0.0062473726 0.7771287595 0.0782419613
2457517.0000000000 0.8473500721 0.0032377256 0.6993159907 0.0288873583
2457518.0000000000 0.8365822397 0.0032469075 0.7127491573 0.0603951857
2457519.0000000000 0.8417627024 0.0032869830 0.7748430551 0.0307231225
2457520.0000000000 0.8543378599 0.0039574957 0.7829126924 0.0226411962
2457521.0000000000 0.8576965183 0.0030947350 0.7888324960 0.0211197847
2457522.0000000000 0.8578990572 0.0024232194 0.8675053503 0.0372545904
2457523.0000000000 0.8700599551 0.0027583380 1.0004835595 0.0955491781
2457524.0000000000 0.8817467838 0.0036355425 1.2722151195 0.2761496860
2457525.0000000000 0.8753599733 0.0039050246 0.9992888158 0.0500507021
2457526.0000000000 0.8849739220 0.0032789453 0.9661530785 0.0321612650
2457527.0000000000 0.8661118108 0.0046307840 0.8680169534 0.0386840846
2457528.0000000000 0.8479403277 0.0029600222 0.7755018018 0.0168360723
2457529.0000000000 0.8455060053 0.0019970940 0.7616887643 0.0178181070
2457530.0000000000 0.8448115208 0.0024025601 0.7507232442 0.0328003122
2457531.0000000000 0.8416892047 0.0024936376 0.7113111733 0.0139721431
2457532.0000000000 0.8427508244 0.0022905761 0.6969001521 0.0180516610
2457533.0000000000 0.8387622162 0.0020822456 0.6924458064 0.0328222340
2457534.0000000000 0.8358580694 0.0020257910 0.7143729247 0.0268026974
2457535.0000000000 0.8293999296 0.0024708736 0.6692284152 0.0178160321
2457536.0000000000 0.8390387400 0.0043549241 0.7455785621 0.0541072337
2457537.0000000000 0.8576426064 0.0035655481 0.7911654414 0.0539894887
2457538.0000000000 0.8581052688 0.0026151002 0.7129419423 0.0485579217
2457539.0000000000 0.8694531932 0.0036701160 0.7118019890 0.0290183442
2457540.0000000000 0.8758773670 0.0022528950 0.7164203422 0.0161885018
2457541.0000000000 0.8762300018 0.0023146539 0.7129609735 0.0733561363
2457542.0000000000 0.8686134932 0.0021125954 0.7330502424 0.0216189440
2457543.0000000000 0.8625222555 0.0051881967 0.6834368280 0.0214373146
2457544.0000000000 0.8535507582 0.0045335052 0.6189295242 0.0201261508
2457545.0000000000 0.8341877314 0.0036923786 0.5661273020 0.0069315582
2457546.0000000000 0.8259177532 0.0026918045 0.5517929990 0.0023704872
2457547.0000000000 0.8179431148 0.0020400936 0.5797529897 0.0265311831
2457548.0000000000 0.8192028448 0.0022358802 0.6224241072 0.0092250694
2457549.0000000000 0.8334788243 0.0037821918 0.7441912702 0.0479716050
2457550.0000000000 0.8424647513 0.0027422202 0.7593718452 0.0229135008
2457551.0000000000 0.8484650034 0.0035381083 0.8721398415 0.2026330216
2457552.0000000000 0.8500452315 0.0022196918 0.8404189780 0.0770797347
2457553.0000000000 0.8488020855 0.0021285790 0.8741554598 0.1487267855
2457554.0000000000 0.8486336539 0.0035248652 0.7443504597 0.0262651885
2457555.0000000000 0.8430349763 0.0021717834 0.6901123843 0.0155841022
2457556.0000000000 0.8410364203 0.0021576644 0.7050796929 0.0245517654
2457557.0000000000 0.8398314074 0.0026038841 0.6546369473 0.0233409171
2457558.0000000000 0.8372766253 0.0026076770 0.6501847960 0.0234096102
2457559.0000000000 0.8370872378 0.0022929846 0.6484505021 0.0632182402
2457560.0000000000 0.8297299063 0.0020460901 0.6464966984 0.0505843628
2457561.0000000000 0.8272915085 0.0027027875 0.6289507175 0.0573183591
2457562.0000000000 0.8214132911 0.0024151394 0.5771969336 0.0094756597
2457563.0000000000 0.8182056398 0.0019502309 0.5885132333 0.0086674252
2457564.0000000000 0.8091257605 0.0021523177 0.5855851551 0.0307026543
2457565.0000000000 0.7978619990 0.0025401476 0.6047173195 0.0343558079
2457566.0000000000 0.8008599566 0.0023432521 0.5585027134 0.0244917240
2457567.0000000000 0.7945209345 0.0033691823 0.5445660685 0.0374339983
2457568.0000000000 0.7836605131 0.0022934225 0.5018881080 0.0083008299
2457569.0000000000 0.7837168759 0.0022583476 0.4917359999 0.0163220809
2457570.0000000000 0.7845801663 0.0021935445 0.4770666421 0.0050193674
2457571.0000000000 0.7764485454 0.0034830663 0.4627885254 0.0067387619
2457572.0000000000 0.7686962434 0.0028577357 0.4584306710 0.0079280303
2457573.0000000000 0.7696308702 0.0026384646 0.5142378502 0.0184360817
2457574.0000000000 0.7720330348 0.0023253826 0.5335358654 0.0092011058
2457575.0000000000 0.7782804144 0.0035575598 0.5683600759 0.0634740851
2457576.0000000000 0.7932684158 0.0067739057 0.6588815676 0.0189371050
2457577.0000000000 0.8260527061 0.0044615120 0.8226486242 0.1095673017
2457578.0000000000 0.8459731032 0.0044211045 0.9086452012 0.0632487604
2457579.0000000000 0.8592811750 0.0030244298 0.9158513005 0.0746135947
2457580.0000000000 0.8747866901 0.0027273526 0.9588282476 0.1180047995
2457581.0000000000 0.8778386868 0.0021799200 0.8916810908 0.0175244604
2457582.0000000000 0.8815423521 0.0029513206 0.8553700682 0.0207779635
2457583.0000000000 0.8870653212 0.0027113549 0.8811307322 0.0917818430
2457584.0000000000 0.8871778844 0.0024595586 0.8393711640 0.0456805171
2457585.0000000000 0.8875690056 0.0029176654 0.9389261246 0.0756928650
2457586.0000000000 0.8815954659 0.0033465525 1.0196379589 0.0936000744
2457587.0000000000 0.8770739254 0.0025461370 1.0991355212 0.2539887638
2457588.0000000000 0.8715866456 0.0061542750 1.0158699661 0.2335020055
2457589.0000000000 0.8610379148 0.0025780406 0.9452636263 0.0703432496
2457590.0000000000 0.8565250971 0.0040921237 1.0282066949 0.2180815155
2457591.0000000000 0.8394126063 0.0074887387 1.2042833492 0.4487412547
2457592.0000000000 0.8137926366 0.0039879796 0.9108359939 0.1499822651
2457593.0000000000 0.8044370386 0.0069490401 1.3123207653 1.2948649096
2457594.0000000000 0.7931406884 0.0032168262 1.1626678475 0.7439825724
2457595.0000000000 0.7762941834 0.0038473551 0.6363967979 0.1234284707
2457596.0000000000 0.7648167728 0.0021809653 0.5335685889 0.0480509515
2457597.0000000000 0.7562867771 0.0024290182 0.4355400819 0.0169285522
2457598.0000000000 0.7504380407 0.0020357428 0.4096579185 0.0035593125
2457599.0000000000 0.7511195293 0.0020695746 0.4133437287 0.0070672427
2457600.0000000000 0.7509218851 0.0019015880 0.4081784304 0.0153794465
2457601.0000000000 0.7572480243 0.0023040594 0.4319675056 0.0250430226
2457602.0000000000 0.7612231916 0.0025178708 0.4353999063 0.0039392984
2457603.0000000000 0.7708047352 0.0029326884 0.4562190497 0.0078277245
2457604.0000000000 0.7778120240 0.0015995243 0.4857281897 0.0139252245
2457605.0000000000 0.7831644285 0.0041562699 0.5022826303 0.0066518709
2457606.0000000000 0.7965421628 0.0026405270 0.5637896616 0.0299028029
2457607.0000000000 0.8070438963 0.0038845560 0.6432152984 0.0314773234
2457608.0000000000 0.8296944006 0.0043821379 0.9715712864 0.2753759713
2457609.0000000000 0.8474257876 0.0036075306 1.1723438181 0.1734890511
2457610.0000000000 0.8507261621 0.0029695361 0.9232611724 0.2147963875
2457611.0000000000 0.8535046862 0.0031317310 0.7951813374 0.0524304229
2457612.0000000000 0.8547054754 0.0018399209 0.7246128417 0.0165550867
2457613.0000000000 0.8470774188 0.0024520718 0.7354535541 0.0312054144
2457614.0000000000 0.8474016533 0.0035990762 0.7114883636 0.0284004694
2457615.0000000000 0.8498087196 0.0026777703 0.6615481034 0.0194631369
2457616.0000000000 0.8474646482 0.0019800510 0.6426703283 0.0340197510
2457617.0000000000 0.8413784747 0.0021416738 0.6193074064 0.0204272878
2457618.0000000000 0.8342028674 0.0028207185 0.5971309767 0.0130161161
2457619.0000000000 0.8242794036 0.0023569402 0.5725685371 0.0116177911
2457620.0000000000 0.8179841933 0.0026744648 0.5708735458 0.0105199844
2457621.0000000000 0.8205677925 0.0023161584 0.6000418106 0.0213632210
2457622.0000000000 0.8180359298 0.0042697583 0.5662442706 0.0171738876
2457623.0000000000 0.8049953271 0.0021864745 0.5451705863 0.0206690410
2457624.0000000000 0.7951665570 0.0021214524 0.5392530820 0.0222786735
2457625.0000000000 0.7985632922 0.0020057462 0.5107673663 0.0124744426
2457626.0000000000 0.7997678106 0.0032739094 0.5227560126 0.0156821714
2457627.0000000000 0.8120929023 0.0030295788 0.5915646533 0.0415434382
2457628.0000000000 0.8198383320 0.0014563359 0.5918638644 0.0106162504
2457629.0000000000 0.8212383969 0.0019910410 0.6499383587 0.0485093862
2457630.0000000000 0.8392808176 0.0040253217 0.9237686445 0.0494468320
2457631.0000000000 0.8476098919 0.0063122110 1.1780904751 0.1239314229
2457632.0000000000 0.8553456877 0.0017925775 1.1357586814 0.0815912492
2457633.0000000000 0.8496927662 0.0053070530 0.9568842693 0.0300712403
2457634.0000000000 0.8434363530 0.0026564682 0.9769350891 0.0326025094
2457635.0000000000 0.8570109827 0.0035956789 0.8707229677 0.0318535424
2457636.0000000000 0.8536106666 0.0041431539 0.8057882919 0.0428284845
2457637.0000000000 0.8387816395 0.0024972751 0.7148526254 0.0305494623
2457638.0000000000 0.8372956813 0.0022932671 0.6734451752 0.0244119053
2457639.0000000000 0.8449818876 0.0031665587 0.6870008313 0.0205679257
2457640.0000000000 0.8455756677 0.0024039233 0.6877397958 0.0413097268
2457641.0000000000 0.8384588741 0.0020849861 0.6830659994 0.0252738395
2457642.0000000000 0.8395974805 0.0024508852 0.7048415641 0.0389923145
2457643.0000000000 0.8394461485 0.0020238981 0.6499444127 0.0142457335
2457644.0000000000 0.8435636072 0.0025808729 0.6472472801 0.0159767158
2457645.0000000000 0.8467393902 0.0019958650 0.7170657917 0.0165267336
2457646.0000000000 0.8516790961 0.0027185168 0.6942233274 0.0162677845
2457647.0000000000 0.8507884861 0.0024352336 0.6624803513 0.0158080431
2457648.0000000000 0.8407982062 0.0038315198 0.6462375004 0.0257626659
2457649.0000000000 0.8335254754 0.0034073932 0.6087157801 0.0347736658
2457650.0000000000 0.8311560055 0.0020676323 0.5996413977 0.0543967220
2457651.0000000000 0.8322229083 0.0020702173 0.6279946021 0.0387416164
2457652.0000000000 0.8310223027 0.0024265885 0.6648804716 0.0198371292
2457653.0000000000 0.8246762952 0.0021399151 0.7795178266 0.1176998522
2457654.0000000000 0.8201366735 0.0033418556 0.7312194201 0.1268618382
2457655.0000000000 0.8210904904 0.0030971435 0.6781113852 0.0563913340
2457656.0000000000 0.8228585169 0.0023295851 0.6537633769 0.0222560539
2457657.0000000000 0.8207026606 0.0025208797 0.6830307373 0.0436082003
2457658.0000000000 0.8173110885 0.0026841623 0.7353915994 0.0348823790
2457659.0000000000 0.8130557811 0.0028230846 0.7184226030 0.0419246186
2457660.0000000000 0.8103337469 0.0021772714 0.6945463048 0.0356272218
2457661.0000000000 0.8040660188 0.0030730233 0.6996496579 0.0372464185
2457662.0000000000 0.7967859778 0.0026496171 0.6840312191 0.0308770716
2457663.0000000000 0.8027401861 0.0031070953 0.6544348744 0.0170081112
2457664.0000000000 0.8113157029 0.0023627389 0.6689280344 0.0321136481
2457665.0000000000 0.8164845329 0.0027931940 0.7273950342 0.0244383380
2457666.0000000000 0.8249299420 0.0022576484 0.7466535812 0.0345002796
2457667.0000000000 0.8270857348 0.0029609404 0.7406337318 0.0199964063
2457668.0000000000 0.8343046454 0.0026880116 0.7701876561 0.0213722209
2457669.0000000000 0.8456161034 0.0030465865 0.8015193845 0.0279016151
2457670.0000000000 0.8507834996 0.0034145975 0.8498618229 0.0369600009
2457671.0000000000 0.8479580065 0.0033499356 0.8220516633 0.0216596322
2457672.0000000000 0.8577070775 0.0024540424 0.8485453461 0.0160783444
2457673.0000000000 0.8613575089 0.0029595208 0.8551557415 0.0225861311
2457674.0000000000 0.8616481305 0.0026335841 0.8641678085 0.0420211585
2457675.0000000000 0.8673467285 0.0025727787 0.9036587423 0.0590255309
2457676.0000000000 0.8590014798 0.0053617489 0.8800122445 0.0566769552
2457677.0000000000 0.8438898405 0.0035556458 0.7234541157 0.0491384928
2457678.0000000000 0.8242283875 0.0041540874 0.6603845894 0.0431289905
2457679.0000000000 0.8009518323 0.0039902468 0.5542050642 0.1851639958
2457680.0000000000 0.7940995624 0.0028247374 0.4652439179 0.0118101704
2457681.0000000000 0.7907980932 0.0022842618 0.4543213717 0.0098633360
2457682.0000000000 0.7884144760 0.0023008528 0.4447021369 0.0037192340
2457683.0000000000 0.7840140096 0.0022998004 0.4577006850 0.0142707711
2457684.0000000000 0.7841520491 0.0021778646 0.4832059238 0.0156108896
2457685.0000000000 0.7866814891 0.0023281160 0.5039960383 0.0063797156
2457686.0000000000 0.7783914732 0.0052703112 0.4714956648 0.0155237302
2457687.0000000000 0.7701126592 0.0023573216 0.4747119861 0.0110997808
2457688.0000000000 0.7755909761 0.0030511562 0.4930209407 0.0108516419
2457689.0000000000 0.7825142433 0.0036359804 0.5110166613 0.0207699563
2457690.0000000000 0.7915082928 0.0030070619 0.5411544524 0.0160241808
2457691.0000000000 0.7947417594 0.0029921448 0.5721359970 0.0147401075
2457692.0000000000 0.7879678184 0.0028969425 0.5175420959 0.0306127339
2457693.0000000000 0.7803030977 0.0023448907 0.4816124160 0.0060671844
2457694.0000000000 0.7816726716 0.0021886569 0.4792372977 0.0104735051
2457695.0000000000 0.7777076115 0.0021332052 0.4651151434 0.0032226500
2457696.0000000000 0.7766110794 0.0021981567 0.4617844836 0.0044854695
2457697.0000000000 0.7829050395 0.0024154501 0.4737664320 0.0194558673
2457698.0000000000 0.7805309009 0.0024812350 0.4752663489 0.0125998709
2457699.0000000000 0.7820467639 0.0022078542 0.4668447907 0.0031980397
2457700.0000000000 0.7807231278 0.0024618541 0.4689654938 0.0050876140
2457701.0000000000 0.7849453097 0.0022333658 0.4699177275 0.0069179582
2457702.0000000000 0.7891535704 0.0022207724 0.5223151140 0.0149037460
2457703.0000000000 0.7906588742 0.0026643859 0.5572193376 0.0351172841
2457704.0000000000 0.7927023722 0.0022697897 0.4963060045 0.0124044670
2457705.0000000000 0.7874411793 0.0026081643 0.4916574771 0.0134483231
2457706.0000000000 0.7899333972 0.0021670865 0.4653996291 0.0211149043
2457707.0000000000 0.7838938537 0.0022976109 0.4256026382 0.0067833520
2457708.0000000000 0.7840887292 0.0027412597 0.4338058427 0.0188587570
2457709.0000000000 0.7972576032 0.0038531256 0.4485066503 0.0052055803
2457710.0000000000 0.7989493139 0.0022375612 0.4396584293 0.0053167510
2457711.0000000000 0.7947015780 0.0026372992 0.4332889238 0.0029831260
2457712.0000000000 0.7891227051 0.0027178952 0.4410422913 0.0040663993
2457713.0000000000 0.7845423792 0.0042685153 0.4367675575 0.0032294954
2457714.0000000000 0.7766915624 0.0038006686 0.4427168136 0.0084273410
2457715.0000000000 0.7708260019 0.0018607426 0.5052012709 0.0099373612
2457716.0000000000 0.7688350669 0.0030073797 0.4635617939 0.0049588385
2457717.0000000000 0.7674227264 0.0024327051 0.4674082391 0.0106489087
2457718.0000000000 0.7690041271 0.0028588023 0.4679563639 0.0029772731
2457719.0000000000 0.7764906621 0.0027561838 0.4719588737 0.0021310493
2457720.0000000000 0.7800708448 0.0020833051 0.4827847762 0.0130844006
2457721.0000000000 0.7857115755 0.0029836409 0.5612532696 0.0200481290
2457722.0000000000 0.7978802357 0.0061440549 0.7054796300 0.2251463277
2457723.0000000000 0.7938740264 0.0026758845 0.5482857387 0.1150460524
2457724.0000000000 0.7929170664 0.0027943311 0.5220052375 0.0217652240
2457725.0000000000 0.7987351776 0.0026205740 0.5295233330 0.0166350399
2457726.0000000000 0.7959625511 0.0025048820 0.5423780092 0.0146033349
2457727.0000000000 0.7895710861 0.0026102832 0.5753058354 0.0783446541
2457728.0000000000 0.7882838457 0.0033192892 0.5457051103 0.0358793002
2457729.0000000000 0.7775994839 0.0043404661 0.5166729195 0.0276599794
2457730.0000000000 0.7701699332 0.0036415814 0.4657765351 0.0184259773
2457731.0000000000 0.7590450515 0.0035772233 0.4365118840 0.0149309782
2457732.0000000000 0.7515867332 0.0030234551 0.4073532667 0.0065935988
2457733.0000000000 0.7470774682 0.0028066490 0.4335645642 0.1552021071
2457734.0000000000 0.7425741432 0.0023924459 0.3534578213 0.0145857870
2457735.0000000000 0.7424505830 0.0027042001 0.3312511313 0.0029079079
2457736.0000000000 0.7439038959 0.0025683219 0.3268729354 0.0031010210
2457737.0000000000 0.7491727310 0.0030795566 0.3390946738 0.0066006266
2457738.0000000000 0.7519512339 0.0027425593 0.3520817513 0.0110549242
2457739.0000000000 0.7486212936 0.0024990762 0.3653701717 0.0115332893
2457740.0000000000 0.7465722865 0.0025197355 0.3454709272 0.0109714856
2457741.0000000000 0.7473579050 0.0027836165 0.3428397557 0.0064939060
2457742.0000000000 0.7499090073 0.0026130943 0.3507961489 0.0016366082
2457743.0000000000 0.7538228535 0.0025863184 0.3642154410 0.0174770485
2457744.0000000000 0.7609972389 0.0022869669 0.3897995315 0.0090457977
2457745.0000000000 0.7690361084 0.0025381982 0.3880781373 0.0073365510
2457746.0000000000 0.7655297059 0.0030703464 0.3848088157 0.0021755919
2457747.0000000000 0.7623326914 0.0025388550 0.3814564263 0.0023589548
2457748.0000000000 0.7592044354 0.0022529020 0.3741899492 0.0019614525
2457749.0000000000 0.7579772941 0.0024297951 0.3852966932 0.0259324233
2457750.0000000000 0.7600795069 0.0024958130 0.3876094699 0.0181148462
2457751.0000000000 0.7605316313 0.0030280320 0.3832568724 0.0087208031
2457752.0000000000 0.7659523634 0.0022723253 0.4101136339 0.0067454451
2457753.0000000000 0.7629665400 0.0024444579 0.4176527373 0.0103385005
2457754.0000000000 0.7608123505 0.0028869201 0.4190670251 0.0308979064
2457755.0000000000 0.7602882824 0.0030125640 0.3812347160 0.0048609359
2457756.0000000000 0.7514371669 0.0024400365 0.3694377999 0.0026169937
2457757.0000000000 0.7529090768 0.0032795598 0.3584038342 0.0028472428
2457758.0000000000 0.7505911385 0.0024090228 0.3535560488 0.0075399858
2457759.0000000000 0.7504638702 0.0025100945 0.3516672927 0.0067715450
2457760.0000000000 0.7469039937 0.0038440284 0.3419100769 0.0068037896
2457761.0000000000 0.7443945914 0.0026602823 0.3262415477 0.0051857322
2457762.0000000000 0.7407088026 0.0025279568 0.3163301419 0.0015724234
2457763.0000000000 0.7403671013 0.0029089708 0.3106141358 0.0022708060
2457764.0000000000 0.7460453931 0.0039789672 0.3553750947 0.0424768674
2457765.0000000000 0.7519444534 0.0022513976 0.4108627819 0.0371821037
2457766.0000000000 0.7506109856 0.0020874652 0.4540886239 0.1546269170
2457767.0000000000 0.7495109855 0.0022404994 0.3814330168 0.0063076465
2457768.0000000000 0.7494555480 0.0024764392 0.3822214838 0.0084552811
2457769.0000000000 0.7593949318 0.0033247843 0.3916496940 0.0046611299
2457770.0000000000 0.7661966376 0.0023059876 0.4133858928 0.0128404978
2457771.0000000000 0.7691964245 0.0031078510 0.4193184321 0.0070793466
2457772.0000000000 0.7782052287 0.0024967454 0.4315086350 0.0046801188
2457773.0000000000 0.7854983433 0.0030943112 0.4462290473 0.0062102226
2457774.0000000000 0.7962597696 0.0038475529 0.5147882665 0.0400678654
2457775.0000000000 0.7996524364 0.0027261236 0.6354756752 0.1196850080
2457776.0000000000 0.8004456123 0.0028952262 0.5626011436 0.0217079897
2457777.0000000000 0.8000924760 0.0028575309 0.5137545654 0.0091496059
2457778.0000000000 0.7979189339 0.0023231931 0.5150870590 0.0225666346
2457779.0000000000 0.8009579912 0.0029536020 0.5815542201 0.0262133887
2457780.0000000000 0.7987214259 0.0040824968 0.5477674359 0.0198076478
2457781.0000000000 0.7871248130 0.0026191473 0.4985601504 0.0210928837
2457782.0000000000 0.7813887740 0.0033911836 0.4828735534 0.0899969250
2457783.0000000000 0.7756327679 0.0023606412 0.4417099046 0.0099794286
2457784.0000000000 0.7717111241 0.0027643628 0.4245857035 0.0042890420
2457785.0000000000 0.7669418627 0.0025190574 0.4129829889 0.0080356897
2457786.0000000000 0.7599131095 0.0025037377 0.4003051779 0.0182055682
2457787.0000000000 0.7551549087 0.0028459829 0.3898671463 0.0050081755
2457788.0000000000 0.7567423694 0.0022275458 0.3884946913 0.0059027213
2457789.0000000000 0.7536077284 0.0027798731 0.3972208196 0.0094697106
2457790.0000000000 0.7533031573 0.0028131893 0.3810052283 0.0060462451
2457791.0000000000 0.7465226971 0.0026410356 0.3653648315 0.0082048052
2457792.0000000000 0.7418373301 0.0028268704 0.3566109662 0.0125872560
2457793.0000000000 0.7436558501 0.0025462006 0.3441831363 0.0093668924
2457794.0000000000 0.7494902485 0.0023813075 0.3973912399 0.0523058780
2457795.0000000000 0.7418871950 0.0025867987 0.3532956313 0.0056238116
2457796.0000000000 0.7429604616 0.0032730830 0.3544549231 0.0078438638
2457797.0000000000 0.7532585121 0.0024321824 0.3736925840 0.0102608772
