# t_obs[JD] firstOrderFlux[norm] firstOrderFluxUnc[norm] centralOrderFlux[norm] centralOrderFluxUnc[norm]
2455777.0000000000 0.9693184451 0.0067185812 1.7778661815 1.4173859917
2455778.0000000000 0.9989527606 0.0147359084 1.6233558624 1.3005338616
2455779.0000000000 1.0005940909 0.0085382736 1.1925342018 0.0787890011
2455780.0000000000 0.9695336126 0.0032843274 1.2677283237 0.1366966805
2455781.0000000000 0.9751575122 0.0029339385 1.3165838536 0.1074793199
2455782.0000000000 0.9870414271 0.0041444747 1.3251015931 0.5258583609
2455783.0000000000 nan nan nan nan
2455784.0000000000 0.9735345528 0.0051001704 1.1498239170 0.1573521762
2455785.0000000000 0.9605655690 0.0042067069 1.0390205398 0.2167812377
2455786.0000000000 0.9442116524 0.0032312983 0.7826460301 0.0308547123
2455787.0000000000 0.9368166821 0.0024743627 0.7565187632 0.0255183929
2455788.0000000000 0.9465481734 0.0039033506 0.9838918333 0.1037091636
2455789.0000000000 0.9538164121 0.0025112316 1.0857527356 0.1017090125
2455790.0000000000 0.9504028316 0.0026440656 1.0103113019 0.0654475726
2455791.0000000000 0.9521246378 0.0028996265 1.1859985321 0.2484943681
2455792.0000000000 0.9548890571 0.0026200090 1.0023013683 0.0666103423
2455793.0000000000 0.9556646178 0.0027671385 0.9370612258 0.0198378730
2455794.0000000000 0.9657736975 0.0039680407 1.0457690347 0.0505568763
2455795.0000000000 0.9801520977 0.0038280660 1.0548237982 0.0564920373
2455796.0000000000 0.9936162266 0.0058309517 1.1484996025 0.0734495244
2455797.0000000000 1.0121826237 0.0026727555 1.1340115335 0.0312262248
2455798.0000000000 1.0158979288 0.0035848443 1.1544573805 0.0188036824
2455799.0000000000 1.0240750284 0.0021789170 1.2054645058 0.0391962012
2455800.0000000000 1.0346305185 0.0054951762 1.2033697402 0.0627236071
2455801.0000000000 1.0492483758 0.0033550775 1.2293394612 0.0527872807
2455802.0000000000 1.0452007349 0.0043216856 1.1774804616 0.0276952112
2455803.0000000000 1.0247083754 0.0036536874 1.2961330785 0.1577035551
2455804.0000000000 1.0145325997 0.0030690327 1.1899210361 0.1359538173
2455805.0000000000 1.0165008555 0.0033492011 1.2373866606 0.0874635572
2455806.0000000000 1.0245341310 0.0047781608 1.2409549754 0.0639313444
2455807.0000000000 1.0336972972 0.0023668213 1.3605828426 0.0655678891
2455808.0000000000 1.0360730533 0.0024578564 1.4956611211 0.1385364275
2455809.0000000000 1.0264836415 0.0037992631 1.8684998942 0.4461709010
2455810.0000000000 1.0237463371 0.0048457326 2.3212682955 0.5825299619
2455811.0000000000 1.0171474245 0.0086698080 2.1334194774 1.4894149527
2455812.0000000000 1.0079683382 0.0098479744 1.6921196568 1.3093611573
2455813.0000000000 0.9926302588 0.0062588570 1.4715545999 0.7040213245
2455814.0000000000 1.0034762152 0.0053083950 1.5334421713 0.4756000445
2455815.0000000000 1.0226835309 0.0047141064 1.5782509088 0.3127133050
2455816.0000000000 1.0419362617 0.0061320548 1.7065109227 0.3300377449
2455817.0000000000 1.0767003417 0.0063478156 1.9618344480 0.4462498297
2455818.0000000000 1.1015206729 0.0046930445 1.8193031663 0.1559908100
2455819.0000000000 1.1223520568 0.0067287519 1.9730532379 0.2365227145
2455820.0000000000 1.1316938819 0.0047485103 1.9007833620 0.1488383839
2455821.0000000000 1.1449795921 0.0034174227 2.1419293967 0.2454130836
2455822.0000000000 1.1530786455 0.0033870588 2.1114232739 0.1296801470
2455823.0000000000 1.1715112056 0.0040130745 2.3465879463 0.2320576616
2455824.0000000000 1.1640648732 0.0041373128 2.3414676266 0.4659447409
2455825.0000000000 1.1628889528 0.0050554757 2.1775230404 0.2643367141
2455826.0000000000 1.1480902189 0.0041203545 2.4711547502 0.5782990408
2455827.0000000000 1.1386966997 0.0102277594 3.8772957784 3.5528857735
2455828.0000000000 1.1284720974 0.0075939423 2.6574028898 0.6800605207
2455829.0000000000 1.1439215887 0.0111298469 4.1967108459 2.5563833726
2455830.0000000000 1.1451418083 0.0086806144 3.8884412961 1.3572557291
2455831.0000000000 1.1266694340 0.0124451699 2.6680988745 0.7451851451
2455832.0000000000 1.0915967641 0.0058348717 1.7556886487 0.2251053735
2455833.0000000000 1.0802548503 0.0038372762 1.5778003276 0.1749122971
2455834.0000000000 1.0902539660 0.0064395853 1.6021868672 0.1573920484
2455835.0000000000 1.1064544035 0.0059586156 1.6910474420 0.2925925838
2455836.0000000000 1.1301600718 0.0068866243 1.8923600885 0.4058356693
2455837.0000000000 1.1278046784 0.0041949258 1.9320738314 0.5517739370
2455838.0000000000 1.1287711523 0.0051623037 1.7832810192 0.2939813620
2455839.0000000000 1.1281183043 0.0053357783 1.7323025195 0.3264154154
2455840.0000000000 1.1327961421 0.0034125845 1.8015482780 0.2475883244
2455841.0000000000 1.1253895956 0.0041528726 1.6349296758 0.0813178252
2455842.0000000000 1.1257177995 0.0037220573 1.6120091812 0.0802017449
2455843.0000000000 1.1220928161 0.0034436971 1.5124809830 0.0743851061
2455844.0000000000 1.1234236989 0.0030473846 1.4539941813 0.0335553994
2455845.0000000000 1.1291521875 0.0029070779 1.5106125775 0.1014344295
2455846.0000000000 1.1312692750 0.0057670597 1.5030111713 0.0415425649
2455847.0000000000 1.1492607572 0.0051074171 1.6934553409 0.1521958378
2455848.0000000000 1.1540514478 0.0054779708 1.7277075860 0.1459158471
2455849.0000000000 1.1617515047 0.0026011508 1.6945022253 0.1002250816
2455850.0000000000 1.1708227812 0.0047453390 1.9345777958 0.1716480779
2455851.0000000000 1.1796003990 0.0034437748 2.2544039336 0.2639460004
2455852.0000000000 1.1803034721 0.0049171749 2.4086233345 0.0592868945
2455853.0000000000 1.1899931432 0.0042862222 2.3516348136 0.1311117110
2455854.0000000000 1.1885387708 0.0038431173 2.3447471891 0.1444020976
2455855.0000000000 1.1985125868 0.0101920206 2.4637703832 0.3063591768
2455856.0000000000 1.2164952121 0.0041764136 2.6407690227 0.1907627672
2455857.0000000000 1.2353999485 0.0064194981 3.1778200880 1.0023196671
2455858.0000000000 1.2151228907 0.0047656381 2.3000528951 0.1110664972
2455859.0000000000 1.1890037993 0.0058120016 1.9369718341 0.0674751103
2455860.0000000000 1.1632325541 0.0048283646 1.7612708231 0.0662548312
2455861.0000000000 1.1324538545 0.0058848354 1.7249989976 0.0882606256
2455862.0000000000 1.1231258235 0.0028456651 1.6239895302 0.0825432101
2455863.0000000000 1.1319244820 0.0045075063 1.7688332147 0.0791511199
2455864.0000000000 1.1297470977 0.0028436309 1.6798538348 0.0986245534
2455865.0000000000 1.1412021043 0.0053520726 1.7928357115 0.1459923011
2455866.0000000000 1.1572855501 0.0067547297 2.4275236317 0.5866148582
2455867.0000000000 1.1855265600 0.0042027657 2.6036116469 0.2177526186
2455868.0000000000 1.1917883764 0.0062550218 2.6702662896 0.7683421733
2455869.0000000000 1.2031918373 0.0080699749 3.0607945845 1.6794631770
2455870.0000000000 1.2067561917 0.0044284218 2.6790869692 0.5268217505
2455871.0000000000 1.2198885641 0.0087172502 2.8545474833 1.1436918152
2455872.0000000000 1.2402966195 0.0063520958 2.4930215275 0.3827700720
2455873.0000000000 1.2411005029 0.0049318872 2.3174824413 0.1500096033
2455874.0000000000 1.2534180160 0.0057585912 2.2780783174 0.1494803968
2455875.0000000000 1.2720991658 0.0055296649 2.4549101034 0.5376426991
2455876.0000000000 1.3007381480 0.0075459844 2.4364940711 0.2089121666
2455877.0000000000 1.3115350941 0.0054948655 2.5345949187 0.3015913457
2455878.0000000000 1.3146386649 0.0039974228 2.4135880340 0.1585497513
2455879.0000000000 1.3267588799 0.0054703427 2.4149360656 0.1024793331
2455880.0000000000 1.3210780595 0.0030375741 2.4168334642 0.0383764210
2455881.0000000000 1.2983532877 0.0060282074 2.7951273591 0.3909892866
2455882.0000000000 1.2734131185 0.0054218481 2.5549737259 0.2850990647
2455883.0000000000 1.2650713943 0.0050532862 2.4580459439 0.2594317872
2455884.0000000000 1.2628753495 0.0057706195 2.4462011185 0.3178474965
2455885.0000000000 1.2553520302 0.0043178292 2.1673083162 0.1242383882
2455886.0000000000 1.2364741192 0.0085130163 2.1725931485 0.2248179081
2455887.0000000000 1.2146462506 0.0047777723 1.8822353828 0.0803479609
2455888.0000000000 1.2108512042 0.0044084405 1.9651050465 0.1682048515
2455889.0000000000 1.2101140167 0.0070840566 1.7643940176 0.1102339948
2455890.0000000000 1.1858897894 0.0039696794 1.6685705195 0.0586416691
2455891.0000000000 1.1812160693 0.0037009177 1.7663197157 0.0982105198
2455892.0000000000 1.1956110675 0.0106555235 1.7880715499 0.1349689675
2455893.0000000000 1.2135480446 0.0053435123 1.8159161910 0.1058811238
2455894.0000000000 1.2324792955 0.0056235535 2.0483938105 0.1784742444
2455895.0000000000 1.2378345112 0.0062331335 1.9737142409 0.0757274871
2455896.0000000000 1.2338550213 0.0094336018 2.0444718835 0.2197141765
2455897.0000000000 1.2483574973 0.0151580786 2.1387298890 0.0801467088
2455898.0000000000 1.2649726393 0.0067413311 2.1551940776 0.1074996877
2455899.0000000000 1.2731070571 0.0026862812 2.1960298820 0.0849694418
2455900.0000000000 1.2839889995 0.0051258303 2.1345398093 0.1557778824
2455901.0000000000 1.2874888970 0.0038085580 2.0843636785 0.1244162888
2455902.0000000000 1.2815224061 0.0051440811 1.9684691700 0.0486670831
2455903.0000000000 1.2843447350 0.0038215186 1.9704991187 0.0887629340
2455904.0000000000 1.2728427311 0.0035857413 1.9146991264 0.0841454283
2455905.0000000000 1.2543470630 0.0053331720 1.8792515101 0.1058491072
2455906.0000000000 1.2588662373 0.0064956585 1.9541537406 0.0624530998
2455907.0000000000 1.2450100478 0.0072092272 1.9334811818 0.0507149164
2455908.0000000000 1.2204360744 0.0066804692 1.9014128768 0.0451057791
2455909.0000000000 1.2085275449 0.0036502689 1.9400223932 0.1166077257
2455910.0000000000 1.2012999256 0.0035020587 2.1011329570 0.1591188571
2455911.0000000000 1.1809365860 0.0066432613 1.6890737564 0.1754897864
2455912.0000000000 1.1673441081 0.0044497167 1.4833933738 0.0272729662
2455913.0000000000 1.1630705075 0.0033068442 1.4579075571 0.0706554812
2455914.0000000000 1.1689710369 0.0055168314 1.5697886570 0.0501497307
2455915.0000000000 1.1692093428 0.0032504037 1.5940012562 0.0473376196
2455916.0000000000 1.1721507399 0.0051135336 1.8566282053 0.2070776641
2455917.0000000000 1.1730649616 0.0038475034 2.0540623431 0.1429417606
2455918.0000000000 nan nan nan nan
2455919.0000000000 1.1599530720 0.0028974157 1.8290611255 0.1179444316
2455920.0000000000 1.1630371418 0.0038604570 1.9125361275 0.2716118997
2455921.0000000000 1.1911809224 0.0073346168 2.2116025130 0.5136680416
2455922.0000000000 1.2009447692 0.0046732892 2.2275958834 0.5377429304
2455923.0000000000 1.1981113303 0.0052795991 2.1287818090 0.3426004580
2455924.0000000000 1.1968761654 0.0043411724 2.0486075836 0.2450743414
2455925.0000000000 1.1892129986 0.0042231425 2.1360461848 0.4282316638
2455926.0000000000 1.1756481582 0.0039169752 1.9404235595 0.2011758303
2455927.0000000000 1.1585017720 0.0044238732 1.6911691354 0.3041506771
2455928.0000000000 1.1477544717 0.0033206171 1.6588828152 0.0859235977
2455929.0000000000 1.1419002333 0.0033122545 1.7056165978 0.0951314666
2455930.0000000000 1.1352968498 0.0031536970 1.6089755660 0.0381345352
2455931.0000000000 1.1361132418 0.0039775475 1.5939781600 0.0450060609
2455932.0000000000 1.1317473347 0.0044034540 1.7215904016 0.1785554313
2455933.0000000000 1.1341309095 0.0049767585 1.7883725585 0.0889629501
2455934.0000000000 1.1228609607 0.0038267382 1.9422323237 0.0898669989
2455935.0000000000 1.1164469930 0.0062033630 1.9141011673 0.2531405358
2455936.0000000000 1.0959950692 0.0036295248 1.7845522994 0.1305682078
2455937.0000000000 1.0928432015 0.0051366297 1.6660252393 0.0786217087
2455938.0000000000 1.0717013065 0.0038091442 1.7310804925 0.1328835133
2455939.0000000000 1.0617291291 0.0039551154 1.7824896232 0.2155830779
2455940.0000000000 1.0767942656 0.0052306807 1.7506373992 0.0805881424
2455941.0000000000 1.1065792633 0.0072299854 2.0401716612 0.3777520424
2455942.0000000000 1.1211732548 0.0033362475 1.8808166429 0.0966474507
2455943.0000000000 1.1216021913 0.0033085959 2.5449431251 0.4251230274
2455944.0000000000 1.1160029063 0.0057089100 1.8316499486 0.2845891918
2455945.0000000000 1.1103608760 0.0039512731 1.8764750971 0.3730738499
2455946.0000000000 1.1146177231 0.0085210328 2.8344036869 1.8069837248
2455947.0000000000 1.1234834519 0.0028895546 1.8053794112 0.1265861416
2455948.0000000000 1.1221381606 0.0032145731 1.7344243245 0.0920865283
2455949.0000000000 1.1271916022 0.0040229839 1.9660796682 0.3370574281
2455950.0000000000 2.3706034818 0.6349653545 2.9151384680 2.5197557723
2455951.0000000000 2.5906372896 0.5103888031 1.8456043196 0.1047655431
2455952.0000000000 1.2716517807 0.0837958545 1.7512474550 0.0385879987
2455953.0000000000 1.1465838769 0.0097472276 2.2474992545 0.4103194990
2455954.0000000000 nan nan nan nan
2455955.0000000000 1.4923574360 0.0979746187 1.7529077125 0.2110662158
2455956.0000000000 1.1491490628 0.0251929473 1.3754423494 0.0848031020
2455957.0000000000 1.0911230763 0.0081342342 1.2833941342 0.0362821143
2455958.0000000000 1.0687038009 0.0036549164 1.3012873932 0.0441290283
2455959.0000000000 1.0653839042 0.0033266348 1.2919535764 0.0486505149
2455960.0000000000 1.0629778761 0.0028947388 1.3350203917 0.0407093329
2455961.0000000000 1.0516631126 0.0056027882 1.2629570130 0.0579903180
2455962.0000000000 1.0330469848 0.0033646973 1.1720752457 0.0125654972
2455963.0000000000 1.0194076721 0.0060683253 1.1571456236 0.0342907591
2455964.0000000000 1.0095760768 0.0041794083 1.2935055116 0.3928035232
2455965.0000000000 1.0021798211 0.0034588331 1.5998541486 0.6483573416
2455966.0000000000 0.9971309140 0.0054362778 1.4085115370 0.2905850359
2455967.0000000000 0.9957570458 0.0051781319 1.2362794363 0.0610980732
2455968.0000000000 1.0130827124 0.0032337915 1.2935759642 0.0733875477
2455969.0000000000 1.0268554948 0.0065805135 1.3516088397 0.2289837722
2455970.0000000000 1.0344876762 0.0027671173 1.2020932146 0.0697626206
2455971.0000000000 1.0350026613 0.0025925127 1.1250555098 0.0294046862
2455972.0000000000 1.0353486640 0.0028029339 1.0751088481 0.0218978640
2455973.0000000000 1.0412090755 0.0022729257 1.0630021431 0.0179255569
2455974.0000000000 1.0361417834 0.0029016394 1.0778653675 0.0221639727
2455975.0000000000 1.0456992774 0.0027475952 1.1084252747 0.0145306898
2455976.0000000000 1.0394376870 0.0030984148 1.1222698093 0.0196463182
2455977.0000000000 1.0306029083 0.0032629900 1.1554113592 0.0356208873
2455978.0000000000 1.0245479674 0.0037742459 1.3108489462 0.2139059693
2455979.0000000000 1.0087447889 0.0035250629 1.1730178300 0.0351159090
2455980.0000000000 1.0037122468 0.0027502226 1.1351592925 0.0122600762
2455981.0000000000 1.0111436763 0.0029642318 1.2258002246 0.0631727640
2455982.0000000000 1.0322456794 0.0062262400 1.3180576557 0.0289713403
2455983.0000000000 1.0433505303 0.0024641425 1.2969583887 0.0318694899
2455984.0000000000 1.0358017066 0.0030088418 1.2878718940 0.0725285357
2455985.0000000000 1.0294116542 0.0027036350 1.2071940249 0.0567090584
2455986.0000000000 1.0229679724 0.0030809692 1.1099122927 0.0334840493
2455987.0000000000 1.0195100857 0.0029439751 1.0910382197 0.0481317864
2455988.0000000000 1.0314954890 0.0055497521 1.1880833211 0.1256014670
2455989.0000000000 1.0315046285 0.0040678905 1.3675422079 0.4911471444
2455990.0000000000 1.0275811766 0.0030317965 1.3641540027 0.1342050867
2455991.0000000000 1.0363028412 0.0064885531 1.8594424835 0.7764243810
2455992.0000000000 1.0507544353 0.0089144777 2.8747652285 2.6709830773
2455993.0000000000 1.0420760175 0.0041044557 1.9880681014 0.4343464794
2455994.0000000000 nan nan nan nan
2455995.0000000000 2.8317842954 0.3940032795 1.5969764614 0.1174649341
2455996.0000000000 1.4129278276 0.1822298865 2.4874663783 1.4876837117
2455997.0000000000 1.1857988955 0.0214910125 2.8328967898 2.3149041720
2455998.0000000000 1.0990203183 0.0135405507 1.6682676605 0.2026625271
2455999.0000000000 1.0626709389 0.0087780416 1.5400684879 0.1300724688
2456000.0000000000 1.1135930783 0.0765262668 2.5560959740 2.2759547465
2456001.0000000000 1.1005768995 0.0253305135 1.8384432587 0.5582379291
2456002.0000000000 1.0440594657 0.0073985653 1.5473325352 0.4609639172
2456003.0000000000 1.0169150091 0.0069569083 1.2448692781 0.1420825281
2456004.0000000000 1.0089340493 0.0035333549 1.0920666923 0.1231092498
2456005.0000000000 1.0027854953 0.0028182465 1.0810100494 0.0512372855
2456006.0000000000 1.0068352762 0.0029258585 1.1287140630 0.1028140985
2456007.0000000000 1.0001970509 0.0026251438 1.1102824016 0.0358005651
2456008.0000000000 1.0142871178 0.0040484531 1.2470507868 0.1110284363
2456009.0000000000 1.0304177304 0.0029413053 1.3163261894 0.0765522804
2456010.0000000000 1.0310456530 0.0031464080 1.3191962916 0.1290238143
2456011.0000000000 1.0141736859 0.0040161328 1.2400947101 0.3162847884
2456012.0000000000 1.0097876068 0.0031254097 1.2053387518 0.1608426528
2456013.0000000000 1.0063863655 0.0026877998 1.1164613917 0.0756692375
2456014.0000000000 1.0174832706 0.0044824750 1.2175037060 0.1887052229
2456015.0000000000 1.0309225730 0.0035376210 1.2600993556 0.0535996727
2456016.0000000000 1.0434254265 0.0045555277 1.2857099549 0.0672596516
2456017.0000000000 1.0582935121 0.0028366597 1.3021386573 0.0566272100
2456018.0000000000 1.0625479790 0.0023960692 1.3364495444 0.0424859426
2456019.0000000000 1.0538532457 0.0045368884 1.2200341726 0.0357815346
2456020.0000000000 1.0514571905 0.0032185072 1.3019605338 0.0832648709
2456021.0000000000 1.0438196130 0.0038690385 1.2242886924 0.0352627459
2456022.0000000000 1.0367453881 0.0024703297 1.1505068064 0.0378092125
2456023.0000000000 1.0309697116 0.0052832507 1.2083717638 0.1143832751
2456024.0000000000 1.0099502962 0.0041763995 1.0660073043 0.0702861915
2456025.0000000000 0.9967943546 0.0027067286 1.0612254045 0.1084331787
2456026.0000000000 0.9921113254 0.0042833617 1.0223390162 0.0532217878
2456027.0000000000 1.0032920684 0.0031484351 1.0871545848 0.2122897347
2456028.0000000000 1.0030951305 0.0027455752 0.9716145932 0.0140424407
2456029.0000000000 1.0029843896 0.0026558185 0.9657097616 0.0208445554
2456030.0000000000 1.0022683559 0.0025998865 0.9929759294 0.0521791115
2456031.0000000000 0.9977229213 0.0032636257 0.9990874223 0.0350605658
2456032.0000000000 1.0009739960 0.0026744648 1.0425580382 0.0529063375
2456033.0000000000 1.0099950192 0.0054535610 1.1983027683 0.1087716951
2456034.0000000000 1.0370820676 0.0068084085 1.3409637289 0.5026141831
2456035.0000000000 1.0520989567 0.0057837920 1.3460790883 0.0862376861
2456036.0000000000 1.0730580328 0.0041073303 1.5670758197 0.2513733155
