# date[JD] transmitted_flux_171[arb.units] transmitted_flux_171_unc[arb.units] transmitted_flux_195[arb.units] transmitted_flux_195_unc[arb.units] transmitted_flux_284[arb.units] transmitted_flux_284_unc[arb.units] transmitted_flux_304[arb.units] transmitted_flux_304_unc[arb.units] transmitted_flux_sumEITBands[arb.units] transmitted_flux_sumEITBands_unc[arb.units]
2.452780000000000000e+06 1.309933153413854686e-14 3.929799460241563583e-15 1.227363093902539277e-14 3.682089281707618777e-15 2.958301860577740063e-16 8.874905581733219941e-17 2.518923408296359910e-15 7.556770224889077562e-16 2.818771606751807354e-14 8.456314820255422377e-15
2.452781000000000000e+06 1.337442021940926946e-14 4.012326065822780523e-15 1.274311880652819130e-14 3.822935641958457391e-15 3.142670615578302524e-16 9.428011846734907078e-17 2.569916727112447975e-15 7.709750181337345307e-16 2.900172281460773667e-14 8.700516844382321318e-15
2.452782000000000000e+06 1.342062164507665878e-14 4.026186493522997478e-15 1.282173761588522145e-14 3.846521284765567696e-15 3.176983770423828850e-16 9.530951311271488768e-17 2.578753422434471809e-15 7.736260267303414836e-16 2.913881106043873808e-14 8.741643318131620793e-15
2.452783000000000000e+06 1.331011731658119508e-14 3.993035194974358050e-15 1.263340303632301202e-14 3.790020910896903923e-15 3.099213123394195486e-16 9.297639370182587196e-17 2.557966946855331220e-15 7.673900840565991886e-16 2.881140861209895965e-14 8.643422583629686948e-15
2.452784000000000000e+06 1.326520298310162805e-14 3.979560894930488100e-15 1.255685016815272253e-14 3.767055050445817073e-15 3.067621795446025615e-16 9.202865386338076845e-17 2.549518824982023709e-15 7.648556474946068170e-16 2.867833415578097700e-14 8.603500246734291206e-15
2.452785000000000000e+06 1.306700849546099570e-14 3.920102548638298551e-15 1.221841896182349896e-14 3.665525688547050162e-15 2.936710387144802634e-16 8.810131161434408888e-17 2.512941267238739065e-15 7.538823801716214236e-16 2.809203976323771438e-14 8.427611928971313683e-15
2.452786000000000000e+06 1.293227076727082966e-14 3.879681230181248425e-15 1.198845477953665793e-14 3.596536433860997378e-15 2.841098036313432223e-16 8.523294108940295190e-17 2.487620525211398438e-15 7.462861575634195313e-16 2.769245587565022678e-14 8.307736762695067719e-15
2.452787000000000000e+06 1.306985473093800364e-14 3.920956419281400934e-15 1.222165853651807066e-14 3.666497560955421357e-15 2.933949617382705502e-16 8.801848852148117000e-17 2.513074348012210972e-15 7.539223044036632718e-16 2.809798257720655696e-14 8.429394773161966141e-15
2.452788000000000000e+06 1.321964377102401294e-14 3.965893131307204512e-15 1.247957100285797441e-14 3.743871300857392008e-15 3.032466944467402934e-16 9.097400833402207815e-17 2.540778406313874789e-15 7.622335218941624368e-16 2.854323987464260692e-14 8.562971962392780814e-15
2.452789000000000000e+06 1.286325976377134356e-14 3.858977929131402436e-15 1.187045374349103092e-14 3.561136123047309751e-15 2.799617502148354186e-16 8.398852506445060586e-17 2.475144602491802732e-15 7.425433807475409775e-16 2.748881985996900652e-14 8.246645957990702587e-15
2.452790000000000000e+06 1.284229080274529879e-14 3.852687240823590110e-15 1.183515107513048513e-14 3.550545322539145381e-15 2.780637423026254660e-16 8.341912269078765458e-17 2.470842645979377962e-15 7.412527937938134873e-16 2.742634826615778587e-14 8.227904479847335129e-15
2.452791000000000000e+06 1.189731832221462299e-14 3.569195496664386581e-15 1.022282256597698871e-14 3.066846769793096297e-15 2.139111990018264053e-16 6.417335970054793393e-17 2.295312161954589284e-15 6.885936485863768839e-16 2.462936424914802465e-14 7.388809274744407080e-15
2.452792000000000000e+06 1.321493144213858622e-14 3.964479432641575077e-15 1.247319740344705365e-14 3.741959221034116094e-15 3.031032629822450080e-16 9.093097889467348020e-17 2.540216272032129327e-15 7.620648816096387389e-16 2.853144838060001440e-14 8.559434514180004635e-15
2.452793000000000000e+06 1.353796088245886153e-14 4.061388264737657038e-15 1.302369309371021504e-14 3.907107928113065300e-15 3.251031361621616444e-16 9.753094084864849578e-17 2.600385840077845580e-15 7.801157520233535951e-16 2.948714295240908103e-14 8.846142885722725255e-15
2.452794000000000000e+06 1.265551970984641218e-14 3.796655912953923970e-15 1.151592403242795258e-14 3.454777209728385933e-15 2.666556217561403332e-16 7.999668652684210488e-17 2.437150966870970986e-15 7.311452900612911579e-16 2.687525033090147845e-14 8.062575099270441958e-15
2.452795000000000000e+06 1.245236646822403102e-14 3.735709940467209305e-15 1.116973656055104593e-14 3.350920968165313702e-15 2.519305187028779744e-16 7.557915561086337014e-17 2.398550052418878954e-15 7.195650157256635678e-16 2.627258359989683275e-14 7.881775079969049193e-15
2.452796000000000000e+06 1.263469175280890796e-14 3.790407525842671915e-15 1.148075333050353350e-14 3.444225999151059733e-15 2.644812003481756341e-16 7.934436010445266804e-17 2.432619305193173302e-15 7.297857915579524047e-16 2.681254558885378729e-14 8.043763676656137449e-15
2.452797000000000000e+06 1.286418121707724165e-14 3.859254365123173283e-15 1.187203622976886871e-14 3.561610868930660139e-15 2.803785366541753003e-16 8.411356099625258515e-17 2.475580665060912847e-15 7.426741995182735384e-16 2.749217664856119894e-14 8.247652994568359052e-15
2.452798000000000000e+06 1.316432371415888280e-14 3.949297114247665156e-15 1.238395653219858296e-14 3.715186959659574258e-15 3.007453656304366836e-16 9.022360968913101247e-17 2.531437250534288858e-15 7.594311751602866574e-16 2.838046286252219653e-14 8.514138858756658328e-15
2.452799000000000000e+06 1.338039925109911949e-14 4.014119775329735060e-15 1.275313211721115131e-14 3.825939635163345552e-15 3.153304316242965623e-16 9.459912948728895884e-17 2.571609845346799839e-15 7.714829536040397545e-16 2.902047164528136943e-14 8.706141493584409251e-15
2.452800000000000000e+06 1.368927885000357045e-14 4.106783655001070661e-15 1.328252625207301048e-14 3.984757875621902514e-15 3.355899110506698498e-16 1.006769733152009525e-16 2.628884076200691153e-15 7.886652228602071290e-16 2.993627908932794332e-14 8.980883726798382995e-15
2.452801000000000000e+06 1.504332225155115421e-14 4.512996675465345474e-15 1.559267553722938876e-14 4.677802661168817258e-15 4.277341879844444970e-16 1.283202563953333343e-16 2.880892739243831127e-15 8.642678217731494170e-16 3.394462471600882342e-14 1.018338741480264482e-14
2.452802000000000000e+06 1.582360400542102085e-14 4.747081201626305781e-15 1.692884511558496940e-14 5.078653534675490189e-15 4.805665291491048193e-16 1.441699587447314606e-16 3.026002624912936366e-15 9.078007874738807520e-16 3.625901827506803054e-14 1.087770548252040727e-14
2.452803000000000000e+06 1.512155925044754413e-14 4.536467775134263081e-15 1.572637650382140828e-14 4.717912951146422800e-15 4.331023068771845588e-16 1.299306920631554021e-16 2.895617566608774481e-15 8.686852699826325217e-16 3.417665562775491160e-14 1.025299668832647316e-14
2.452804000000000000e+06 1.525499027306293919e-14 4.576497081918881914e-15 1.595487655097341497e-14 4.786462965292024018e-15 4.423285612754864134e-16 1.326985683826459437e-16 2.920669931355207223e-15 8.762009794065623642e-16 3.457286531666704346e-14 1.037185959500011178e-14
2.452805000000000000e+06 1.436476208019688939e-14 4.309428624059066973e-15 1.443484907282985945e-14 4.330454721848958941e-15 3.819712061282877378e-16 1.145913618384862967e-16 2.755022726256708522e-15 8.265068178770126750e-16 3.193660508541174337e-14 9.580981525623524590e-15
2.452806000000000000e+06 1.386539889052113122e-14 4.159619667156339052e-15 1.357992403659721856e-14 4.073977210979164621e-15 3.481413832210759814e-16 1.044424149663227870e-16 2.661748103537026152e-15 7.985244310611079441e-16 3.045521241387644916e-14 9.136563724162935378e-15
2.452807000000000000e+06 1.334986510092545081e-14 4.004959530277636033e-15 1.269938724929790784e-14 3.809816174789373298e-15 3.126086035291544654e-16 9.378258105874632728e-17 2.565415124936894552e-15 7.696245374810680699e-16 2.892727607868940629e-14 8.678182823606821571e-15
2.452808000000000000e+06 1.316297920982414960e-14 3.948893762947243775e-15 1.238210217442485668e-14 3.714630652327456848e-15 3.000333416212691573e-16 9.001000248638075459e-17 2.530664116751978063e-15 7.591992350255932415e-16 2.837577884262224700e-14 8.512733652786673152e-15
2.452809000000000000e+06 1.325650318773362803e-14 3.976950956320089198e-15 1.254119558055956305e-14 3.762358674167867022e-15 3.063558006925606405e-16 9.190674020776820694e-17 2.548060695655606626e-15 7.644182086966822047e-16 2.865211526464135218e-14 8.595634579392407864e-15
2.452810000000000000e+06 1.316620611508180934e-14 3.949861834524542802e-15 1.238774375332275523e-14 3.716323125996827357e-15 3.003330361026166602e-16 9.009991083078500793e-17 2.531336175472144422e-15 7.594008526416430505e-16 2.838561907997933117e-14 8.515685723993796196e-15
2.452811000000000000e+06 1.288420763578804680e-14 3.865262290736413883e-15 1.190564928977453313e-14 3.571694786932359150e-15 2.825741294132952728e-16 8.477223882398859417e-17 2.479996993700745119e-15 7.439990981102235751e-16 2.755242804867661944e-14 8.265728414602985831e-15
2.452812000000000000e+06 1.269837608681478258e-14 3.809512826044433827e-15 1.158945825936936951e-14 3.476837477810810773e-15 2.686822200811007723e-16 8.060466602433023170e-17 2.444369977578166178e-15 7.333109932734498141e-16 2.700088654384341854e-14 8.100265963153024301e-15
2.452813000000000000e+06 1.247669601017848857e-14 3.743008803053545150e-15 1.121166243540113261e-14 3.363498730620339862e-15 2.530427629368169957e-16 7.591282888104508638e-17 2.402636942362053951e-15 7.207910827086160671e-16 2.634403815087848966e-14 7.903211445263547212e-15
2.452814000000000000e+06 1.251368355341049931e-14 3.754105066023149319e-15 1.127464378575947725e-14 3.382393135727843650e-15 2.557275241912092320e-16 7.671825725736276468e-17 2.409659606492782262e-15 7.228978819478345997e-16 2.645371446985396810e-14 7.936114340956190431e-15
2.452815000000000000e+06 1.265772369862175374e-14 3.797317109586525332e-15 1.152034003463839775e-14 3.456102010391518693e-15 2.653829998373766078e-16 7.961489995121296508e-17 2.436348384732928511e-15 7.309045154198785926e-16 2.687979511783045616e-14 8.063938535349136532e-15
2.452816000000000000e+06 1.258339404036248435e-14 3.775018212108744991e-15 1.139218950662530780e-14 3.417656851987592419e-15 2.607312311129542259e-16 7.821936933388627762e-17 2.422959492243298670e-15 7.268878476729896602e-16 2.665927427034404416e-14 7.997782281103213249e-15
2.452817000000000000e+06 1.290670564660431533e-14 3.872011693981295073e-15 1.194476525445889693e-14 3.583429576337669080e-15 2.830128507880162002e-16 8.490385523640485512e-17 2.483294374379904613e-15 7.449883123139714235e-16 2.761777812623113579e-14 8.285333437869339791e-15
2.452818000000000000e+06 1.322128557696298484e-14 3.966385673088893873e-15 1.248143142919421832e-14 3.744429428758265971e-15 3.044163585757529414e-16 9.132490757272586518e-17 2.541858902012772340e-15 7.625576706038316428e-16 2.854899226674572361e-14 8.564697680023718030e-15
2.452819000000000000e+06 1.332640806804071868e-14 3.997922420412215763e-15 1.266075912707812746e-14 3.798227738123437765e-15 3.116142044870381982e-16 9.348426134611142493e-17 2.561477974684661069e-15 7.684433924053983207e-16 2.886025937429054368e-14 8.658077812287163421e-15
2.452820000000000000e+06 1.337804715343050862e-14 4.013414146029153374e-15 1.274910859873562366e-14 3.824732579620686940e-15 3.148074158138341743e-16 9.444222474415025230e-17 2.570832239931214087e-15 7.712496719793641473e-16 2.901279540791117921e-14 8.703838622373355971e-15
2.452821000000000000e+06 1.322695545330629581e-14 3.968086635991889218e-15 1.249108895604920807e-14 3.747326686814762580e-15 3.048944233894015754e-16 9.146832701682046770e-17 2.543002077148691176e-15 7.629006231446075499e-16 2.856594090989359087e-14 8.569782272968079470e-15
2.452822000000000000e+06 1.327268097742131622e-14 3.981804293226393921e-15 1.256935876998638487e-14 3.770807630995916249e-15 3.073898194544690927e-16 9.221694583634073519e-17 2.551015131441699585e-15 7.653045394325096387e-16 2.870044469830387228e-14 8.610133409491159792e-15
2.452823000000000000e+06 1.330830773603759655e-14 3.992492320811277861e-15 1.262896909667052099e-14 3.788690729001155667e-15 3.113514531690050825e-16 9.340543595070151981e-17 2.558926445656047691e-15 7.676779336968144650e-16 2.880755473153316933e-14 8.642266419459949538e-15
2.452824000000000000e+06 1.345418335298035735e-14 4.036255005894107521e-15 1.287841975399061537e-14 3.863525926197185400e-15 3.199231399883575535e-16 9.597694199650725127e-17 2.584974298414415899e-15 7.754922895243246514e-16 2.923750054537374790e-14 8.771250163612123739e-15
2.452825000000000000e+06 1.340158045188384821e-14 4.020474135565153832e-15 1.278887220517984321e-14 3.836661661553952647e-15 3.161995733935636212e-16 9.485987201806910856e-17 2.575133720171363680e-15 7.725401160514092027e-16 2.908178595062862385e-14 8.724535785188586208e-15
2.452826000000000000e+06 1.326964375529286631e-14 3.980893126587859576e-15 1.256384283130897715e-14 3.769152849392694250e-15 3.075537125328099184e-16 9.226611375984296566e-17 2.550742972960038798e-15 7.652228918880115801e-16 2.869178327209468877e-14 8.607534981628405684e-15
2.452827000000000000e+06 1.304637006969689816e-14 3.913911020909069447e-15 1.218274355031723705e-14 3.654823065095172060e-15 2.926258208328790946e-16 8.778774624986374072e-17 2.509383844819067121e-15 7.528151534457201362e-16 2.803112328566608615e-14 8.409336985699824583e-15
2.452828000000000000e+06 1.304743560730473648e-14 3.914230682191421259e-15 1.218514730855490553e-14 3.655544192566471658e-15 2.919376241234341807e-16 8.758128723703023450e-17 2.508969641005302534e-15 7.526908923015903855e-16 2.803349018098837749e-14 8.410047054296513562e-15
2.452829000000000000e+06 1.337533337993412354e-14 4.012600013980236905e-15 1.274427877642520335e-14 3.823283632927560059e-15 3.146350079768863186e-16 9.439050239306587340e-17 2.570336313906009023e-15 7.711008941718026280e-16 2.900458347824222011e-14 8.701375043472665403e-15
2.452830000000000000e+06 1.383743296298996029e-14 4.151229888896988087e-15 1.353221591113020454e-14 4.059664773339060573e-15 3.459522597941973504e-16 1.037856779382591780e-16 2.656312457799330034e-15 7.968937373397989511e-16 3.037191359171368857e-14 9.111574077514105939e-15
2.452831000000000000e+06 1.375527350105083543e-14 4.126582050315250629e-15 1.339208991122077435e-14 4.017626973366231516e-15 3.412629202202530358e-16 1.023788760660759009e-16 2.641728781805095048e-15 7.925186345415285934e-16 3.013035511429695776e-14 9.039106534289087329e-15
2.452832000000000000e+06 1.383755182313178713e-14 4.151265546939536138e-15 1.353258530526777343e-14 4.059775591580331242e-15 3.461341800811525891e-16 1.038402540243457866e-16 2.656447006317057863e-15 7.969341018951173982e-16 3.037271831479776894e-14 9.111815494439330367e-15
2.452833000000000000e+06 1.359758243199802682e-14 4.079274729599408204e-15 1.312233492661716513e-14 3.936700477985148436e-15 3.312451934226874959e-16 9.937355802680624383e-17 2.612926392672611738e-15 7.838779178017832847e-16 2.966408894471048626e-14 8.899226683413144616e-15
2.452834000000000000e+06 1.344974732905691696e-14 4.034924198717075245e-15 1.287128280498269068e-14 3.861384841494806573e-15 3.197844328439486620e-16 9.593532985318459368e-17 2.584265483273770892e-15 7.752796449821313267e-16 2.922508005015733000e-14 8.767524015047196161e-15
2.452835000000000000e+06 1.315367180196506779e-14 3.946101540589519389e-15 1.236608998509794630e-14 3.709826995529383574e-15 2.997447532132186084e-16 8.992342596396560717e-17 2.529224521107410119e-15 7.587673563322228581e-16 2.834873106138364158e-14 8.504619318415089949e-15
2.452836000000000000e+06 1.298285890843950524e-14 3.894857672531851414e-15 1.207516334743768251e-14 3.622549004231304595e-15 2.875442657279953615e-16 8.626327971839861832e-17 2.496938183443594231e-15 7.490814550330781904e-16 2.784250470504877749e-14 8.352751411514630723e-15
2.452837000000000000e+06 1.298430772026282417e-14 3.895292316078847567e-15 1.207715342436337150e-14 3.623146027309011293e-15 2.883242902369033962e-16 8.649728707107100406e-17 2.497764613143419549e-15 7.493293839430260816e-16 2.784755004800651719e-14 8.354265014401955157e-15
2.452838000000000000e+06 1.315613228731055214e-14 3.946839686193164852e-15 1.237038750479886797e-14 3.711116251439660234e-15 2.997411685992313280e-16 8.992235057976938854e-17 2.529543604249101667e-15 7.588630812747307958e-16 2.835580456495775074e-14 8.506741369487326799e-15
2.452839000000000000e+06 1.321611742271844579e-14 3.964835226815532631e-15 1.247270347159036911e-14 3.741811041477111047e-15 3.041259468437621571e-16 9.123778405312866191e-17 2.540954602452143321e-15 7.622863807356429371e-16 2.853390144360471943e-14 8.560170433081414883e-15
2.452840000000000000e+06 1.330652216205846659e-14 3.991956648617539504e-15 1.262692069332057544e-14 3.788076207996172316e-15 3.103660559397773652e-16 9.310981678193320462e-17 2.557894317789706652e-15 7.673682953369117391e-16 2.880170322910852920e-14 8.640510968732558761e-15
2.452841000000000000e+06 1.347756737568218314e-14 4.043270212704655257e-15 1.291894460627078235e-14 3.875683381881233757e-15 3.210854950871013666e-16 9.632564852613039519e-17 2.589097826751386977e-15 7.767293480254158960e-16 2.930669530379145048e-14 8.792008591137434196e-15
2.452842000000000000e+06 1.359310903532686441e-14 4.077932710598059795e-15 1.311608552590745719e-14 3.934825657772237157e-15 3.297486830166581138e-16 9.892460490499744153e-17 2.611144909477004515e-15 7.833434728431013349e-16 2.965008815372798319e-14 8.895026446118395272e-15
2.452843000000000000e+06 1.386265481937016918e-14 4.158796445811051071e-15 1.357545014966553965e-14 4.072635044899661580e-15 3.476425913021375345e-16 1.042927773906412431e-16 2.661035918675123386e-15 7.983107756025370946e-16 3.044678347901296842e-14 9.134035043703890211e-15
2.452844000000000000e+06 1.371304232831605377e-14 4.113912698494815659e-15 1.331947449202680479e-14 3.995842347608041437e-15 3.394157706538051312e-16 1.018247311961415517e-16 2.634712364645620942e-15 7.904137093936864205e-16 3.000664495564228296e-14 9.001993486692685204e-15
2.452845000000000000e+06 1.377433994842063471e-14 4.132301984526189781e-15 1.342497255777336637e-14 4.027491767332008492e-15 3.420607912468606652e-16 1.026182373740581971e-16 2.644861042704953121e-15 7.934583128114860547e-16 3.018623434014581447e-14 9.055870302043741502e-15
2.452846000000000000e+06 1.330376459392509243e-14 3.991129378177526939e-15 1.262133232994868056e-14 3.786399698984604482e-15 3.112445955043789923e-16 9.337337865131369523e-17 2.558222438097498178e-15 7.674667314292494337e-16 2.879456395747565291e-14 8.638369187242694612e-15
2.452847000000000000e+06 1.276246567385826986e-14 3.828739702157480168e-15 1.169820320469954109e-14 3.509460961409862327e-15 2.739197978546785277e-16 8.217593935640356818e-17 2.457023178410969529e-15 7.371069535232911546e-16 2.719161185482345900e-14 8.157483556447038648e-15
2.452848000000000000e+06 1.249930109117121705e-14 3.749790327351365272e-15 1.125013789357426073e-14 3.375041368072277825e-15 2.547284751265548627e-16 7.641854253796645387e-17 2.406966548940021379e-15 7.220899646820062954e-16 2.641113400881205175e-14 7.923340202643615526e-15
2.452849000000000000e+06 1.238377834112566008e-14 3.715133502337698025e-15 1.105282777679101144e-14 3.315848333037303354e-15 2.471875423319786700e-16 7.415626269959358127e-17 2.385715819662062248e-15 7.157147458986189506e-16 2.606950947991071314e-14 7.820852843973214257e-15
2.452850000000000000e+06 1.220059258498071161e-14 3.660177775494213324e-15 1.074051574550146903e-14 3.222154723650440079e-15 2.342857468759200912e-16 7.028572406277604956e-17 2.351248174236049379e-15 7.053744522708147544e-16 2.552664225159414883e-14 7.657992675478245279e-15
2.452851000000000000e+06 1.216341902304696275e-14 3.649025706914088193e-15 1.067712319058398628e-14 3.203136957175196359e-15 2.318162900431342886e-16 6.954488701294027919e-17 2.344373614221873135e-15 7.033120842665619998e-16 2.541673211789595843e-14 7.625019635368787213e-15
2.452852000000000000e+06 1.219905124379981663e-14 3.659715373139945148e-15 1.073786759092384677e-14 3.221360277277153793e-15 2.343452547962956711e-16 7.030357643888871366e-17 2.351095048310684730e-15 7.053285144932053204e-16 2.552235913783064454e-14 7.656707741349192100e-15
2.452853000000000000e+06 1.252381669187758741e-14 3.757145007563275751e-15 1.129148955772032143e-14 3.387446867316096035e-15 2.567949597094948443e-16 7.703848791284847300e-17 2.411853017717106929e-15 7.235559053151320985e-16 2.648395422702450579e-14 7.945186268107352999e-15
2.452854000000000000e+06 1.270203158660085905e-14 3.810609475980257399e-15 1.159560888961053079e-14 3.478682666883159553e-15 2.688183005871166394e-16 8.064549017613501399e-17 2.444963372357961234e-15 7.334890117073881532e-16 2.701142214915646574e-14 8.103426644746940353e-15
2.452855000000000000e+06 1.267899528459305781e-14 3.803698585377916556e-15 1.155648831408714640e-14 3.466946494226143526e-15 2.671429969804379564e-16 8.014289909413138938e-17 2.440575958284084991e-15 7.321727874852256355e-16 2.694320255394472657e-14 8.082960766183417341e-15
2.452856000000000000e+06 1.262847759517018184e-14 3.788543278551054238e-15 1.147035666264679823e-14 3.441106998794039311e-15 2.637512238392732911e-16 7.912536715178196761e-17 2.431211760970386473e-15 7.293635282911160011e-16 2.679379724262663836e-14 8.038139172787990877e-15
2.452857000000000000e+06 1.274994803316010815e-14 3.824984409948033076e-15 1.167627562550172311e-14 3.502882687650516381e-15 2.739369948667011132e-16 8.218109846001031669e-17 2.455405785808861454e-15 7.366217357426585150e-16 2.715556643933738944e-14 8.146669931801217463e-15
2.452858000000000000e+06 1.281783970800188010e-14 3.845351912400564189e-15 1.179344937815762648e-14 3.538034813447287787e-15 2.765544671651538006e-16 8.296634014954612540e-17 2.466402008802615678e-15 7.399206026407845456e-16 2.735424556212727459e-14 8.206273668638182376e-15
2.452859000000000000e+06 1.322320656219834352e-14 3.966961968659502582e-15 1.248485182411624602e-14 3.745455547234873649e-15 3.044143370530228898e-16 9.132430111590685954e-17 2.542117711000410520e-15 7.626353133001233336e-16 2.855459043436802137e-14 8.566377130310406412e-15
2.452860000000000000e+06 1.333929213441713934e-14 4.001787640325141172e-15 1.268290487103044657e-14 3.804871461309133182e-15 3.122014625382482737e-16 9.366043876147448456e-17 2.563644393758822403e-15 7.690933181276467603e-16 2.889804286174465501e-14 8.669412858523395242e-15
