# date[JD] transmitted_flux_171[arb.units] transmitted_flux_171_unc[arb.units] transmitted_flux_195[arb.units] transmitted_flux_195_unc[arb.units] transmitted_flux_284[arb.units] transmitted_flux_284_unc[arb.units] transmitted_flux_304[arb.units] transmitted_flux_304_unc[arb.units] transmitted_flux_sumEITBands[arb.units] transmitted_flux_sumEITBands_unc[arb.units]
2.454776000000000000e+06 1.031586988631864742e-14 3.094760965895593831e-15 7.525487928639824250e-15 2.257646378591946565e-15 1.056501356852090209e-16 3.169504070556270505e-17 1.999971912169831819e-15 5.999915736509496641e-16 1.994697986281351086e-14 5.984093958844054361e-15
2.454777000000000000e+06 1.033274507756106121e-14 3.099823523268318678e-15 7.554313946904220650e-15 2.266294184071266589e-15 1.067515036206275112e-16 3.202545108618824967e-17 2.003075941312555034e-15 6.009227823937664708e-16 1.999688646939846561e-14 5.999065940819539525e-15
2.454778000000000000e+06 1.034990031383285777e-14 3.104970094149856856e-15 7.583659450613946731e-15 2.275097835184184256e-15 1.078136879709590050e-16 3.234410639128769904e-17 2.006184376460613627e-15 6.018553129381841669e-16 2.004755782887837853e-14 6.014267348663512929e-15
2.454779000000000000e+06 1.033815886567887255e-14 3.101447659703661606e-15 7.563511003961571438e-15 2.269053301188470879e-15 1.071660898205726138e-16 3.214982694617178537e-17 2.004121410172136605e-15 6.012364230516409025e-16 2.001295736963315185e-14 6.003887210889945080e-15
2.454780000000000000e+06 1.032146987367236296e-14 3.096440962101708967e-15 7.535136825417112753e-15 2.260541047625133905e-15 1.059037662827764359e-16 3.177112988483294187e-17 2.000910832495101819e-15 6.002732497485304669e-16 1.996342129786735265e-14 5.989026389360206268e-15
2.454781000000000000e+06 1.029919347343156643e-14 3.089758042029469612e-15 7.497134804661661037e-15 2.249140441398498548e-15 1.043850308089846001e-16 3.131550924269537758e-17 1.996759956447137461e-15 5.990279869341410607e-16 1.989747326534935067e-14 5.969241979604803150e-15
2.454782000000000000e+06 1.036393224405998936e-14 3.109179673217996965e-15 7.607497526148267821e-15 2.282249257844480662e-15 1.089054421513130135e-16 3.267163264539389789e-17 2.008909392012942140e-15 6.026728176038826026e-16 2.008924460437251379e-14 6.026773381311753505e-15
2.454783000000000000e+06 1.038454342010772990e-14 3.115363026032318812e-15 7.642746425431669072e-15 2.292823927629500721e-15 1.101835197392095661e-16 3.305505592176286983e-17 2.012645458252453501e-15 6.037936374757361488e-16 2.015011882353106324e-14 6.045035647059317553e-15
2.454784000000000000e+06 1.036032105528175992e-14 3.108096316584527344e-15 7.601416410633241748e-15 2.280424923189972446e-15 1.085460761267257789e-16 3.256382283801773490e-17 2.008144039032336267e-15 6.024432117097008997e-16 2.007842758107406291e-14 6.023528274322219188e-15
2.454785000000000000e+06 1.033306122373546593e-14 3.099918367120639146e-15 7.554935965587433545e-15 2.266480789676229748e-15 1.066484651599349396e-16 3.199453954798048188e-17 2.003032337532637644e-15 6.009097012597910367e-16 1.999767799201546698e-14 5.999303397604640881e-15
2.454786000000000000e+06 1.034383340901615247e-14 3.103150022704845032e-15 7.573342981887413191e-15 2.272002894566223247e-15 1.073483980501132015e-16 3.220451941503396169e-17 2.005011786070596945e-15 6.015035358211791230e-16 2.002953657502427787e-14 6.008860972507281783e-15
2.454787000000000000e+06 1.032889049772376829e-14 3.098667149317130092e-15 7.547784611761404630e-15 2.264335383528421073e-15 1.064137389773724098e-16 3.192412169321173156e-17 2.002295666586293777e-15 6.006886999758883106e-16 1.998538451504884047e-14 5.995615354514651195e-15
2.454788000000000000e+06 1.032496509804623876e-14 3.097489529413871865e-15 7.541130841576437720e-15 2.262339252472931553e-15 1.060862608775431292e-16 3.182587826326293630e-17 2.001515249803042236e-15 6.004545749409126314e-16 1.997369745030326731e-14 5.992109235090978930e-15
2.454789000000000000e+06 1.033434810265250844e-14 3.100304430795752690e-15 7.557129068781068660e-15 2.267138720634320914e-15 1.067360204187659602e-16 3.202080612562979545e-17 2.003271698059726000e-15 6.009815094179178591e-16 2.000148488991206968e-14 6.000445466973621061e-15
2.454790000000000000e+06 1.029909288002505438e-14 3.089727864007516155e-15 7.496910644695919026e-15 2.249073193408775156e-15 1.044507246367809586e-16 3.133521739103428512e-17 1.996800534936577878e-15 5.990401604809734620e-16 1.989725478429433272e-14 5.969176435288299816e-15
2.454791000000000000e+06 1.029080951025614842e-14 3.087242853076844212e-15 7.482871124024732684e-15 2.244861337207419490e-15 1.037504217855710868e-16 3.112512653567131743e-17 1.995146020753149975e-15 5.985438062259449334e-16 1.987257707681960126e-14 5.961773123045880378e-15
2.454792000000000000e+06 1.027885416810680267e-14 3.083656250432040958e-15 7.462490575765677263e-15 2.238747172729703337e-15 1.029103127079569705e-16 3.087309381238708375e-17 1.992897643576387818e-15 5.978692930729163652e-16 1.983715270015682437e-14 5.951145810047047312e-15
2.454793000000000000e+06 1.026869257640100864e-14 3.080607772920301723e-15 7.445120907440162543e-15 2.233536272232048289e-15 1.022792687734779831e-16 3.068378063204339122e-17 1.991055808649905601e-15 5.973167425949712660e-16 1.980714856126455219e-14 5.942144568379364867e-15
2.454794000000000000e+06 1.027929994574695545e-14 3.083789983724086478e-15 7.463257131039661317e-15 2.238977139311898395e-15 1.029443959043393071e-16 3.088331877130178597e-17 1.992984196229618327e-15 5.978952588688854586e-16 1.983848566892057661e-14 5.951545700676172351e-15
2.454795000000000000e+06 1.025120596381949048e-14 3.075361789145847065e-15 7.415272973963687381e-15 2.224581892189105978e-15 1.011058030178724391e-16 3.033174090536172555e-17 1.987812843653487139e-15 5.963438530960459841e-16 1.975539758445453458e-14 5.926619275336361005e-15
2.454796000000000000e+06 1.025702626856780649e-14 3.077107880570342498e-15 7.425249793603243420e-15 2.227574938080973105e-15 1.014392709147646325e-16 3.043178127442938483e-17 1.988845681519262043e-15 5.966537044557786326e-16 1.977256101460507827e-14 5.931768304381522850e-15
2.454797000000000000e+06 1.026373446465996389e-14 3.079120339397989247e-15 7.436696208448011838e-15 2.231008862534403946e-15 1.018856516343967301e-16 3.056569549031901780e-17 1.990085849011496463e-15 5.970257547034486824e-16 1.979240217375386869e-14 5.937720652126160449e-15
2.454798000000000000e+06 1.026930771186799268e-14 3.080792313560397963e-15 7.446220535028866427e-15 2.233866160508659534e-15 1.022450080925857018e-16 3.067350242777569700e-17 1.991107660114029600e-15 5.973322980342087813e-16 1.980888091510347012e-14 5.942664274531041353e-15
2.454799000000000000e+06 1.023338529630472356e-14 3.070015588891417461e-15 7.384884088427328733e-15 2.215465226528198462e-15 9.986444472807057209e-17 2.995933341842116546e-17 1.984470363486405100e-15 5.953411090459216680e-16 1.970260419294652835e-14 5.910781257883959453e-15
2.454800000000000000e+06 1.021338646270529349e-14 3.064015938811588127e-15 7.350758254533898255e-15 2.205227476360169950e-15 9.852805589600724819e-17 2.955841676880217199e-17 1.980766871737700248e-15 5.942300615213099562e-16 1.964343964487289915e-14 5.893031893461869428e-15
2.454801000000000000e+06 1.022860894469762307e-14 3.068582683409287000e-15 7.376720174278524043e-15 2.213016052283556818e-15 9.956493252718626344e-17 2.986947975815589259e-17 1.983601904720302838e-15 5.950805714160908119e-16 1.968849595622363004e-14 5.906548786867090905e-15
2.454802000000000000e+06 1.023978624428855373e-14 3.071935873286566436e-15 7.395814741542402637e-15 2.218744422462721028e-15 1.002949386929347728e-16 3.008848160788043308e-17 1.985658712489553352e-15 5.956976137468660845e-16 1.972155463701344628e-14 5.916466391104033254e-15
2.454803000000000000e+06 1.024848983863992278e-14 3.074546951591976519e-15 7.410670069173975231e-15 2.223201020752193595e-15 1.008774639300690633e-16 3.026323917902071530e-17 1.987271509289366260e-15 5.961814527868099963e-16 1.974730888103333483e-14 5.924192664310000764e-15
2.454804000000000000e+06 1.026376854605975199e-14 3.079130563817925755e-15 7.436735620759382972e-15 2.231020686227814261e-15 1.019113286858256928e-16 3.057339860574770044e-17 1.990111341547128270e-15 5.970334024641385204e-16 1.979252683705208947e-14 5.937758051115625263e-15
2.454805000000000000e+06 1.025288819506149681e-14 3.075866458518448884e-15 7.418159527326323114e-15 2.225447858197896855e-15 1.012002588678073294e-16 3.036007766034219141e-17 1.988109759689688862e-15 5.964329279069066585e-16 1.976035774094531520e-14 5.928107322283595033e-15
2.454806000000000000e+06 1.024563656398721580e-14 3.073690969196164424e-15 7.405793157498700557e-15 2.221737947249610088e-15 1.006952858394062929e-16 3.020858575182189279e-17 1.986749431145677970e-15 5.960248293437031150e-16 1.973887443847099863e-14 5.921662331541298959e-15
2.454807000000000000e+06 1.024200706671610683e-14 3.072602120014832050e-15 7.399576459129320882e-15 2.219872937738795870e-15 1.004803213012417658e-16 3.014409639037253837e-17 1.986099812367615042e-15 5.958299437102844731e-16 1.972816365951428336e-14 5.918449097854285640e-15
2.454808000000000000e+06 1.022008385139645607e-14 3.066025155418936743e-15 7.362147007541191236e-15 2.208644102262357607e-15 9.902662247863626181e-17 2.970798674359087731e-17 1.982048557567618194e-15 5.946145672702853595e-16 1.966330603898390253e-14 5.898991811695170285e-15
2.454809000000000000e+06 1.022249987736160814e-14 3.066749963208481494e-15 7.366334484088399350e-15 2.209900345226519647e-15 9.910015175724884813e-17 2.973004552717466183e-17 1.982424127429756692e-15 5.947272382289268102e-16 1.967035864063701293e-14 5.901107592191103563e-15
2.454810000000000000e+06 1.023165918589066620e-14 3.069497755767199467e-15 7.381945269671796826e-15 2.214583580901537786e-15 9.974032733754015828e-17 2.992209820126204872e-17 1.984143363106479536e-15 5.952430089319439003e-16 1.969748814600648007e-14 5.909246443801943707e-15
2.454811000000000000e+06 1.025063549431489528e-14 3.075190648294468191e-15 7.414189351758060148e-15 2.224256805527417966e-15 1.012169741980514223e-16 3.036509225941542915e-17 1.987829125473484924e-15 5.963487376420456942e-16 1.975387094574448973e-14 5.926161283723347551e-15
2.454813000000000000e+06 1.031958282371997441e-14 3.095874847115992243e-15 7.531810290223794668e-15 2.259543087067138479e-15 1.059173474220779963e-16 3.177520422662339521e-17 2.000675062793561276e-15 6.002025188380683434e-16 1.995798552415941184e-14 5.987395657247822288e-15
2.454814000000000000e+06 1.030393876232070748e-14 3.091181628696212479e-15 7.505239449321484715e-15 2.251571834796444784e-15 1.046823998435585596e-16 3.140471995306756787e-17 1.997622077877950288e-15 5.992866233633849285e-16 1.991148268936369866e-14 5.973444806809109124e-15
2.454815000000000000e+06 1.023902633349871419e-14 3.071707900049614179e-15 7.394473918273923148e-15 2.218342175482176708e-15 1.003013295675477016e-16 3.009039887026431787e-17 1.985563995852560964e-15 5.956691987557680723e-16 1.971936557719274459e-14 5.915809673157823851e-15
2.454816000000000000e+06 1.022005837516524837e-14 3.066017512549574905e-15 7.362169940550079305e-15 2.208650982165023555e-15 9.893719619924844713e-17 2.968115885977452798e-17 1.981972462562446317e-15 5.945917387687338162e-16 1.966313797447702528e-14 5.898941392343107112e-15
2.454817000000000000e+06 1.021490446317934963e-14 3.064471338953805205e-15 7.353365008982352002e-15 2.206009502694704891e-15 9.859813146717788746e-17 2.957943944015336624e-17 1.981021549664770117e-15 5.943064648994312125e-16 1.964788915329364576e-14 5.894366745988094989e-15
2.454818000000000000e+06 1.021749413886679139e-14 3.065248241660037654e-15 7.357816462051442213e-15 2.207344938615432743e-15 9.872839519681884539e-17 2.961851855904564499e-17 1.981466377513589797e-15 5.944399132540771364e-16 1.965550537362864166e-14 5.896651612088593443e-15
2.454819000000000000e+06 1.021547388626179999e-14 3.064642165878540232e-15 7.354318237519908365e-15 2.206295471255972667e-15 9.866322281348620813e-17 2.959896684404585997e-17 1.981149826846003040e-15 5.943449480538009710e-16 1.964960517344119773e-14 5.894881552032358689e-15
2.454820000000000000e+06 1.022144800488802596e-14 3.066434401466408419e-15 7.364515719172888006e-15 2.209354715751866323e-15 9.905629771359110593e-17 2.971688931407733055e-17 1.982250752827273617e-15 5.946752258481819668e-16 1.966727077460177951e-14 5.900181232380533854e-15
2.454821000000000000e+06 1.023716477814887794e-14 3.071149433444663619e-15 7.391371752802661592e-15 2.217411525840797925e-15 1.000770030922892055e-16 3.002310092768675672e-17 1.985138041726018694e-15 5.955414125178055293e-16 1.971375157576984879e-14 5.914125472730954952e-15
2.454822000000000000e+06 1.023895727874994648e-14 3.071687183624984418e-15 7.394425453101252588e-15 2.218327635930374988e-15 1.002028311707121468e-16 3.006084935121364650e-17 1.985474786843804813e-15 5.956424360531413453e-16 1.971906034986571746e-14 5.915718104959714607e-15
2.454823000000000000e+06 1.021680964333770335e-14 3.065042893001311320e-15 7.356599286030533767e-15 2.206979785809160524e-15 9.875673430709152300e-17 2.962702029212744581e-17 1.981400624394519374e-15 5.944201873183558714e-16 1.965356628806985011e-14 5.896069886420955032e-15
2.454824000000000000e+06 1.021759566955475448e-14 3.065278700866425478e-15 7.357967030189469865e-15 2.207390109056841196e-15 9.876672045332818779e-17 2.963001613599846004e-17 1.981511267214536379e-15 5.944533801643608545e-16 1.965584068741208598e-14 5.896752206223626426e-15
2.454825000000000000e+06 1.020840465844326498e-14 3.062521397532979967e-15 7.342210086960010737e-15 2.202663026088003300e-15 9.825313126281005076e-17 2.947593937884301400e-17 1.979891439359567267e-15 5.939674318078703379e-16 1.962875931602565566e-14 5.888627794807697013e-15
2.454826000000000000e+06 1.025209389542099909e-14 3.075628168626299490e-15 7.416763570870475263e-15 2.225029071261142421e-15 1.011997745335742690e-16 3.035993236007227331e-17 1.988005551444596944e-15 5.964016654333791621e-16 1.975806279226964682e-14 5.927418837680893888e-15
2.454827000000000000e+06 1.026548097582903477e-14 3.079644292748710588e-15 7.439665188585531113e-15 2.231899556575659255e-15 1.020258358646365678e-16 3.060775075939097033e-17 1.990428866552583662e-15 5.971286599657750198e-16 1.979760086683178898e-14 5.939280260049536222e-15
2.454828000000000000e+06 1.025848723816052751e-14 3.077546171448158096e-15 7.427677044459312143e-15 2.228303113337793327e-15 1.016215291129395650e-16 3.048645873388186457e-17 1.989184608338992296e-15 5.967553825016974324e-16 1.977697042007177205e-14 5.933091126021530825e-15
2.454829000000000000e+06 1.023713722132811068e-14 3.071141166398432888e-15 7.391299061352694693e-15 2.217389718405809118e-15 1.001153114339943060e-16 3.003459343019828810e-17 1.985166002715545791e-15 5.955498008146635795e-16 1.971371759683034586e-14 5.914115279049103128e-15
2.454830000000000000e+06 1.024975063392637652e-14 3.074925190177912718e-15 7.412803778281113290e-15 2.223841133484333987e-15 1.009870705068008538e-16 3.029612115204025982e-17 1.987525718352787586e-15 5.962577155058362166e-16 1.975106720106707775e-14 5.925320160320123484e-15
2.454831000000000000e+06 1.024833873106073060e-14 3.074501619318218550e-15 7.410399198080055361e-15 2.223119759424016924e-15 1.008867906647159512e-16 3.026603719941479030e-17 1.987259054465334182e-15 5.961777163396003730e-16 1.974688377427083499e-14 5.924065132281250181e-15
2.454832000000000000e+06 1.022490287961283222e-14 3.067470863883850140e-15 7.370425395834128287e-15 2.211127618750238170e-15 9.926977072390570469e-17 2.978093121717170648e-17 1.982876337308199373e-15 5.948629011924599303e-16 1.967747438347906734e-14 5.903242315043719886e-15
2.454833000000000000e+06 1.021981381489240175e-14 3.065944144467720366e-15 7.361703492369525813e-15 2.208511047710857270e-15 9.899351579183332370e-17 2.969805473754998848e-17 1.981986546391293387e-15 5.945959639173880752e-16 1.966249736944505370e-14 5.898749210833515953e-15
2.454834000000000000e+06 1.023176811784748075e-14 3.069530435354244621e-15 7.382146119701510187e-15 2.214643835910453293e-15 9.974009621079502016e-17 2.992202886323851098e-17 1.984157911043262100e-15 5.952473733129784921e-16 1.969781224480304912e-14 5.909343673440914263e-15
2.454835000000000000e+06 1.021820144337268645e-14 3.065460433011806487e-15 7.358990412004326762e-15 2.207697123601297240e-15 9.883074605740061761e-17 2.964922381722018405e-17 1.981642968517016685e-15 5.944928905551049464e-16 1.965766556995142885e-14 5.897299670985429128e-15
2.454844000000000000e+06 1.061110261848495824e-14 3.183330785545486919e-15 8.029317301810867851e-15 2.408795190543259803e-15 1.255266963721307736e-16 3.765800891163923209e-17 2.054773840972197462e-15 6.164321522916592189e-16 2.082072045764014740e-14 6.246216137292044692e-15
2.454845000000000000e+06 1.033134468128011093e-14 3.099403404384032569e-15 7.551926173757382680e-15 2.265577852127214725e-15 1.066567919477579995e-16 3.199703758432740601e-17 2.002815832023839251e-15 6.008447496071517557e-16 1.999274347900908982e-14 5.997823043702726474e-15
2.454846000000000000e+06 1.027754125206003051e-14 3.083262375618008916e-15 7.459951875654139751e-15 2.237985562696242083e-15 1.032452942052797421e-16 3.097358826158392141e-17 1.993001142412486171e-15 5.979003427237456541e-16 1.983373956433193617e-14 5.950121869299580852e-15
2.454847000000000000e+06 1.033568437562540572e-14 3.100705312687621796e-15 7.559394946987892260e-15 2.267818484096367836e-15 1.068581688299144168e-16 3.205745064897432135e-17 2.003547067200531560e-15 6.010641201601593693e-16 2.000548455864374318e-14 6.001645367593123113e-15
2.454848000000000000e+06 1.031703896096289969e-14 3.095111688288869987e-15 7.527588086092715987e-15 2.258276425827814007e-15 1.055853949036906806e-16 3.167561847110720419e-17 2.000071527495309727e-15 6.000214582485929772e-16 1.995028396945461993e-14 5.985085190836384718e-15
2.454849000000000000e+06 1.031798872848269831e-14 3.095396618544808784e-15 7.529215752579623750e-15 2.258764725773887125e-15 1.056294492713960039e-16 3.168883478141880609e-17 2.000231023915684630e-15 6.000693071747053495e-16 1.995306495424939642e-14 5.985919486274819874e-15
2.454850000000000000e+06 1.029203842460570462e-14 3.087611527381711703e-15 7.484898696674965523e-15 2.245469609002489184e-15 1.039307141601042701e-16 3.117921424803127980e-17 1.995453802539146649e-15 5.986361407617438172e-16 1.987632163797992208e-14 5.962896491393976150e-15
2.454851000000000000e+06 1.027934726986980066e-14 3.083804180960940039e-15 7.463282694258136633e-15 2.238984808277440438e-15 1.030154247073370967e-16 3.090462741220112408e-17 1.993047989539592258e-15 5.979143968618773817e-16 1.983869337837486361e-14 5.951608013512458453e-15
2.454852000000000000e+06 1.026888139725859897e-14 3.080664419177579219e-15 7.445484143822060756e-15 2.233645243146617832e-15 1.022342833262348839e-16 3.067028499787046271e-17 1.991043592249399647e-15 5.973130776748197364e-16 1.980764341665629109e-14 5.942293024996887959e-15
2.454853000000000000e+06 1.021924908609479686e-14 3.065774725828439295e-15 7.360673014864824742e-15 2.208201904459446792e-15 9.903868964920875803e-17 2.971160689476262987e-17 1.981949619413087348e-15 5.945848858239262636e-16 1.966091041002191786e-14 5.898273123006575041e-15
2.454854000000000000e+06 1.022811477520107787e-14 3.068434432560323441e-15 7.375933108451171956e-15 2.212779932535352060e-15 9.945723033719014942e-17 2.983716910115704976e-17 1.983449316850685472e-15 5.950347950552057206e-16 1.968695443084013069e-14 5.906086329252037945e-15
2.454855000000000000e+06 1.022897243989963933e-14 3.068691731969891643e-15 7.377374764268128909e-15 2.213212429280437647e-15 9.954927428573693036e-17 2.986478228572107294e-17 1.983637084006650331e-15 5.950911252019949020e-16 1.968953356246015546e-14 5.906860068738046479e-15
2.454856000000000000e+06 1.024059391622882471e-14 3.072178174868647649e-15 7.397203670594760602e-15 2.219161101178428180e-15 1.003235531840643060e-16 3.009706595521929181e-17 1.985786808687669587e-15 5.957360426063006987e-16 1.972390794869532054e-14 5.917172384608595845e-15
2.454857000000000000e+06 1.023378544817822772e-14 3.070135634453467921e-15 7.385550108187193158e-15 2.215665032456157947e-15 9.991537609551533395e-17 2.997461282865460018e-17 1.984564203903568223e-15 5.953692611710706048e-16 1.970381513636450459e-14 5.911144540909350746e-15
2.454858000000000000e+06 1.021847601524499680e-14 3.065542804573498408e-15 7.359420153966810683e-15 2.207826046190043363e-15 9.889713740588376631e-17 2.966914122176513113e-17 1.981732939243940544e-15 5.945198817731817886e-16 1.965852624586162963e-14 5.897557873758488259e-15
2.454859000000000000e+06 1.021601315365496883e-14 3.064803946096490728e-15 7.355269606328476648e-15 2.206580881898542758e-15 9.865153197391883696e-17 2.959545959217564493e-17 1.981209923480379487e-15 5.943629770441138461e-16 1.965114421543774216e-14 5.895343264631322965e-15
2.454860000000000000e+06 1.019919211494846805e-14 3.059757634484539625e-15 7.326509800580072343e-15 2.197952940174021545e-15 9.760082122712179956e-17 2.928024636813653371e-17 1.978155065280465574e-15 5.934465195841394948e-16 1.960145780203612811e-14 5.880437340610837328e-15
2.454861000000000000e+06 1.019721421143387768e-14 3.059164263430163462e-15 7.323191882574834343e-15 2.196957564772450461e-15 9.739333020463309037e-17 2.921799906138992465e-17 1.977727187285275618e-15 5.933181561855827839e-16 1.959552661149862012e-14 5.878657983449586508e-15
2.454862000000000000e+06 1.019546221891815596e-14 3.058638665675446947e-15 7.320208139486782302e-15 2.196062441846035085e-15 9.725599769555766439e-17 2.917679930866729069e-17 1.977385954598246462e-15 5.932157863794741359e-16 1.959031231069874202e-14 5.877093693209622923e-15
2.454863000000000000e+06 1.020585732413696904e-14 3.061757197241089924e-15 7.337964896813927011e-15 2.201389469044178024e-15 9.793532267454913142e-17 2.938059680236473203e-17 1.979298633402096254e-15 5.937895900206286198e-16 1.962105617702754220e-14 5.886316853108261399e-15
2.454864000000000000e+06 1.021955579842351741e-14 3.065866739527055065e-15 7.361309130911586223e-15 2.208392739273475551e-15 9.891194247167073212e-17 2.967358274150121717e-17 1.981885965399925936e-15 5.945657896199776821e-16 1.966166283720669912e-14 5.898498851162009577e-15
2.454865000000000000e+06 1.021509869054205957e-14 3.064529607162617398e-15 7.353709467182202485e-15 2.206112840154661061e-15 9.859727895247357506e-17 2.957918368574206882e-17 1.981046905298061509e-15 5.943140715894184921e-16 1.964845234197479454e-14 5.894535702592438835e-15
2.454866000000000000e+06 1.019441934880541986e-14 3.058325804641625328e-15 7.318355840923106120e-15 2.195506752276932467e-15 9.729675110582992968e-17 2.918902533174897890e-17 1.977283589030114647e-15 5.931850767090341968e-16 1.958735552986447336e-14 5.876206658959340114e-15
2.454867000000000000e+06 1.021566412426642412e-14 3.064699237279927156e-15 7.354671681490773312e-15 2.206401504447231599e-15 9.862977998302401158e-17 2.958893399490720347e-17 1.981146698024742445e-15 5.943440094074225559e-16 1.965011228376496381e-14 5.895033685129488354e-15
2.454868000000000000e+06 1.022654412513498117e-14 3.067963237540494665e-15 7.373252603933968060e-15 2.211975781180190023e-15 9.935674864025953305e-17 2.980702459207785991e-17 1.983162443033354792e-15 5.949487329100065758e-16 1.968231592074256173e-14 5.904694776222768360e-15
2.454869000000000000e+06 1.021962401593952729e-14 3.065887204781858580e-15 7.361422386822506907e-15 2.208426716046752624e-15 9.890854443582724479e-17 2.967256333074817220e-17 1.981891835920494585e-15 5.945675507761482768e-16 1.966184678311835807e-14 5.898554034935507105e-15
2.454870000000000000e+06 1.023438591684768991e-14 3.070315775054306895e-15 7.386633239726103641e-15 2.215989971917830856e-15 9.987991378893323024e-17 2.996397413667996538e-17 1.984613853425720595e-15 5.953841560277161194e-16 1.970551292378844658e-14 5.911653877136534920e-15
2.454871000000000000e+06 1.024557821373894180e-14 3.073673464121682540e-15 7.405662581750979380e-15 2.221698774525294682e-15 1.007403871831063064e-16 3.022211615493189070e-17 1.986779086070283955e-15 5.960337258210850486e-16 1.973876026874331031e-14 5.921628080622993723e-15
2.454872000000000000e+06 1.027567386635535305e-14 3.082702159906605756e-15 7.457035768158611836e-15 2.237110730447583157e-15 1.027342279618437303e-16 3.082026838855311784e-17 1.992338206017410747e-15 5.977014618052232438e-16 1.982778206849321821e-14 5.948334620547965780e-15
2.454873000000000000e+06 1.026996664358928845e-14 3.080989993076786299e-15 7.447310784519574019e-15 2.234193235355871653e-15 1.023412043378319261e-16 3.070236130134958029e-17 1.991272584525370832e-15 5.973817753576110917e-16 1.981089121697206167e-14 5.943267365091618027e-15
2.454874000000000000e+06 1.027240364923604459e-14 3.081721094770813534e-15 7.451455096677159197e-15 2.235436529003147365e-15 1.025257029468412211e-16 3.075771088405236757e-17 1.991741414809152103e-15 5.975224244427456506e-16 1.981812586366919796e-14 5.945437759100759546e-15
2.454875000000000000e+06 1.026502990166256409e-14 3.079508970498769149e-15 7.438871500264316374e-15 2.231661450079294912e-15 1.020217418705780265e-16 3.060652256117340549e-17 1.990366326646224823e-15 5.971098979938673285e-16 1.979628947044368906e-14 5.938886841133105929e-15
2.454876000000000000e+06 1.024568717190188759e-14 3.073706151570566751e-15 7.405865053356110786e-15 2.221759516006833157e-15 1.007228854235435107e-16 3.021686562706304829e-17 1.986778917597239442e-15 5.960336752791718325e-16 1.973905402827878558e-14 5.921716208483635202e-15
2.454877000000000000e+06 1.024278942253741552e-14 3.072836826761224102e-15 7.400908176337632118e-15 2.220272452901289635e-15 1.005399306223773239e-16 3.016197918671319470e-17 1.986250885752664140e-15 5.958752657257988674e-16 1.973048841525008740e-14 5.919146524575025430e-15
2.454878000000000000e+06 1.023091162728472275e-14 3.069273488185416824e-15 7.380651759446148857e-15 2.214195527833845130e-15 9.972470680911934091e-17 2.991741204273580104e-17 1.984033525748499402e-15 5.952100577245498994e-16 1.969532161928849206e-14 5.908596485786546830e-15
2.454879000000000000e+06 1.022953730995676476e-14 3.068861192987029428e-15 7.378296485984702574e-15 2.213488945795410220e-15 9.963666842006126702e-17 2.989100052601838257e-17 1.983781734331667718e-15 5.951345202995001577e-16 1.969125219869319613e-14 5.907375659607959156e-15
2.454880000000000000e+06 1.024087138286129636e-14 3.072261414858388121e-15 7.397676255485679394e-15 2.219302876645703739e-15 1.003546742247395154e-16 3.010640226742184475e-17 1.985848975390496306e-15 5.957546926171487144e-16 1.972475128796220963e-14 5.917425386388663048e-15
2.454881000000000000e+06 1.022038435919272219e-14 3.066115307757816577e-15 7.362655784113762481e-15 2.208796735234128508e-15 9.905155476679030124e-17 2.971546643003707928e-17 1.982108198647031865e-15 5.946324595941092835e-16 1.966419989672030402e-14 5.899259969016090418e-15
2.454882000000000000e+06 1.019946733684102202e-14 3.059840201052306529e-15 7.326952851954450174e-15 2.198085855586335604e-15 9.766628337318779035e-17 2.929988501195634450e-17 1.978245207093345185e-15 5.934735621280036740e-16 1.960233167926200766e-14 5.880699503778602299e-15
2.454883000000000000e+06 1.018672727283686477e-14 3.056018181851059195e-15 7.305256987910580068e-15 2.191577096373174257e-15 9.673528675431308785e-17 2.902058602629392512e-17 1.975819773994044444e-15 5.927459321982132345e-16 1.956453932149579774e-14 5.869361796448739952e-15
2.454884000000000000e+06 1.019141673927963830e-14 3.057425021783891174e-15 7.313299804461734142e-15 2.193989941338520637e-15 9.698813012666204925e-17 2.909643903799860985e-17 1.976638777820986646e-15 5.929916333462961911e-16 1.957834345168902093e-14 5.873503035506706594e-15
2.454885000000000000e+06 1.020336589295347780e-14 3.061009767886043341e-15 7.333683428956767598e-15 2.200105028687029648e-15 9.781110787190825543e-17 2.934333236157247293e-17 1.978872075331675551e-15 5.936616225995026454e-16 1.961373250511382677e-14 5.884119751534148977e-15
2.454886000000000000e+06 1.020720319069978125e-14 3.062160957209934534e-15 7.340252153726906013e-15 2.202075646118071567e-15 9.804308518044144102e-17 2.941292555413242491e-17 1.979562632656044264e-15 5.938687897968132398e-16 1.962506106226317572e-14 5.887518318678952400e-15
2.454887000000000000e+06 1.021678725715538553e-14 3.065036177146615264e-15 7.356615044516640588e-15 2.206984513354992098e-15 9.868128741539983057e-17 2.960438622461994917e-17 1.981336056233828831e-15 5.944008168701486098e-16 1.965341964532125477e-14 5.896025893596377061e-15
2.454888000000000000e+06 1.021547292963708196e-14 3.064641878891125140e-15 7.354326729848494855e-15 2.206298018954547431e-15 9.865230422825181967e-17 2.959569126847554343e-17 1.981140896575280601e-15 5.943422689725842000e-16 1.964959286028910899e-14 5.894877858086731907e-15
