#t_obs[JD] flux[W/m^2] flux_unc[W/m^2]
2458340.000000 1360.555000 0.161000
2458341.000000 1360.537000 0.169000
2458342.000000 1360.562000 0.163000
2458343.000000 1360.572000 0.155000
2458344.000000 1360.566000 0.162000
2458345.000000 1360.547000 0.161000
2458346.000000 1360.546000 0.159000
2458347.000000 1360.539000 0.151000
2458348.000000 1360.541000 0.147000
2458349.000000 1360.546000 0.143000
2458350.000000 1360.543000 0.138000
2458351.000000 1360.539000 0.144000
2458352.000000 1360.523000 0.141000
2458353.000000 1360.504000 0.151000
2458354.000000 1360.474000 0.151000
2458355.000000 1360.501000 0.149000
2458356.000000 1360.529000 0.141000
2458357.000000 1360.542000 0.141000
2458358.000000 1360.539000 0.158000
2458359.000000 1360.529000 0.168000
2458360.000000 1360.521000 0.154000
2458361.000000 1360.525000 0.141000
2458362.000000 1360.563000 0.142000
2458363.000000 1360.587000 0.146000
2458364.000000 1360.592000 0.152000
2458365.000000 1360.581000 0.147000
2458366.000000 1360.566000 0.142000
2458367.000000 1360.551000 0.138000
2458368.000000 1360.537000 0.134000
2458369.000000 1360.554000 0.141000
2458370.000000 1360.565000 0.136000
2458371.000000 1360.603000 0.144000
2458372.000000 1360.634000 0.145000
2458373.000000 1360.636000 0.151000
2458374.000000 1360.619000 0.148000
2458375.000000 1360.609000 0.148000
2458376.000000 1360.606000 0.152000
2458377.000000 1360.601000 0.151000
2458378.000000 1360.607000 0.154000
2458379.000000 1360.602000 0.149000
2458380.000000 1360.581000 0.152000
2458381.000000 1360.547000 0.149000
2458382.000000 1360.541000 0.147000
2458383.000000 1360.539000 0.141000
2458384.000000 1360.521000 0.139000
2458385.000000 1360.486000 0.141000
2458386.000000 1360.455000 0.137000
2458387.000000 1360.481000 0.145000
2458388.000000 1360.494000 0.145000
2458389.000000 1360.521000 0.158000
2458390.000000 1360.539000 0.165000
2458391.000000 1360.556000 0.167000
2458392.000000 1360.565000 0.162000
2458393.000000 1360.571000 0.153000
2458394.000000 1360.576000 0.147000
2458395.000000 1360.581000 0.139000
2458396.000000 1360.615000 0.157000
2458397.000000 1360.639000 0.172000
2458398.000000 1360.627000 0.179000
2458399.000000 1360.597000 0.177000
2458400.000000 1360.579000 0.176000
2458401.000000 1360.562000 0.171000
2458402.000000 1360.563000 0.165000
2458403.000000 1360.609000 0.168000
2458404.000000 1360.632000 0.169000
2458405.000000 1360.614000 0.178000
2458406.000000 1360.581000 0.179000
2458407.000000 1360.576000 0.178000
2458408.000000 1360.571000 0.174000
2458409.000000 1360.565000 0.176000
2458410.000000 1360.557000 0.179000
2458411.000000 1360.545000 0.181000
2458412.000000 1360.541000 0.189000
2458413.000000 1360.525000 0.189000
2458414.000000 1360.526000 0.176000
2458415.000000 1360.517000 0.157000
2458416.000000 1360.533000 0.156000
2458417.000000 1360.549000 0.154000
2458418.000000 1360.561000 0.156000
2458419.000000 1360.569000 0.164000
2458420.000000 1360.581000 0.164000
2458421.000000 1360.629000 0.164000
2458422.000000 1360.657000 0.157000
2458423.000000 1360.627000 0.161000
2458424.000000 1360.579000 0.155000
2458425.000000 1360.563000 0.148000
2458426.000000 1360.552000 0.137000
2458427.000000 1360.546000 0.136000
2458428.000000 1360.546000 0.142000
2458429.000000 1360.544000 0.143000
2458430.000000 1360.564000 0.156000
2458431.000000 1360.572000 0.164000
2458432.000000 1360.579000 0.172000
2458433.000000 1360.572000 0.172000
2458434.000000 1360.563000 0.167000
2458435.000000 1360.544000 0.156000
2458436.000000 1360.536000 0.149000
2458437.000000 1360.549000 0.151000
2458438.000000 1360.554000 0.152000
2458439.000000 1360.574000 0.152000
2458440.000000 1360.583000 0.143000
2458441.000000 1360.586000 0.145000
2458442.000000 1360.577000 0.141000
2458443.000000 1360.573000 0.147000
2458444.000000 1360.566000 0.152000
2458445.000000 1360.559000 0.154000
2458446.000000 1360.561000 0.159000
2458447.000000 1360.555000 0.158000
2458448.000000 1360.565000 0.171000
2458449.000000 1360.565000 0.186000
2458450.000000 1360.579000 0.186000
2458451.000000 1360.583000 0.178000
2458452.000000 1360.576000 0.174000
2458453.000000 1360.555000 0.169000
2458454.000000 1360.536000 0.162000
2458455.000000 1360.532000 0.159000
2458456.000000 1360.526000 0.148000
2458457.000000 1360.561000 0.142000
2458458.000000 1360.587000 0.134000
2458459.000000 1360.589000 0.138000
2458460.000000 1360.572000 0.135000
2458461.000000 1360.569000 0.137000
2458462.000000 1360.571000 0.138000
2458463.000000 1360.579000 0.135000
2458464.000000 1360.609000 0.142000
2458465.000000 1360.625000 0.141000
2458466.000000 1360.621000 0.146000
2458467.000000 1360.601000 0.143000
2458468.000000 1360.587000 0.139000
2458469.000000 1360.566000 0.136000
2458470.000000 1360.556000 0.137000
2458471.000000 1360.556000 0.139000
2458472.000000 1360.553000 0.138000
2458473.000000 1360.565000 0.139000
2458474.000000 1360.566000 0.132000
2458475.000000 1360.567000 0.137000
2458476.000000 1360.557000 0.133000
2458477.000000 1360.572000 0.137000
2458478.000000 1360.589000 0.141000
2458479.000000 1360.597000 0.141000
2458480.000000 1360.599000 0.139000
2458481.000000 1360.596000 0.132000
2458482.000000 1360.611000 0.137000
2458483.000000 1360.614000 0.135000
2458484.000000 1360.617000 0.141000
2458485.000000 1360.611000 0.137000
2458486.000000 1360.611000 0.138000
2458487.000000 1360.609000 0.145000
2458488.000000 1360.611000 0.147000
2458489.000000 1360.624000 0.141000
2458490.000000 1360.623000 0.133000
2458491.000000 1360.604000 0.138000
2458492.000000 1360.575000 0.133000
2458493.000000 1360.571000 0.138000
2458494.000000 1360.559000 0.134000
2458495.000000 1360.565000 0.136000
2458496.000000 1360.574000 0.137000
2458497.000000 1360.566000 0.137000
2458498.000000 1360.539000 0.142000
2458499.000000 1360.511000 0.139000
2458500.000000 1360.525000 0.145000
2458501.000000 1360.531000 0.141000
2458502.000000 1360.544000 0.144000
2458503.000000 1360.549000 0.139000
2458504.000000 1360.559000 0.139000
2458505.000000 1360.566000 0.139000
2458506.000000 1360.563000 0.135000
2458507.000000 1360.552000 0.138000
2458508.000000 1360.539000 0.133000
2458509.000000 1360.559000 0.138000
2458510.000000 1360.573000 0.133000
2458511.000000 1360.592000 0.137000
2458512.000000 1360.604000 0.134000
2458513.000000 1360.602000 0.135000
2458514.000000 1360.586000 0.136000
2458515.000000 1360.571000 0.133000
2458516.000000 1360.573000 0.138000
2458517.000000 1360.565000 0.135000
2458518.000000 1360.561000 0.141000
2458519.000000 1360.546000 0.135000
2458520.000000 1360.519000 0.139000
2458521.000000 nan nan
2458522.000000 nan nan
2458523.000000 nan nan
2458524.000000 nan nan
2458525.000000 nan nan
2458526.000000 1360.614000 0.138000
2458527.000000 1360.611000 0.146000
2458528.000000 1360.622000 0.146000
2458529.000000 1360.641000 0.146000
2458530.000000 1360.654000 0.141000
2458531.000000 1360.656000 0.139000
2458532.000000 1360.645000 0.149000
2458533.000000 1360.634000 0.151000
2458534.000000 1360.644000 0.143000
2458535.000000 1360.645000 0.133000
2458536.000000 1360.644000 0.137000
2458537.000000 1360.634000 0.136000
2458538.000000 1360.615000 0.139000
2458539.000000 1360.584000 0.136000
2458540.000000 1360.559000 0.134000
2458541.000000 1360.543000 0.141000
2458542.000000 1360.526000 0.141000
2458543.000000 1360.533000 0.142000
2458544.000000 1360.533000 0.134000
2458545.000000 1360.555000 0.137000
2458546.000000 1360.572000 0.136000
2458547.000000 1360.559000 0.138000
2458548.000000 1360.523000 0.138000
2458549.000000 1360.511000 0.137000
2458550.000000 1360.547000 0.141000
2458551.000000 1360.566000 0.134000
2458552.000000 1360.562000 0.138000
2458553.000000 1360.544000 0.134000
2458554.000000 1360.546000 0.138000
2458555.000000 1360.542000 0.136000
2458556.000000 1360.552000 0.138000
2458557.000000 1360.567000 0.137000
2458558.000000 1360.564000 0.136000
2458559.000000 1360.539000 0.143000
2458560.000000 1360.506000 0.142000
2458561.000000 1360.487000 0.141000
2458562.000000 1360.461000 0.132000
2458563.000000 1360.511000 0.137000
2458564.000000 1360.573000 0.137000
2458565.000000 1360.601000 0.138000
2458566.000000 1360.597000 0.139000
2458567.000000 1360.572000 0.138000
2458568.000000 1360.516000 0.141000
2458569.000000 1360.463000 0.135000
2458570.000000 1360.488000 0.141000
2458571.000000 1360.509000 0.136000
2458572.000000 1360.511000 0.138000
2458573.000000 1360.498000 0.138000
2458574.000000 1360.504000 0.138000
2458575.000000 1360.529000 0.137000
2458576.000000 1360.542000 0.132000
2458577.000000 1360.552000 0.138000
2458578.000000 1360.551000 0.137000
2458579.000000 1360.569000 0.148000
2458580.000000 1360.574000 0.151000
2458581.000000 1360.551000 0.155000
2458582.000000 1360.507000 0.152000
2458583.000000 1360.428000 0.149000
2458584.000000 1360.307000 0.147000
2458585.000000 1360.211000 0.145000
2458586.000000 1360.212000 0.149000
2458587.000000 1360.212000 0.146000
2458588.000000 1360.301000 0.149000
2458589.000000 1360.391000 0.143000
2458590.000000 1360.464000 0.143000
2458591.000000 1360.522000 0.139000
2458592.000000 1360.549000 0.135000
2458593.000000 1360.534000 0.139000
2458594.000000 1360.516000 0.138000
2458595.000000 1360.522000 0.145000
2458596.000000 1360.519000 0.147000
2458597.000000 1360.521000 0.159000
2458598.000000 1360.514000 0.164000
2458599.000000 1360.507000 0.174000
2458600.000000 1360.494000 0.183000
2458601.000000 1360.485000 0.193000
2458602.000000 1360.493000 0.209000
2458603.000000 1360.492000 0.216000
2458604.000000 1360.502000 0.197000
2458605.000000 1360.501000 0.176000
2458606.000000 1360.524000 0.169000
2458607.000000 1360.544000 0.157000
2458608.000000 1360.546000 0.154000
2458609.000000 1360.529000 0.154000
2458610.000000 1360.497000 0.147000
2458611.000000 1360.446000 0.145000
2458612.000000 1360.391000 0.146000
2458613.000000 1360.373000 0.154000
2458614.000000 1360.351000 0.155000
2458615.000000 1360.391000 0.151000
2458616.000000 1360.441000 0.144000
2458617.000000 1360.481000 0.145000
2458618.000000 1360.511000 0.151000
2458619.000000 1360.521000 0.151000
2458620.000000 1360.505000 0.143000
2458621.000000 1360.474000 0.139000
2458622.000000 1360.442000 0.141000
2458623.000000 1360.398000 0.141000
2458624.000000 1360.418000 0.141000
2458625.000000 1360.451000 0.135000
2458626.000000 1360.464000 0.135000
2458627.000000 1360.461000 0.139000
2458628.000000 1360.448000 0.137000
2458629.000000 1360.441000 0.137000
2458630.000000 1360.425000 0.134000
2458631.000000 1360.434000 0.138000
2458632.000000 1360.433000 0.133000
2458633.000000 1360.455000 0.137000
2458634.000000 1360.477000 0.136000
2458635.000000 1360.511000 0.136000
2458636.000000 1360.564000 0.141000
2458637.000000 1360.594000 0.137000
2458638.000000 1360.587000 0.146000
2458639.000000 1360.571000 0.151000
2458640.000000 1360.595000 0.148000
2458641.000000 1360.616000 0.149000
2458642.000000 1360.613000 0.152000
2458643.000000 1360.591000 0.156000
2458644.000000 1360.571000 0.165000
2458645.000000 1360.564000 0.171000
2458646.000000 1360.537000 0.166000
2458647.000000 1360.484000 0.163000
2458648.000000 1360.421000 0.153000
2458649.000000 1360.425000 0.157000
2458650.000000 1360.431000 0.155000
2458651.000000 1360.434000 0.153000
2458652.000000 1360.427000 0.149000
2458653.000000 1360.423000 0.145000
2458654.000000 1360.434000 0.144000
2458655.000000 1360.433000 0.139000
2458656.000000 1360.437000 0.141000
2458657.000000 1360.431000 0.134000
2458658.000000 1360.454000 0.138000
2458659.000000 1360.474000 0.135000
2458660.000000 1360.481000 0.137000
2458661.000000 1360.472000 0.139000
2458662.000000 1360.478000 0.136000
2458663.000000 1360.527000 0.141000
2458664.000000 1360.562000 0.141000
2458665.000000 1360.591000 0.141000
2458666.000000 1360.603000 0.139000
2458667.000000 1360.591000 0.144000
2458668.000000 1360.561000 0.141000
2458669.000000 1360.541000 0.141000
2458670.000000 1360.529000 0.142000
2458671.000000 1360.512000 0.136000
2458672.000000 1360.509000 0.139000
2458673.000000 1360.496000 0.142000
2458674.000000 1360.491000 0.141000
2458675.000000 1360.473000 0.134000
2458676.000000 1360.481000 0.141000
2458677.000000 1360.487000 0.142000
2458678.000000 1360.485000 0.146000
2458679.000000 1360.473000 0.152000
2458680.000000 1360.451000 0.152000
2458681.000000 1360.424000 0.156000
2458682.000000 1360.391000 0.155000
2458683.000000 1360.398000 0.161000
2458684.000000 1360.401000 0.158000
2458685.000000 1360.417000 0.177000
2458686.000000 1360.432000 0.206000
2458687.000000 1360.456000 0.212000
2458688.000000 1360.494000 0.199000
2458689.000000 1360.511000 0.194000
2458690.000000 1360.502000 0.187000
2458691.000000 1360.483000 0.177000
2458692.000000 1360.501000 0.168000
2458693.000000 1360.511000 0.159000
2458694.000000 1360.522000 0.154000
2458695.000000 1360.525000 0.144000
2458696.000000 1360.526000 0.136000
2458697.000000 1360.531000 0.137000
2458698.000000 1360.515000 0.135000
2458699.000000 1360.477000 0.141000
2458700.000000 1360.427000 0.137000
2458701.000000 1360.431000 0.143000
2458702.000000 1360.434000 0.142000
2458703.000000 1360.442000 0.147000
2458704.000000 1360.446000 0.148000
2458705.000000 1360.441000 0.145000
2458706.000000 1360.433000 0.144000
2458707.000000 1360.421000 0.138000
2458708.000000 1360.436000 0.144000
2458709.000000 1360.441000 0.141000
2458710.000000 1360.455000 0.146000
2458711.000000 1360.461000 0.145000
2458712.000000 1360.465000 0.145000
2458713.000000 1360.466000 0.143000
2458714.000000 1360.471000 0.141000
2458715.000000 1360.491000 0.144000
2458716.000000 1360.498000 0.138000
2458717.000000 1360.501000 0.141000
2458718.000000 1360.487000 0.136000
2458719.000000 1360.491000 0.141000
2458720.000000 1360.483000 0.137000
2458721.000000 1360.488000 0.141000
2458722.000000 1360.497000 0.151000
2458723.000000 1360.491000 0.161000
2458724.000000 1360.471000 0.173000
2458725.000000 1360.438000 0.176000
2458726.000000 1360.427000 0.165000
2458727.000000 1360.405000 0.146000
2458728.000000 1360.431000 0.142000
2458729.000000 1360.461000 0.135000
2458730.000000 1360.477000 0.135000
2458731.000000 1360.478000 0.141000
2458732.000000 1360.473000 0.141000
2458733.000000 1360.481000 0.147000
2458734.000000 1360.473000 0.145000
2458735.000000 1360.476000 0.156000
2458736.000000 1360.467000 0.162000
2458737.000000 1360.462000 0.157000
2458738.000000 1360.451000 0.143000
2458739.000000 1360.441000 0.139000
2458740.000000 1360.441000 0.143000
2458741.000000 1360.434000 0.142000
2458742.000000 1360.444000 0.155000
2458743.000000 1360.443000 0.162000
2458744.000000 1360.461000 0.173000
2458745.000000 1360.466000 0.179000
2458746.000000 1360.471000 0.175000
2458747.000000 1360.466000 0.164000
2458748.000000 1360.447000 0.158000
2458749.000000 1360.416000 0.161000
2458750.000000 1360.387000 0.162000
2458751.000000 1360.415000 0.163000
2458752.000000 1360.431000 0.159000
2458753.000000 1360.432000 0.161000
2458754.000000 1360.417000 0.162000
2458755.000000 1360.412000 0.163000
2458756.000000 1360.403000 0.158000
2458757.000000 1360.405000 0.148000
2458758.000000 1360.434000 0.141000
2458759.000000 1360.444000 0.133000
2458760.000000 1360.436000 0.139000
2458761.000000 1360.415000 0.134000
2458762.000000 1360.434000 0.141000
2458763.000000 1360.451000 0.143000
2458764.000000 1360.448000 0.161000
2458765.000000 1360.424000 0.191000
2458766.000000 1360.407000 0.217000
2458767.000000 1360.421000 0.237000
2458768.000000 1360.415000 0.249000
2458769.000000 1360.391000 0.242000
2458770.000000 1360.352000 0.231000
2458771.000000 1360.381000 0.195000
2458772.000000 1360.417000 0.161000
2458773.000000 1360.433000 0.153000
2458774.000000 1360.428000 0.151000
2458775.000000 1360.418000 0.147000
2458776.000000 1360.418000 0.151000
2458777.000000 1360.408000 0.145000
2458778.000000 1360.418000 0.153000
2458779.000000 1360.417000 0.155000
2458780.000000 1360.422000 0.158000
2458781.000000 1360.418000 0.154000
2458782.000000 1360.431000 0.151000
2458783.000000 1360.456000 0.147000
2458784.000000 1360.467000 0.142000
2458785.000000 1360.465000 0.151000
2458786.000000 1360.451000 0.152000
2458787.000000 1360.457000 0.153000
2458788.000000 1360.453000 0.145000
2458789.000000 1360.471000 0.146000
2458790.000000 1360.488000 0.145000
2458791.000000 1360.501000 0.147000
2458792.000000 1360.506000 0.157000
2458793.000000 1360.504000 0.163000
2458794.000000 1360.505000 0.181000
2458795.000000 1360.492000 0.199000
2458796.000000 1360.477000 0.203000
2458797.000000 1360.451000 0.201000
2458798.000000 1360.447000 0.197000
2458799.000000 1360.451000 0.191000
2458800.000000 1360.463000 0.181000
2458801.000000 1360.494000 0.169000
2458802.000000 1360.512000 0.157000
2458803.000000 1360.529000 0.158000
2458804.000000 1360.531000 0.153000
2458805.000000 1360.523000 0.153000
2458806.000000 1360.501000 0.147000
2458807.000000 1360.495000 0.152000
2458808.000000 1360.491000 0.161000
2458809.000000 1360.478000 0.172000
2458810.000000 1360.463000 0.191000
2458811.000000 1360.448000 0.198000
2458812.000000 1360.481000 0.178000
2458813.000000 1360.501000 0.155000
2458814.000000 1360.511000 0.146000
2458815.000000 1360.506000 0.137000
