#t_obs[JD] flux[W/m^2] flux_unc[W/m^2]
2457563.000000 1360.878000 0.137000
2457564.000000 1360.873000 0.138000
2457565.000000 1360.869000 0.133000
2457566.000000 1360.898000 0.138000
2457567.000000 1360.931000 0.133000
2457568.000000 1360.939000 0.137000
2457569.000000 1360.933000 0.148000
2457570.000000 1360.926000 0.152000
2457571.000000 1360.921000 0.143000
2457572.000000 1360.915000 0.132000
2457573.000000 1360.931000 0.137000
2457574.000000 1360.944000 0.131000
2457575.000000 1360.988000 0.136000
2457576.000000 1361.038000 0.134000
2457577.000000 1361.092000 0.136000
2457578.000000 1361.153000 0.138000
2457579.000000 1361.184000 0.135000
2457580.000000 1361.159000 0.138000
2457581.000000 1361.127000 0.132000
2457582.000000 1361.063000 0.141000
2457583.000000 1360.986000 0.144000
2457584.000000 1360.806000 0.145000
2457585.000000 1360.584000 0.138000
2457586.000000 1360.453000 0.138000
2457587.000000 1360.394000 0.141000
2457588.000000 1360.367000 0.136000
2457589.000000 1360.437000 0.147000
2457590.000000 1360.506000 0.161000
2457591.000000 1360.644000 0.157000
2457592.000000 1360.779000 0.144000
2457593.000000 1360.808000 0.145000
2457594.000000 1360.792000 0.142000
2457595.000000 1360.792000 0.139000
2457596.000000 1360.808000 0.137000
2457597.000000 1360.824000 0.133000
2457598.000000 1360.856000 0.139000
2457599.000000 1360.879000 0.136000
2457600.000000 1360.878000 0.141000
2457601.000000 1360.868000 0.136000
2457602.000000 1360.878000 0.141000
2457603.000000 1360.895000 0.144000
2457604.000000 1360.891000 0.145000
2457605.000000 1360.861000 0.145000
2457606.000000 1360.839000 0.139000
2457607.000000 1360.856000 0.143000
2457608.000000 1360.873000 0.139000
2457609.000000 1360.912000 0.145000
2457610.000000 1360.951000 0.141000
2457611.000000 1360.898000 0.139000
2457612.000000 1360.793000 0.139000
2457613.000000 1360.735000 0.138000
2457614.000000 1360.746000 0.141000
2457615.000000 1360.767000 0.144000
2457616.000000 1360.845000 0.153000
2457617.000000 1360.915000 0.151000
2457618.000000 1360.901000 0.151000
2457619.000000 1360.861000 0.141000
2457620.000000 1360.811000 0.143000
2457621.000000 1360.751000 0.147000
2457622.000000 1360.732000 0.139000
2457623.000000 1360.787000 0.146000
2457624.000000 1360.828000 0.177000
2457625.000000 1360.842000 0.203000
2457626.000000 1360.846000 0.224000
2457627.000000 1360.835000 0.211000
2457628.000000 1360.814000 0.187000
2457629.000000 1360.862000 0.153000
2457630.000000 1360.959000 0.151000
2457631.000000 1360.981000 0.169000
2457632.000000 1360.861000 0.156000
2457633.000000 1360.739000 0.158000
2457634.000000 1360.634000 0.161000
2457635.000000 1360.531000 0.153000
2457636.000000 1360.579000 0.155000
2457637.000000 1360.669000 0.153000
2457638.000000 1360.703000 0.157000
2457639.000000 1360.691000 0.165000
2457640.000000 1360.709000 0.165000
2457641.000000 1360.812000 0.159000
2457642.000000 1360.902000 0.147000
2457643.000000 1360.934000 0.147000
2457644.000000 1360.953000 0.148000
2457645.000000 1360.954000 0.161000
2457646.000000 1360.946000 0.176000
2457647.000000 1360.921000 0.189000
2457648.000000 1360.874000 0.189000
2457649.000000 1360.841000 0.187000
2457650.000000 1360.848000 0.188000
2457651.000000 1360.854000 0.182000
2457652.000000 1360.883000 0.174000
2457653.000000 1360.911000 0.161000
2457654.000000 1360.934000 0.157000
2457655.000000 1360.954000 0.154000
2457656.000000 1360.948000 0.147000
2457657.000000 1360.911000 0.141000
2457658.000000 1360.888000 0.132000
2457659.000000 1360.921000 0.138000
2457660.000000 1360.948000 0.134000
2457661.000000 1360.948000 0.139000
2457662.000000 1360.938000 0.135000
2457663.000000 1360.948000 0.138000
2457664.000000 1360.966000 0.139000
2457665.000000 1360.943000 0.138000
2457666.000000 1360.862000 0.139000
2457667.000000 1360.781000 0.134000
2457668.000000 1360.709000 0.139000
2457669.000000 1360.643000 0.133000
2457670.000000 1360.699000 0.139000
2457671.000000 1360.781000 0.136000
2457672.000000 1360.834000 0.142000
2457673.000000 1360.871000 0.151000
2457674.000000 1360.875000 0.154000
2457675.000000 1360.831000 0.157000
2457676.000000 1360.793000 0.151000
2457677.000000 1360.803000 0.147000
2457678.000000 1360.813000 0.136000
2457679.000000 1360.836000 0.139000
2457680.000000 1360.859000 0.138000
2457681.000000 1360.872000 0.143000
2457682.000000 1360.878000 0.148000
2457683.000000 1360.874000 0.148000
2457684.000000 1360.854000 0.151000
2457685.000000 1360.838000 0.143000
2457686.000000 1360.864000 0.143000
2457687.000000 1360.889000 0.147000
2457688.000000 1360.892000 0.151000
2457689.000000 1360.884000 0.145000
2457690.000000 1360.891000 0.143000
2457691.000000 1360.911000 0.141000
2457692.000000 1360.936000 0.136000
2457693.000000 1360.986000 0.139000
2457694.000000 1361.028000 0.132000
2457695.000000 1361.025000 0.139000
2457696.000000 1361.012000 0.135000
2457697.000000 1360.993000 0.138000
2457698.000000 1360.969000 0.136000
2457699.000000 1360.944000 0.137000
2457700.000000 1360.918000 0.141000
2457701.000000 1360.891000 0.142000
2457702.000000 1360.871000 0.156000
2457703.000000 1360.848000 0.166000
2457704.000000 1360.851000 0.181000
2457705.000000 1360.854000 0.192000
2457706.000000 1360.843000 0.201000
2457707.000000 1360.822000 0.206000
2457708.000000 1360.826000 0.207000
2457709.000000 1360.864000 0.206000
2457710.000000 1360.891000 0.198000
2457711.000000 1360.896000 0.179000
2457712.000000 1360.894000 0.156000
2457713.000000 1360.871000 0.153000
2457714.000000 1360.836000 0.144000
2457715.000000 1360.821000 0.141000
2457716.000000 1360.812000 0.136000
2457717.000000 1360.799000 0.135000
2457718.000000 1360.781000 0.139000
2457719.000000 1360.761000 0.135000
2457720.000000 1360.752000 0.139000
2457721.000000 1360.741000 0.132000
2457722.000000 1360.747000 0.138000
2457723.000000 1360.753000 0.136000
2457724.000000 1360.719000 0.138000
2457725.000000 1360.654000 0.142000
2457726.000000 1360.613000 0.146000
2457727.000000 1360.621000 0.154000
2457728.000000 1360.617000 0.156000
2457729.000000 1360.606000 0.155000
2457730.000000 1360.581000 0.151000
2457731.000000 1360.534000 0.143000
2457732.000000 1360.471000 0.139000
2457733.000000 1360.497000 0.141000
2457734.000000 1360.589000 0.142000
2457735.000000 1360.669000 0.142000
2457736.000000 1360.737000 0.144000
2457737.000000 1360.785000 0.138000
2457738.000000 1360.771000 0.141000
2457739.000000 1360.742000 0.134000
2457740.000000 1360.739000 0.139000
2457741.000000 1360.739000 0.141000
2457742.000000 1360.761000 0.142000
2457743.000000 1360.799000 0.142000
2457744.000000 1360.823000 0.136000
2457745.000000 1360.829000 0.139000
2457746.000000 1360.831000 0.135000
2457747.000000 1360.853000 0.141000
2457748.000000 1360.872000 0.138000
2457749.000000 1360.884000 0.141000
2457750.000000 1360.889000 0.137000
2457751.000000 1360.898000 0.138000
2457752.000000 1360.908000 0.141000
2457753.000000 1360.912000 0.137000
2457754.000000 1360.906000 0.151000
2457755.000000 1360.898000 0.159000
2457756.000000 1360.908000 0.163000
2457757.000000 1360.915000 0.157000
2457758.000000 1360.878000 0.156000
2457759.000000 1360.812000 0.153000
2457760.000000 1360.786000 0.148000
2457761.000000 1360.808000 0.146000
2457762.000000 1360.818000 0.137000
2457763.000000 1360.808000 0.141000
2457764.000000 1360.792000 0.133000
2457765.000000 1360.791000 0.137000
2457766.000000 1360.786000 0.135000
2457767.000000 1360.792000 0.136000
2457768.000000 1360.799000 0.135000
2457769.000000 1360.808000 0.134000
2457770.000000 1360.822000 0.137000
2457771.000000 1360.831000 0.133000
2457772.000000 1360.845000 0.139000
2457773.000000 1360.851000 0.134000
2457774.000000 1360.821000 0.138000
2457775.000000 1360.776000 0.133000
2457776.000000 1360.763000 0.135000
2457777.000000 1360.769000 0.135000
2457778.000000 1360.783000 0.133000
2457779.000000 1360.823000 0.137000
2457780.000000 1360.858000 0.132000
2457781.000000 1360.886000 0.138000
2457782.000000 1360.906000 0.136000
2457783.000000 1360.881000 0.142000
2457784.000000 1360.835000 0.147000
2457785.000000 1360.836000 0.158000
2457786.000000 1360.869000 0.171000
2457787.000000 1360.878000 0.182000
2457788.000000 1360.846000 0.196000
2457789.000000 1360.809000 0.207000
2457790.000000 1360.779000 0.224000
2457791.000000 1360.741000 0.239000
2457792.000000 1360.714000 0.242000
2457793.000000 1360.684000 0.237000
2457794.000000 1360.679000 0.237000
2457795.000000 1360.693000 0.239000
2457796.000000 1360.713000 0.237000
2457797.000000 1360.761000 0.225000
2457798.000000 nan nan
2457799.000000 1360.824000 0.196000
2457800.000000 1360.844000 0.177000
2457801.000000 1360.845000 0.167000
2457802.000000 1360.835000 0.155000
2457803.000000 1360.846000 0.146000
2457804.000000 1360.881000 0.141000
2457805.000000 1360.901000 0.135000
2457806.000000 1360.888000 0.137000
2457807.000000 1360.869000 0.131000
2457808.000000 1360.848000 0.137000
2457809.000000 1360.821000 0.133000
2457810.000000 1360.815000 0.141000
2457811.000000 1360.816000 0.147000
2457812.000000 1360.806000 0.155000
2457813.000000 1360.786000 0.161000
2457814.000000 1360.772000 0.161000
2457815.000000 1360.799000 0.171000
2457816.000000 1360.818000 0.172000
2457817.000000 1360.792000 0.172000
2457818.000000 1360.751000 0.164000
2457819.000000 1360.732000 0.171000
2457820.000000 1360.723000 0.179000
2457821.000000 1360.711000 0.179000
2457822.000000 1360.696000 0.169000
2457823.000000 1360.679000 0.157000
2457824.000000 1360.683000 0.157000
2457825.000000 1360.682000 0.149000
2457826.000000 1360.705000 0.155000
2457827.000000 1360.727000 0.154000
2457828.000000 1360.724000 0.149000
2457829.000000 1360.701000 0.139000
2457830.000000 1360.684000 0.134000
2457831.000000 1360.687000 0.138000
2457832.000000 1360.689000 0.134000
2457833.000000 1360.712000 0.139000
2457834.000000 1360.734000 0.135000
2457835.000000 1360.799000 0.141000
2457836.000000 1360.871000 0.139000
2457837.000000 1360.874000 0.142000
2457838.000000 1360.821000 0.143000
2457839.000000 1360.741000 0.142000
2457840.000000 1360.602000 0.148000
2457841.000000 1360.451000 0.144000
2457842.000000 1360.281000 0.149000
2457843.000000 1360.101000 0.145000
2457844.000000 1360.078000 0.142000
2457845.000000 1360.095000 0.134000
2457846.000000 1360.226000 0.134000
2457847.000000 1360.463000 0.137000
2457848.000000 1360.632000 0.133000
2457849.000000 1360.677000 0.138000
2457850.000000 1360.705000 0.133000
2457851.000000 1360.716000 0.138000
2457852.000000 1360.717000 0.135000
2457853.000000 1360.733000 0.139000
2457854.000000 1360.751000 0.138000
2457855.000000 1360.755000 0.138000
2457856.000000 1360.744000 0.144000
2457857.000000 1360.732000 0.144000
2457858.000000 1360.732000 0.141000
2457859.000000 1360.731000 0.134000
2457860.000000 1360.781000 0.144000
2457861.000000 1360.832000 0.151000
2457862.000000 1360.848000 0.145000
2457863.000000 1360.841000 0.137000
2457864.000000 1360.842000 0.146000
2457865.000000 1360.856000 0.177000
2457866.000000 1360.858000 0.194000
2457867.000000 1360.839000 0.164000
2457868.000000 1360.814000 0.138000
2457869.000000 1360.808000 0.139000
2457870.000000 1360.801000 0.135000
2457871.000000 1360.814000 0.142000
2457872.000000 1360.838000 0.152000
2457873.000000 1360.821000 0.152000
2457874.000000 1360.753000 0.143000
2457875.000000 1360.681000 0.133000
2457876.000000 1360.626000 0.138000
2457877.000000 1360.567000 0.132000
2457878.000000 1360.576000 0.136000
2457879.000000 1360.593000 0.135000
2457880.000000 1360.609000 0.141000
2457881.000000 1360.619000 0.143000
2457882.000000 1360.621000 0.141000
2457883.000000 1360.616000 0.141000
2457884.000000 1360.604000 0.136000
2457885.000000 1360.623000 0.142000
2457886.000000 1360.641000 0.141000
2457887.000000 1360.675000 0.139000
2457888.000000 1360.707000 0.139000
2457889.000000 1360.751000 0.151000
2457890.000000 1360.803000 0.163000
2457891.000000 1360.845000 0.166000
2457892.000000 1360.874000 0.171000
2457893.000000 1360.892000 0.187000
2457894.000000 1360.883000 0.211000
2457895.000000 1360.868000 0.231000
2457896.000000 1360.881000 0.254000
2457897.000000 1360.898000 0.278000
2457898.000000 1360.878000 0.301000
2457899.000000 1360.823000 0.325000
2457900.000000 1360.773000 0.338000
2457901.000000 1360.743000 0.324000
2457902.000000 1360.706000 0.316000
2457903.000000 1360.676000 0.337000
2457904.000000 1360.639000 0.362000
2457905.000000 1360.652000 0.341000
2457906.000000 1360.679000 0.301000
2457907.000000 1360.702000 0.257000
2457908.000000 1360.725000 0.211000
2457909.000000 1360.729000 0.171000
2457910.000000 1360.696000 0.154000
2457911.000000 1360.661000 0.145000
2457912.000000 1360.679000 0.158000
2457913.000000 1360.699000 0.167000
2457914.000000 1360.731000 0.166000
2457915.000000 1360.764000 0.154000
2457916.000000 1360.779000 0.153000
2457917.000000 1360.773000 0.171000
2457918.000000 1360.756000 0.181000
2457919.000000 1360.727000 0.171000
2457920.000000 1360.691000 0.154000
2457921.000000 1360.691000 0.148000
2457922.000000 1360.689000 0.145000
2457923.000000 1360.725000 0.151000
2457924.000000 1360.779000 0.154000
2457925.000000 1360.791000 0.155000
2457926.000000 1360.751000 0.165000
2457927.000000 1360.701000 0.178000
2457928.000000 1360.639000 0.189000
2457929.000000 1360.571000 0.193000
2457930.000000 1360.581000 0.186000
2457931.000000 1360.599000 0.171000
2457932.000000 1360.626000 0.164000
2457933.000000 1360.656000 0.161000
2457934.000000 1360.674000 0.161000
2457935.000000 1360.685000 0.163000
2457936.000000 1360.685000 0.161000
2457937.000000 1360.679000 0.166000
2457938.000000 1360.664000 0.162000
2457939.000000 1360.656000 0.161000
2457940.000000 1360.641000 0.152000
2457941.000000 1360.521000 0.148000
2457942.000000 1360.313000 0.146000
2457943.000000 1360.148000 0.146000
2457944.000000 1360.085000 0.157000
2457945.000000 1360.036000 0.158000
2457946.000000 1360.155000 0.151000
2457947.000000 1360.278000 0.136000
2457948.000000 1360.448000 0.139000
2457949.000000 1360.624000 0.138000
2457950.000000 1360.733000 0.142000
2457951.000000 1360.783000 0.157000
2457952.000000 1360.799000 0.165000
2457953.000000 1360.749000 0.161000
2457954.000000 1360.691000 0.148000
2457955.000000 1360.661000 0.148000
2457956.000000 1360.627000 0.142000
2457957.000000 1360.615000 0.148000
2457958.000000 1360.606000 0.153000
2457959.000000 1360.606000 0.154000
2457960.000000 1360.617000 0.153000
2457961.000000 1360.619000 0.146000
2457962.000000 1360.612000 0.145000
2457963.000000 1360.596000 0.137000
2457964.000000 1360.592000 0.141000
2457965.000000 1360.581000 0.135000
2457966.000000 1360.614000 0.141000
2457967.000000 1360.661000 0.144000
2457968.000000 1360.664000 0.145000
2457969.000000 1360.616000 0.145000
2457970.000000 1360.575000 0.141000
2457971.000000 1360.581000 0.147000
2457972.000000 1360.582000 0.146000
2457973.000000 1360.609000 0.146000
2457974.000000 1360.631000 0.138000
2457975.000000 1360.666000 0.139000
2457976.000000 1360.704000 0.138000
2457977.000000 1360.709000 0.135000
2457978.000000 1360.671000 0.138000
2457979.000000 1360.625000 0.135000
2457980.000000 1360.581000 0.137000
2457981.000000 1360.521000 0.131000
2457982.000000 1360.396000 0.136000
2457983.000000 1360.241000 0.133000
2457984.000000 1360.179000 0.136000
2457985.000000 1360.171000 0.141000
2457986.000000 1360.189000 0.139000
2457987.000000 1360.275000 0.138000
2457988.000000 1360.343000 0.131000
2457989.000000 1360.403000 0.139000
2457990.000000 1360.448000 0.141000
2457991.000000 1360.507000 0.145000
2457992.000000 1360.562000 0.141000
2457993.000000 1360.611000 0.143000
2457994.000000 1360.652000 0.147000
2457995.000000 1360.614000 0.145000
2457996.000000 1360.427000 0.146000
2457997.000000 1360.212000 0.139000
2457998.000000 1359.937000 0.145000
2457999.000000 1359.637000 0.142000
2458000.000000 1359.484000 0.153000
2458001.000000 1359.354000 0.164000
2458002.000000 1359.504000 0.169000
2458003.000000 1359.906000 0.167000
2458004.000000 1360.262000 0.158000
2458005.000000 1360.569000 0.149000
2458006.000000 1360.813000 0.136000
2458007.000000 1360.781000 0.138000
2458008.000000 1360.693000 0.132000
2458009.000000 1360.617000 0.136000
2458010.000000 1360.539000 0.136000
2458011.000000 1360.515000 0.135000
2458012.000000 1360.552000 0.136000
2458013.000000 1360.584000 0.133000
2458014.000000 1360.631000 0.137000
2458015.000000 1360.665000 0.133000
2458016.000000 1360.699000 0.137000
2458017.000000 1360.724000 0.132000
2458018.000000 1360.707000 0.136000
2458019.000000 1360.664000 0.135000
2458020.000000 1360.661000 0.134000
2458021.000000 1360.711000 0.137000
2458022.000000 1360.723000 0.133000
2458023.000000 1360.642000 0.138000
2458024.000000 1360.551000 0.133000
2458025.000000 1360.509000 0.138000
2458026.000000 1360.471000 0.133000
2458027.000000 1360.505000 0.135000
2458028.000000 1360.573000 0.135000
2458029.000000 1360.653000 0.133000
2458030.000000 1360.759000 0.137000
2458031.000000 1360.831000 0.131000
2458032.000000 1360.811000 0.137000
2458033.000000 1360.779000 0.132000
2458034.000000 1360.769000 0.136000
2458035.000000 1360.756000 0.133000
2458036.000000 1360.719000 0.136000
2458037.000000 1360.662000 0.137000
2458038.000000 1360.631000 0.135000
2458039.000000 1360.654000 0.141000
2458040.000000 1360.667000 0.135000
2458041.000000 1360.676000 0.139000
2458042.000000 1360.676000 0.135000
2458043.000000 1360.707000 0.147000
2458044.000000 1360.741000 0.161000
2458045.000000 1360.752000 0.174000
2458046.000000 1360.747000 0.181000
2458047.000000 1360.764000 0.185000
2458048.000000 1360.838000 0.191000
2458049.000000 1360.899000 0.191000
2458050.000000 1360.921000 0.197000
2458051.000000 1360.932000 0.197000
2458052.000000 1360.921000 0.193000
2458053.000000 1360.899000 0.183000
2458054.000000 1360.883000 0.169000
2458055.000000 1360.872000 0.153000
2458056.000000 1360.868000 0.139000
2458057.000000 1360.882000 0.144000
2458058.000000 1360.882000 0.153000
2458059.000000 1360.814000 0.163000
2458060.000000 1360.732000 0.163000
2458061.000000 1360.703000 0.164000
2458062.000000 1360.689000 0.158000
2458063.000000 1360.674000 0.158000
2458064.000000 1360.657000 0.165000
2458065.000000 1360.642000 0.164000
2458066.000000 1360.651000 0.161000
2458067.000000 1360.651000 0.149000
2458068.000000 1360.661000 0.144000
2458069.000000 1360.661000 0.135000
2458070.000000 1360.682000 0.139000
2458071.000000 1360.706000 0.149000
2458072.000000 1360.732000 0.147000
2458073.000000 1360.762000 0.141000
2458074.000000 1360.785000 0.143000
2458075.000000 1360.808000 0.141000
2458076.000000 1360.822000 0.139000
2458077.000000 1360.832000 0.156000
2458078.000000 1360.835000 0.171000
2458079.000000 1360.864000 0.168000
2458080.000000 1360.905000 0.155000
2458081.000000 1360.898000 0.149000
2458082.000000 1360.824000 0.148000
2458083.000000 1360.759000 0.141000
2458084.000000 1360.749000 0.145000
2458085.000000 1360.735000 0.141000
2458086.000000 1360.742000 0.144000
2458087.000000 1360.746000 0.141000
2458088.000000 1360.709000 0.143000
2458089.000000 1360.641000 0.143000
2458090.000000 1360.597000 0.138000
2458091.000000 1360.604000 0.139000
2458092.000000 1360.604000 0.136000
2458093.000000 1360.617000 0.139000
2458094.000000 1360.621000 0.134000
2458095.000000 1360.641000 0.138000
2458096.000000 1360.657000 0.134000
2458097.000000 1360.681000 0.135000
2458098.000000 1360.707000 0.136000
2458099.000000 1360.721000 0.134000
2458100.000000 1360.721000 0.141000
2458101.000000 1360.717000 0.135000
2458102.000000 1360.735000 0.137000
2458103.000000 1360.747000 0.136000
2458104.000000 1360.766000 0.141000
2458105.000000 1360.781000 0.139000
2458106.000000 1360.796000 0.141000
2458107.000000 1360.811000 0.141000
2458108.000000 1360.799000 0.137000
2458109.000000 1360.729000 0.144000
2458110.000000 1360.661000 0.141000
2458111.000000 1360.666000 0.156000
2458112.000000 1360.674000 0.174000
2458113.000000 1360.685000 0.228000
2458114.000000 1360.691000 0.301000
2458115.000000 1360.691000 0.305000
2458116.000000 1360.682000 0.236000
2458117.000000 1360.671000 0.181000
2458118.000000 1360.671000 0.153000
2458119.000000 1360.666000 0.133000
2458120.000000 1360.683000 0.137000
2458121.000000 1360.696000 0.133000
2458122.000000 1360.691000 0.139000
2458123.000000 1360.673000 0.145000
2458124.000000 1360.656000 0.146000
2458125.000000 1360.644000 0.145000
2458126.000000 1360.634000 0.141000
2458127.000000 1360.654000 0.139000
2458128.000000 1360.667000 0.136000
2458129.000000 1360.672000 0.143000
2458130.000000 1360.667000 0.142000
2458131.000000 1360.669000 0.143000
2458132.000000 1360.671000 0.141000
2458133.000000 1360.671000 0.139000
2458134.000000 1360.677000 0.141000
2458135.000000 1360.677000 0.134000
2458136.000000 1360.689000 0.143000
2458137.000000 1360.691000 0.145000
2458138.000000 1360.687000 0.153000
2458139.000000 1360.675000 0.152000
2458140.000000 1360.651000 0.149000
2458141.000000 1360.613000 0.145000
2458142.000000 1360.579000 0.141000
2458143.000000 1360.553000 0.139000
2458144.000000 1360.525000 0.132000
2458145.000000 1360.526000 0.138000
2458146.000000 1360.521000 0.135000
2458147.000000 1360.549000 0.141000
2458148.000000 1360.579000 0.142000
2458149.000000 1360.602000 0.145000
2458150.000000 1360.619000 0.146000
2458151.000000 1360.621000 0.143000
2458152.000000 1360.615000 0.143000
2458153.000000 1360.601000 0.136000
2458154.000000 1360.599000 0.141000
2458155.000000 1360.587000 0.134000
2458156.000000 1360.547000 0.137000
2458157.000000 1360.487000 0.134000
2458158.000000 1360.441000 0.135000
2458159.000000 1360.403000 0.136000
2458160.000000 1360.397000 0.133000
2458161.000000 1360.488000 0.141000
2458162.000000 1360.566000 0.139000
2458163.000000 1360.636000 0.145000
2458164.000000 1360.691000 0.143000
2458165.000000 1360.666000 0.141000
2458166.000000 1360.602000 0.136000
2458167.000000 1360.564000 0.135000
2458168.000000 1360.555000 0.137000
2458169.000000 1360.541000 0.132000
2458170.000000 1360.539000 0.138000
2458171.000000 1360.524000 0.134000
2458172.000000 1360.503000 0.138000
2458173.000000 1360.471000 0.137000
2458174.000000 1360.497000 0.145000
2458175.000000 1360.547000 0.151000
2458176.000000 1360.575000 0.153000
2458177.000000 1360.579000 0.152000
2458178.000000 1360.571000 0.146000
2458179.000000 1360.561000 0.148000
2458180.000000 1360.542000 0.144000
2458181.000000 1360.555000 0.148000
2458182.000000 1360.563000 0.143000
2458183.000000 1360.575000 0.147000
2458184.000000 1360.583000 0.153000
2458185.000000 1360.589000 0.155000
2458186.000000 1360.596000 0.156000
2458187.000000 1360.596000 0.152000
2458188.000000 1360.606000 0.146000
2458189.000000 1360.607000 0.137000
2458190.000000 1360.607000 0.142000
2458191.000000 1360.597000 0.142000
2458192.000000 1360.555000 0.148000
2458193.000000 1360.488000 0.153000
2458194.000000 1360.461000 0.157000
2458195.000000 1360.511000 0.172000
2458196.000000 1360.543000 0.186000
2458197.000000 1360.543000 0.204000
2458198.000000 1360.529000 0.218000
2458199.000000 1360.535000 0.209000
2458200.000000 1360.539000 0.189000
2458201.000000 1360.522000 0.187000
2458202.000000 1360.491000 0.201000
2458203.000000 1360.458000 0.199000
2458204.000000 1360.446000 0.174000
2458205.000000 1360.434000 0.156000
2458206.000000 1360.488000 0.162000
2458207.000000 1360.535000 0.163000
2458208.000000 1360.581000 0.151000
2458209.000000 1360.619000 0.163000
2458210.000000 1360.631000 0.171000
2458211.000000 1360.619000 0.158000
2458212.000000 1360.599000 0.149000
2458213.000000 1360.581000 0.141000
2458214.000000 1360.557000 0.136000
2458215.000000 1360.589000 0.142000
2458216.000000 1360.616000 0.145000
2458217.000000 1360.611000 0.147000
2458218.000000 1360.583000 0.141000
2458219.000000 1360.566000 0.141000
2458220.000000 1360.562000 0.158000
2458221.000000 1360.542000 0.171000
2458222.000000 1360.505000 0.176000
2458223.000000 1360.461000 0.192000
2458224.000000 1360.482000 0.191000
2458225.000000 1360.503000 0.184000
2458226.000000 1360.531000 0.199000
2458227.000000 1360.557000 0.226000
2458228.000000 1360.565000 0.226000
2458229.000000 1360.555000 0.191000
2458230.000000 1360.535000 0.166000
2458231.000000 1360.521000 0.183000
2458232.000000 1360.498000 0.202000
2458233.000000 1360.519000 0.244000
2458234.000000 1360.539000 0.294000
2458235.000000 1360.571000 0.319000
2458236.000000 1360.603000 0.331000
2458237.000000 1360.601000 0.341000
2458238.000000 1360.551000 0.352000
2458239.000000 1360.503000 0.358000
2458240.000000 1360.506000 0.324000
2458241.000000 1360.502000 0.291000
2458242.000000 1360.522000 0.277000
2458243.000000 1360.537000 0.271000
2458244.000000 1360.554000 0.267000
2458245.000000 1360.566000 0.263000
2458246.000000 1360.577000 0.241000
2458247.000000 1360.596000 0.192000
2458248.000000 1360.604000 0.163000
2458249.000000 1360.606000 0.183000
2458250.000000 1360.599000 0.236000
2458251.000000 1360.599000 0.224000
2458252.000000 1360.595000 0.194000
2458253.000000 nan nan
2458254.000000 nan nan
2458255.000000 1360.609000 0.151000
2458256.000000 1360.599000 0.147000
2458257.000000 1360.577000 0.142000
2458258.000000 1360.557000 0.175000
2458259.000000 1360.529000 0.221000
2458260.000000 1360.534000 0.214000
2458261.000000 1360.544000 0.186000
2458262.000000 1360.583000 0.175000
2458263.000000 1360.651000 0.181000
2458264.000000 1360.679000 0.171000
2458265.000000 1360.631000 0.145000
2458266.000000 1360.579000 0.145000
2458267.000000 1360.575000 0.168000
2458268.000000 1360.571000 0.197000
2458269.000000 1360.601000 0.205000
2458270.000000 1360.637000 0.201000
2458271.000000 1360.659000 0.192000
2458272.000000 1360.665000 0.178000
2458273.000000 1360.652000 0.166000
2458274.000000 1360.601000 0.162000
2458275.000000 1360.545000 0.154000
2458276.000000 1360.553000 0.155000
2458277.000000 1360.562000 0.149000
2458278.000000 1360.567000 0.155000
2458279.000000 1360.564000 0.163000
2458280.000000 1360.571000 0.161000
2458281.000000 1360.596000 0.152000
2458282.000000 1360.607000 0.143000
2458283.000000 1360.601000 0.144000
2458284.000000 1360.581000 0.138000
2458285.000000 1360.569000 0.145000
2458286.000000 1360.545000 0.159000
2458287.000000 1360.529000 0.171000
2458288.000000 1360.511000 0.174000
2458289.000000 1360.503000 0.182000
2458290.000000 1360.519000 0.205000
2458291.000000 1360.526000 0.238000
2458292.000000 1360.535000 0.292000
2458293.000000 1360.535000 0.346000
2458294.000000 1360.574000 0.341000
2458295.000000 1360.612000 0.321000
2458296.000000 1360.621000 0.312000
2458297.000000 1360.605000 0.311000
2458298.000000 1360.582000 0.317000
2458299.000000 1360.556000 0.335000
2458300.000000 1360.521000 0.356000
2458301.000000 1360.503000 0.375000
2458302.000000 1360.474000 0.394000
2458303.000000 1360.473000 0.371000
2458304.000000 1360.467000 0.338000
2458305.000000 1360.483000 0.341000
2458306.000000 1360.509000 0.375000
2458307.000000 1360.547000 0.387000
2458308.000000 1360.622000 0.351000
2458309.000000 1360.675000 0.311000
2458310.000000 1360.661000 0.251000
2458311.000000 1360.629000 0.193000
2458312.000000 1360.602000 0.159000
2458313.000000 1360.569000 0.146000
2458314.000000 1360.584000 0.153000
2458315.000000 1360.645000 0.162000
2458316.000000 1360.686000 0.159000
2458317.000000 1360.695000 0.145000
2458318.000000 1360.684000 0.138000
2458319.000000 1360.615000 0.165000
2458320.000000 1360.527000 0.205000
2458321.000000 1360.511000 0.239000
2458322.000000 1360.513000 0.268000
2458323.000000 1360.521000 0.273000
2458324.000000 1360.536000 0.251000
2458325.000000 1360.535000 0.226000
2458326.000000 1360.523000 0.196000
2458327.000000 1360.501000 0.167000
2458328.000000 1360.507000 0.158000
2458329.000000 1360.507000 0.146000
2458330.000000 1360.521000 0.148000
2458331.000000 1360.534000 0.151000
2458332.000000 1360.536000 0.153000
2458333.000000 1360.531000 0.156000
2458334.000000 1360.529000 0.154000
2458335.000000 1360.563000 0.157000
2458336.000000 1360.585000 0.154000
2458337.000000 1360.605000 0.157000
2458338.000000 1360.614000 0.152000
2458339.000000 1360.595000 0.151000
