# t_obs[JD] firstOrderFlux[counts/s] firstOrderFluxUnc[counts/s] centralOrderFlux[counts/s] centralOrderFluxUnc[counts/s]
2450562.000000 154.324762 0.466368 2763.386167 14.878692
2450563.000000 155.626269 0.352857 2795.943694 19.470242
2450564.000000 155.541508 0.323917 2803.841655 13.075927
2450565.000000 157.313234 0.513274 2973.131936 131.380193
2450566.000000 160.787692 0.810040 3198.302699 131.601133
2450567.000000 162.678377 0.277612 3275.131053 20.412458
2450568.000000 162.900697 0.325378 3319.941732 57.049643
2450569.000000 164.553398 0.456146 3514.335578 59.084334
2450570.000000 164.178661 0.471501 3387.383139 48.770309
2450571.000000 163.879538 0.369171 3296.668215 37.469441
2450572.000000 162.934616 0.310207 3249.431671 34.777048
2450573.000000 162.230926 0.275360 3320.865613 65.209277
2450574.000000 163.615162 0.407911 3461.764983 147.794737
2450575.000000 163.352036 0.368967 3327.605085 44.273084
2450576.000000 162.161315 0.372455 3280.217548 118.997193
2450577.000000 161.733555 0.467422 3215.903312 39.447705
2450578.000000 160.236481 0.277013 3124.221722 30.285075
2450579.000000 159.581301 0.221054 3175.368619 93.192862
2450580.000000 159.894956 0.216841 3153.755354 49.048944
2450581.000000 158.853525 0.543922 3287.237867 434.761751
2450582.000000 159.467155 0.422784 3291.272513 135.239424
2450583.000000 159.873001 0.445252 3275.039046 173.870826
2450584.000000 159.337178 0.303834 3124.556846 53.194235
2450585.000000 159.005828 0.335222 3068.094281 54.477401
2450586.000000 159.331786 0.347062 3223.153309 147.323999
2450587.000000 159.606839 0.498397 3181.540682 80.088684
2450588.000000 160.903768 0.297124 3336.237277 130.447502
2450589.000000 161.502604 0.621792 3607.410330 541.579506
2450590.000000 164.988616 1.148200 4946.625187 1767.403381
2450591.000000 166.102482 0.609997 4273.825835 140.110450
2450592.000000 168.012383 0.353090 4210.344057 140.931315
2450593.000000 169.556249 0.326069 4134.866710 111.534717
2450594.000000 170.372087 0.558818 4383.240564 503.201996
2450595.000000 172.389500 0.561335 4769.678289 245.767625
2450596.000000 174.447152 0.726380 5227.271289 863.131078
2450597.000000 172.578786 0.627911 4533.845213 370.984503
2450598.000000 170.796538 0.551251 3954.681576 114.010698
2450599.000000 169.336582 0.225250 3765.338949 41.783861
2450600.000000 169.456048 0.329166 3773.316262 66.902425
2450601.000000 169.533020 0.252451 3904.920083 182.141828
2450602.000000 168.784186 0.509703 3864.131736 56.994228
2450603.000000 167.810170 0.282564 3791.187672 66.842880
2450604.000000 166.507691 0.374831 3637.838166 45.670609
2450605.000000 165.707444 0.359778 3618.730253 31.131083
2450606.000000 164.289951 0.775611 3613.485722 33.191387
2450607.000000 163.503638 0.380785 3625.262363 86.561582
2450608.000000 163.455757 0.466758 3597.803571 77.533866
2450609.000000 163.520106 0.388616 3557.393105 137.679371
2450610.000000 162.404671 0.369978 3448.848866 42.156435
2450611.000000 160.850420 0.515622 3286.990080 92.884540
2450612.000000 158.214844 0.608186 3045.358294 67.759744
2450613.000000 157.252318 0.226558 2989.612164 53.340830
2450614.000000 156.772445 0.307869 2965.712954 22.877536
2450615.000000 157.322645 0.205398 3003.870773 20.800109
2450616.000000 156.717010 0.245506 3035.362099 30.070855
2450617.000000 156.832100 0.299243 3016.440243 33.979786
2450618.000000 158.510856 0.635209 3085.052210 46.661005
2450619.000000 158.477389 0.443514 3098.215363 21.893101
2450620.000000 157.936880 0.395904 3085.320902 21.528494
2450621.000000 157.971690 0.299612 3071.432138 17.700470
2450622.000000 158.488653 0.310585 3130.008890 33.170262
2450623.000000 159.249865 0.283329 3179.547190 27.489481
2450624.000000 157.849036 0.360056 3071.416103 30.119694
2450625.000000 158.719701 0.263257 3197.738557 51.569495
2450626.000000 159.424027 0.295111 3245.742435 24.639009
2450627.000000 160.978354 0.497012 3326.721693 31.425783
2450628.000000 161.811036 0.256084 3305.339088 59.680010
2450629.000000 160.643847 0.370222 3263.445069 167.410076
2450630.000000 159.110810 0.474059 3230.673377 186.964634
2450631.000000 158.221849 0.347456 3099.735470 65.913125
2450632.000000 157.436130 0.389472 2986.189715 23.296884
2450633.000000 155.885584 0.281674 2914.399278 17.852125
2450634.000000 155.973488 0.222069 2946.654541 37.089959
2450635.000000 156.128593 0.395379 2934.686166 23.244124
2450636.000000 156.104190 0.382804 2942.420791 17.263109
2450637.000000 155.828417 0.275089 2951.882038 20.725049
2450638.000000 156.516009 0.245202 2998.103457 47.925164
2450639.000000 156.154973 0.318330 3039.112816 44.202367
2450640.000000 155.335567 0.386534 2947.122557 34.873366
2450641.000000 154.271561 0.260740 2932.694870 54.516969
2450642.000000 152.641722 0.527825 2896.996432 189.029093
2450643.000000 151.599782 0.330175 2713.584756 38.083971
2450644.000000 152.803810 0.400289 2753.156497 38.919594
2450645.000000 155.023610 0.428276 2943.384832 50.902489
2450646.000000 155.612537 0.275942 3017.106366 33.638180
2450647.000000 156.120926 0.261039 2996.116417 20.003170
2450648.000000 156.382672 0.416360 3005.790921 26.810860
2450649.000000 156.542706 0.448343 3026.891644 53.630524
2450650.000000 157.895677 0.351266 3150.866639 101.578931
2450651.000000 158.769396 0.381484 3288.710501 75.191752
2450652.000000 160.115662 0.227970 3291.005226 32.238848
2450653.000000 161.025570 0.383819 3614.403486 129.821015
2450654.000000 163.001695 0.903887 3948.285636 315.416759
2450655.000000 166.274257 0.464993 5048.401038 1009.199143
2450656.000000 164.553953 0.445606 3996.333298 160.358336
2450657.000000 164.158442 0.324262 3875.882142 210.496748
2450658.000000 163.359120 0.238314 3765.128862 75.905136
2450659.000000 162.908080 0.330112 3786.728618 178.693244
2450660.000000 160.654214 0.747267 3406.901671 91.543623
2450661.000000 157.596339 0.533728 3135.177262 56.811136
2450662.000000 157.269005 0.248921 3055.149971 12.972316
2450663.000000 157.530132 0.229438 3113.788774 70.041790
2450664.000000 158.183703 0.282310 3149.562541 38.846385
2450665.000000 159.272094 0.513567 3145.269389 17.685045
2450666.000000 160.600959 0.359201 3272.229465 144.598178
2450667.000000 162.655019 0.383812 3599.986483 110.646232
2450668.000000 162.798950 0.560535 3628.958345 246.937461
2450669.000000 164.690858 0.303896 3927.392752 139.964363
2450670.000000 165.999925 0.715665 4685.574646 703.463816
2450671.000000 168.711702 0.705091 4861.144083 634.177317
2450672.000000 170.949063 0.540283 4872.372311 807.471730
2450673.000000 170.750044 0.319952 4418.887577 64.431458
2450674.000000 171.478125 0.473886 4537.706364 193.105001
2450675.000000 171.009564 0.434064 4306.440396 230.505910
2450676.000000 169.563245 0.326655 4103.808079 46.554534
2450677.000000 168.975589 0.306462 4106.443623 94.951099
2450678.000000 167.526584 0.742245 3880.176858 175.572437
2450679.000000 165.666491 0.324754 3730.584761 60.491729
2450680.000000 164.755061 0.400859 3559.212997 39.350277
2450681.000000 164.768221 0.247411 3606.100582 43.678426
2450682.000000 165.681017 0.391133 3796.346401 133.089411
2450683.000000 167.803824 0.494382 4244.889707 113.522167
2450684.000000 169.466779 0.411561 4336.619135 102.222449
2450685.000000 170.288289 0.643963 4408.490499 168.046981
2450686.000000 170.685155 0.355559 4825.194118 596.923513
2450687.000000 170.690395 0.544165 4874.144592 382.945244
2450688.000000 171.527744 0.280504 4497.657207 83.127095
2450689.000000 172.684482 0.534406 5431.661806 361.300903
2450690.000000 175.979548 1.259412 6131.693982 1952.781730
2450691.000000 178.938944 0.524220 6318.391672 1176.972781
2450692.000000 181.520801 1.047612 6213.329520 499.016074
2450693.000000 182.272183 0.393658 5778.076217 364.247182
2450694.000000 181.947303 0.495445 5906.780285 702.461234
2450695.000000 183.874653 0.751225 6487.576241 455.859516
2450696.000000 184.045550 0.546837 5999.353016 221.743542
2450697.000000 184.515873 0.312765 6282.457082 291.473498
2450698.000000 184.216800 0.468285 6646.006062 284.383248
2450699.000000 184.470951 0.638713 7444.441476 509.113048
2450700.000000 183.557560 0.722637 7916.293744 1628.010175
2450701.000000 181.728604 0.522031 7156.785766 970.620871
2450702.000000 182.113744 0.294292 6605.535729 295.812905
2450703.000000 180.999675 0.362570 6184.171367 147.959711
2450704.000000 180.808924 0.377052 6394.479218 266.105434
2450705.000000 181.559871 0.373241 6566.131876 375.785690
2450706.000000 182.306690 0.378808 7016.179825 698.751895
2450707.000000 182.056782 0.827340 7586.669757 915.103795
2450708.000000 179.061721 0.407671 6363.683128 548.523912
2450709.000000 178.775090 0.629167 7305.970243 2207.544802
2450710.000000 180.727565 0.421701 6748.938993 605.199995
2450711.000000 180.334522 0.499961 6820.335689 700.152667
2450712.000000 179.691755 0.768938 7036.221428 877.681234
2450713.000000 178.470943 0.455230 5510.397999 244.284374
2450714.000000 177.738186 0.490047 5834.962651 805.950087
2450715.000000 179.581014 0.370862 5664.425791 635.889854
2450716.000000 179.903876 1.086559 6147.729306 2752.950466
2450717.000000 179.331582 0.684101 5691.798218 740.906500
2450718.000000 178.333545 0.376276 5143.872638 372.502509
2450719.000000 176.624614 0.383030 4878.811589 121.783253
2450720.000000 176.492323 0.825634 5288.045903 315.162522
2450721.000000 179.413870 0.759996 5297.189427 295.956188
2450722.000000 182.121323 0.457638 5510.964049 166.790537
2450723.000000 182.799084 0.397615 5725.445515 318.005113
2450724.000000 183.854701 0.628514 5639.315195 197.077163
2450725.000000 184.266224 0.401020 5528.155279 97.541368
2450726.000000 182.908008 0.389532 5236.278272 111.048387
2450727.000000 181.944544 0.351948 5158.989984 153.439899
2450728.000000 180.836825 0.338507 4909.465441 40.346687
2450729.000000 179.850065 0.296125 4888.283578 119.606928
2450730.000000 180.137929 0.432219 4827.716296 169.259360
2450731.000000 180.808341 0.487288 4868.370603 222.939718
2450732.000000 180.859831 0.301848 4777.624006 128.221419
2450733.000000 180.723452 0.466104 4910.768794 179.568372
2450734.000000 180.278984 0.323086 5062.879714 163.655568
2450735.000000 180.108171 0.276525 5373.545023 431.773339
2450736.000000 178.824637 0.263074 4975.384647 39.867930
2450737.000000 179.322347 0.635767 5171.667537 183.176044
2450738.000000 179.713100 0.420159 5210.919618 234.978754
2450739.000000 179.206883 0.328172 5314.605344 267.660423
2450740.000000 178.890954 0.318003 5074.265275 80.754458
2450741.000000 177.204334 0.543133 4815.768072 51.144900
2450742.000000 176.014879 0.477412 4691.301127 106.195627
2450743.000000 174.305325 0.723976 4937.553435 978.941801
2450744.000000 172.892722 0.228656 4244.454258 98.046117
2450745.000000 172.088296 0.439083 4081.312649 54.687259
2450746.000000 170.069513 0.294011 3937.147886 15.203499
2450747.000000 171.149941 0.647263 4137.859424 147.467932
2450748.000000 173.869491 0.492077 4421.432707 57.738330
2450749.000000 174.800609 0.336475 4708.274568 89.891976
2450750.000000 176.703636 0.494384 4971.826829 478.788471
2450751.000000 177.061627 0.303278 4872.067853 83.630540
2450752.000000 178.073859 0.430631 4995.817170 148.403891
2450753.000000 177.712369 0.734361 4917.971336 137.795981
2450754.000000 180.874557 0.505952 5275.997374 141.572279
2450755.000000 182.882283 0.791220 5708.762852 464.680650
2450756.000000 184.122850 1.451686 8302.876092 3159.920870
2450757.000000 191.279699 2.666022 11500.971580 7925.605440
2450758.000000 190.548487 0.890015 10364.946999 2149.854273
2450759.000000 206.174422 16.185287 10196.293518 12378.800543
2450760.000000 213.804935 13.806511 6547.076348 293.699173
2450761.000000 185.838189 2.569349 6104.413549 338.862378
2450762.000000 179.477324 0.464989 5326.729419 196.014692
2450763.000000 177.667537 0.411431 6220.989098 1011.951661
2450764.000000 177.237222 0.604582 6693.620898 902.918816
2450765.000000 176.171706 0.265113 6304.654122 442.196465
2450766.000000 176.807666 0.319923 6244.966178 311.744263
2450767.000000 176.770479 0.390921 6887.698751 1558.294340
2450768.000000 178.553707 0.725872 6333.863095 1826.546122
2450769.000000 179.229830 0.344355 5957.340601 456.112389
2450770.000000 178.880202 1.240002 6027.619408 1119.815096
2450771.000000 176.801732 0.523838 5046.713420 177.637501
2450772.000000 175.778226 1.602503 4691.494956 168.589742
2450773.000000 178.061771 0.750375 5075.847375 113.821582
2450774.000000 182.254006 1.192258 5903.824271 485.415413
2450775.000000 186.185038 0.833040 6620.399702 412.492054
2450776.000000 189.252458 0.785562 6714.580747 411.205429
2450777.000000 194.072854 1.133364 7986.131395 2294.004495
2450778.000000 198.769061 1.131165 8929.386151 1200.374018
2450779.000000 201.318588 1.041304 9453.518488 1046.790305
2450780.000000 203.260424 2.015535 9578.426120 5493.197467
2450781.000000 204.329341 1.462687 11687.651963 6389.809823
2450782.000000 201.251308 1.198670 9909.421513 6277.788521
2450783.000000 197.610676 1.174972 7778.004588 909.279236
2450784.000000 196.512186 0.865129 7791.166312 1148.253981
2450785.000000 194.635235 0.655139 7230.690222 288.966938
2450786.000000 193.334768 0.817162 7458.972203 652.522995
2450787.000000 191.264201 0.956108 6773.488480 347.184801
2450788.000000 188.617286 0.310439 6388.616993 76.837634
2450789.000000 187.346867 0.449672 7104.761048 853.079336
2450790.000000 186.009265 0.584090 6607.099372 474.513611
2450791.000000 184.135921 0.641640 6121.701160 130.571498
2450792.000000 185.913110 0.458799 6320.792495 111.108590
2450793.000000 185.798900 0.462680 6257.131954 137.845487
2450794.000000 184.433992 0.404303 5993.927013 101.544116
2450795.000000 180.534580 1.029582 5795.890345 460.681598
2450796.000000 176.926840 0.714240 5095.631267 190.962394
2450797.000000 175.796329 0.415167 5242.589812 411.383076
2450798.000000 174.334867 0.379102 5156.505553 335.693553
2450799.000000 173.381123 0.416081 4886.347504 340.803761
2450800.000000 172.899384 0.385083 4523.457493 64.850994
2450801.000000 174.217175 0.795610 4823.228904 163.945687
2450802.000000 175.880509 0.504364 5554.479461 550.676292
2450803.000000 178.456368 0.532567 5595.422600 283.230070
2450804.000000 180.689056 0.670189 6615.430986 1274.343078
2450805.000000 181.079330 0.428331 6665.231874 1126.790453
2450806.000000 183.160954 0.502978 6562.054952 240.099158
2450807.000000 185.258421 0.854438 6706.814251 195.160802
2450808.000000 186.387452 0.404400 6374.499536 96.874465
2450809.000000 187.599214 0.462419 6478.321727 203.935125
2450810.000000 188.291176 0.535140 6297.348942 399.039268
2450811.000000 187.789884 0.611289 6157.649037 183.763973
2450812.000000 187.990719 0.738895 6201.805337 117.903753
2450813.000000 190.968358 0.420316 6634.399514 266.560425
2450814.000000 190.575436 0.542459 6791.437648 577.598927
2450815.000000 190.031628 0.362141 6962.650976 787.239259
2450816.000000 189.589061 0.428586 7043.171297 861.151555
2450817.000000 188.699300 0.902874 8068.547658 3613.655369
2450818.000000 185.748586 0.681852 5853.263991 236.313019
2450819.000000 182.469710 0.512684 5411.559187 358.474912
2450820.000000 180.589556 0.458656 5059.847761 89.752362
2450821.000000 178.388758 0.532875 4764.035476 95.830445
2450822.000000 174.378914 1.055608 4505.483295 180.475262
2450823.000000 170.511947 0.489078 4072.339939 99.565458
2450824.000000 168.751118 0.507742 3868.037080 50.721873
2450825.000000 169.337706 0.858459 3997.490167 125.604593
2450826.000000 176.398007 1.233706 6135.197802 990.734138
2450827.000000 178.174861 0.513257 5316.270200 468.563593
2450828.000000 177.880188 0.524721 5438.303428 581.118481
2450829.000000 179.967063 0.756548 6433.281592 1382.499061
2450830.000000 181.234420 0.428439 5704.556583 108.978477
2450831.000000 183.566616 0.517490 5810.452389 155.621017
2450832.000000 185.394656 0.352410 5766.518669 80.445253
2450833.000000 187.096951 0.702775 5977.351968 92.841176
2450834.000000 188.230440 0.529415 5958.662405 190.411875
2450835.000000 187.819392 0.360924 5673.835763 158.258452
2450836.000000 188.005619 0.354658 5716.166807 135.556992
2450837.000000 187.806730 0.476460 5877.372158 135.766969
2450838.000000 186.880428 0.295068 5824.698535 83.657162
2450839.000000 187.629406 0.663892 6620.883675 1643.563918
2450840.000000 188.799351 0.651676 6397.832612 890.011698
2450841.000000 188.846152 0.544713 5964.377947 153.517046
2450842.000000 187.540804 0.695762 5796.601265 162.767727
2450843.000000 186.515523 0.479872 6065.545546 373.189230
2450844.000000 185.371319 0.311381 5599.644460 147.465045
2450845.000000 182.167964 0.930018 5159.094413 69.968810
2450846.000000 180.149932 0.442128 5123.375752 103.917624
2450847.000000 179.218339 0.706790 5150.535266 207.835627
2450848.000000 177.797780 0.285431 4940.273559 86.295372
2450849.000000 177.096451 0.412418 4902.180280 102.069911
2450850.000000 174.587116 0.733646 4663.796905 173.729724
2450851.000000 171.455323 0.579500 4327.981921 68.177434
2450852.000000 168.692642 0.442428 4270.182849 104.906287
2450853.000000 168.058365 0.549317 4342.276405 184.278787
2450854.000000 170.506508 0.488714 4432.024683 115.386831
2450855.000000 171.388354 0.419526 4373.157558 72.161298
2450856.000000 173.321335 0.390816 4468.235749 89.943497
2450857.000000 174.681649 0.541366 4826.662269 184.691287
