# t_obs[JD] heliocentric_dist[km] firstOrderFlux[counts/s] firstOrderFluxUnc[counts/s] centralOrderFlux[counts/s] centralOrderFluxUnc[counts/s]
2450463.000000 145702000.000000 175.400000 0.296278 3568.420000 20.154500
2450464.000000 145730000.000000 175.865000 0.322828 3642.240000 21.796500
2450465.000000 145746000.000000 174.660000 0.275396 3526.110000 39.287700
2450466.000000 145752000.000000 173.175000 0.564645 3413.860000 31.171600
2450467.000000 145780000.000000 172.785000 0.253598 3394.090000 18.688800
2450468.000000 145798000.000000 172.790000 0.307802 3345.200000 30.743100
2450469.000000 145816000.000000 171.515000 0.678497 3270.680000 123.922000
2450470.000000 145834000.000000 170.100000 0.453715 3163.190000 34.946700
2450471.000000 145861000.000000 167.630000 0.610526 3086.190000 44.883700
2450472.000000 145882000.000000 166.330000 0.399410 3023.830000 21.233600
2450473.000000 145907000.000000 166.035000 0.349815 2986.460000 29.474500
2450474.000000 145931000.000000 165.205000 0.271772 2957.950000 11.376500
2450475.000000 145948000.000000 165.855000 0.428902 3002.770000 23.804500
2450476.000000 145988000.000000 165.170000 0.336118 3001.550000 30.243800
2450477.000000 146008000.000000 165.295000 0.318323 2980.990000 9.281200
2450478.000000 146018000.000000 165.710000 0.249889 3081.390000 125.958000
2450479.000000 146058000.000000 165.545000 0.235165 3053.440000 28.643900
2450480.000000 146078000.000000 164.985000 0.376508 3011.720000 16.194900
2450481.000000 146116000.000000 164.520000 0.292854 3011.580000 22.570300
2450482.000000 146139000.000000 166.950000 0.988422 3555.270000 381.866000
2450483.000000 146154000.000000 169.150000 0.322218 3771.930000 182.815000
2450484.000000 146189000.000000 169.895000 0.313085 3830.310000 205.246000
2450485.000000 146210000.000000 169.815000 0.308443 3531.230000 67.125700
2450486.000000 146252000.000000 170.175000 0.225413 3495.010000 49.645700
2450487.000000 146273000.000000 172.585000 0.602824 3793.550000 81.900300
2450488.000000 146315000.000000 173.305000 0.360975 3708.920000 73.964600
2450489.000000 146336000.000000 171.140000 0.632349 3572.160000 65.844600
2450490.000000 146370000.000000 168.450000 0.544438 3274.370000 80.573900
2450491.000000 146400000.000000 165.965000 0.435589 3101.150000 24.786400
2450492.000000 146424000.000000 164.915000 0.485043 3033.530000 30.721900
2450493.000000 146461000.000000 163.315000 0.256834 2957.600000 11.490500
2450494.000000 146480000.000000 163.095000 0.234977 2945.450000 7.318370
2450495.000000 146523000.000000 162.985000 0.157896 2928.370000 12.429900
2450496.000000 146544000.000000 162.695000 0.269136 2903.520000 11.987700
2450497.000000 146587000.000000 162.145000 0.427111 2888.060000 33.019700
2450498.000000 146609000.000000 163.695000 0.270423 3001.030000 20.067000
2450499.000000 146653000.000000 163.060000 0.308884 3032.530000 226.714000
2450500.000000 146678000.000000 163.850000 0.392912 3246.920000 332.965000
2450501.000000 146722000.000000 163.845000 0.361580 3152.920000 65.025000
2450502.000000 146753000.000000 165.930000 0.340277 3197.480000 33.103000
2450503.000000 146792000.000000 166.350000 0.375667 3559.450000 459.646000
2450504.000000 146829000.000000 166.730000 0.367295 3267.490000 23.525900
2450505.000000 146860000.000000 167.450000 0.380105 3269.950000 42.650000
2450506.000000 146904000.000000 167.040000 0.321621 3231.430000 22.680500
2450507.000000 146926000.000000 167.160000 0.318926 3218.850000 11.995700
2450508.000000 146972000.000000 166.320000 0.363711 3194.210000 16.029700
2450509.000000 146996000.000000 165.945000 0.276708 3186.680000 9.715600
2450510.000000 147040000.000000 165.825000 0.287745 3200.870000 18.073800
2450511.000000 147065000.000000 167.160000 0.519585 3278.110000 44.689200
2450512.000000 147116000.000000 169.035000 0.338225 3441.230000 63.099800
2450513.000000 147158000.000000 170.585000 0.496840 3680.320000 112.511000
2450514.000000 147188000.000000 172.120000 0.277805 3951.550000 118.229000
2450515.000000 147233000.000000 171.035000 0.309379 3785.530000 51.320900
2450516.000000 147258000.000000 171.350000 0.297709 3759.900000 29.111900
2450517.000000 147304000.000000 170.540000 0.361063 4007.530000 275.277000
2450518.000000 147340000.000000 170.290000 0.474219 3676.370000 51.266200
2450519.000000 147384000.000000 169.540000 0.318560 3572.930000 59.281900
2450520.000000 147429000.000000 168.725000 0.318346 3475.450000 57.239700
2450521.000000 147454000.000000 168.195000 0.290426 3387.560000 20.167400
2450522.000000 147499000.000000 167.580000 0.380355 3396.670000 77.063500
2450523.000000 147536000.000000 168.210000 0.265140 3435.510000 30.135100
2450524.000000 147580000.000000 167.630000 0.420870 3413.380000 60.212500
2450525.000000 147625000.000000 167.100000 0.298296 3488.590000 84.700700
2450526.000000 147651000.000000 166.650000 0.305829 3355.480000 31.637700
2450527.000000 147698000.000000 164.315000 0.415588 3232.890000 36.835900
2450528.000000 147738000.000000 162.770000 0.785772 3089.350000 91.244000
2450529.000000 147777000.000000 159.370000 0.543970 2818.360000 50.748000
2450530.000000 147823000.000000 157.870000 0.279025 2749.480000 15.316000
2450531.000000 147848000.000000 157.260000 0.278319 2738.720000 22.744600
2450532.000000 147896000.000000 157.630000 0.341625 2771.420000 17.720500
2450533.000000 147938000.000000 157.115000 0.262407 2761.920000 25.403500
2450534.000000 147974000.000000 156.540000 0.301259 2780.270000 22.773500
2450535.000000 148020000.000000 157.700000 0.634747 3236.150000 308.090000
2450536.000000 148044000.000000 159.740000 0.263120 3276.680000 253.823000
2450537.000000 148092000.000000 161.205000 0.558251 3381.200000 130.612000
2450538.000000 148129000.000000 161.845000 0.238388 3291.700000 97.000300
2450539.000000 148170000.000000 162.840000 0.754150 3354.870000 152.990000
2450540.000000 148215000.000000 166.385000 0.591664 3896.930000 1109.150000
2450541.000000 148239000.000000 168.740000 0.718567 4199.120000 250.714000
2450542.000000 148285000.000000 171.640000 0.467535 4261.870000 466.833000
2450543.000000 148309000.000000 171.670000 0.299173 3906.150000 51.407300
2450544.000000 148359000.000000 172.465000 0.378802 4043.160000 150.494000
2450545.000000 148399000.000000 172.280000 1.081962 3961.300000 136.225000
2450546.000000 148433000.000000 170.440000 0.980645 4302.870000 1281.310000
2450547.000000 148478000.000000 169.275000 0.257869 3696.850000 57.840000
2450548.000000 148500000.000000 169.165000 0.487045 3866.990000 302.290000
2450549.000000 148547000.000000 167.685000 0.732667 3643.280000 101.660000
2450550.000000 148569000.000000 165.565000 0.354264 3441.090000 37.578400
2450551.000000 148613000.000000 164.890000 0.327429 3404.410000 67.715100
2450552.000000 148635000.000000 165.450000 0.493123 3658.930000 211.149000
2450553.000000 148682000.000000 164.980000 0.466597 3920.310000 287.927000
2450554.000000 148705000.000000 164.420000 0.511714 3971.440000 446.759000
2450555.000000 148751000.000000 162.700000 0.730752 3612.610000 170.544000
2450556.000000 148778000.000000 158.630000 0.846712 3197.340000 144.658000
2450557.000000 148821000.000000 156.900000 0.382256 2837.270000 76.800800
2450558.000000 148848000.000000 156.045000 0.291320 2744.100000 30.836800
2450559.000000 148888000.000000 155.490000 1.078665 2691.300000 31.416300
2450560.000000 148914000.000000 155.530000 0.305551 2730.970000 37.917000
2450561.000000 148953000.000000 156.415000 0.213282 2811.380000 28.380900
2450562.000000 148975000.000000 154.970000 0.468318 2774.940000 14.940900
2450563.000000 149015000.000000 156.235000 0.354237 2806.880000 19.546400
2450564.000000 149034000.000000 156.130000 0.325142 2814.450000 13.125400
2450565.000000 149075000.000000 157.865000 0.515074 2983.560000 131.841000
2450566.000000 149095000.000000 161.330000 0.812772 3209.090000 132.045000
2450567.000000 149138000.000000 163.180000 0.278468 3285.230000 20.475400
2450568.000000 149159000.000000 163.380000 0.326335 3329.710000 57.217500
2450569.000000 149202000.000000 164.990000 0.457356 3523.660000 59.241100
2450570.000000 149224000.000000 164.590000 0.472682 3395.870000 48.892500
2450571.000000 149265000.000000 164.245000 0.369994 3304.020000 37.553000
2450572.000000 149286000.000000 163.275000 0.310855 3256.220000 34.849700
2450573.000000 149318000.000000 162.535000 0.275876 3327.090000 65.331500
2450574.000000 149347000.000000 163.890000 0.408596 3467.580000 148.043000
2450575.000000 149362000.000000 163.610000 0.369549 3332.860000 44.343000
2450576.000000 149401000.000000 162.375000 0.372946 3284.540000 119.154000
2450577.000000 149421000.000000 161.925000 0.467975 3219.710000 39.494400
2450578.000000 149464000.000000 160.380000 0.277261 3127.020000 30.312200
2450579.000000 149482000.000000 159.705000 0.221225 3177.830000 93.265100
2450580.000000 149509000.000000 159.990000 0.216970 3155.630000 49.078100
2450581.000000 149540000.000000 158.915000 0.544132 3288.510000 434.930000
2450582.000000 149553000.000000 159.515000 0.422911 3292.260000 135.280000
2450583.000000 149596000.000000 159.875000 0.445258 3275.080000 173.873000
2450584.000000 149614000.000000 159.320000 0.303801 3124.220000 53.188500
2450585.000000 149641000.000000 158.960000 0.335125 3067.210000 54.461700
2450586.000000 149670000.000000 159.255000 0.346895 3221.600000 147.253000
2450587.000000 149684000.000000 159.515000 0.498110 3179.710000 80.042600
2450588.000000 149727000.000000 160.765000 0.296868 3333.360000 130.335000
2450589.000000 149744000.000000 161.345000 0.621185 3603.890000 541.051000
2450590.000000 149760000.000000 164.810000 1.146957 4941.270000 1765.490000
2450591.000000 149794000.000000 165.885000 0.609198 4268.230000 139.927000
2450592.000000 149814000.000000 167.770000 0.352581 4204.270000 140.728000
2450593.000000 149842000.000000 169.280000 0.325538 4128.130000 111.353000
2450594.000000 149868000.000000 170.065000 0.557811 4375.340000 502.295000
2450595.000000 149880000.000000 172.065000 0.560278 4760.700000 245.305000
2450596.000000 149922000.000000 174.070000 0.724810 5215.970000 861.265000
2450597.000000 149940000.000000 172.185000 0.626479 4523.500000 370.138000
2450598.000000 149946000.000000 170.400000 0.549971 3945.500000 113.746000
2450599.000000 149989000.000000 168.895000 0.224662 3755.520000 41.674900
2450600.000000 150006000.000000 168.995000 0.328270 3763.050000 66.720400
2450601.000000 150012000.000000 169.065000 0.251754 3894.140000 181.639000
2450602.000000 150055000.000000 168.270000 0.508151 3852.360000 56.820600
2450603.000000 150072000.000000 167.280000 0.281671 3779.210000 66.631700
2450604.000000 150078000.000000 165.975000 0.373632 3626.200000 45.524500
2450605.000000 150121000.000000 165.130000 0.358524 3606.120000 31.022600
2450606.000000 150137000.000000 163.700000 0.772826 3600.510000 33.072200
2450607.000000 150143000.000000 162.910000 0.379403 3612.100000 86.247300
2450608.000000 150182000.000000 162.820000 0.464942 3583.810000 77.232300
2450609.000000 150195000.000000 162.870000 0.387071 3543.250000 137.132000
2450610.000000 150208000.000000 161.745000 0.368475 3434.840000 41.985200
2450611.000000 150224000.000000 160.180000 0.513473 3273.290000 92.497400
2450612.000000 150253000.000000 157.525000 0.605534 3032.080000 67.464300
2450613.000000 150269000.000000 156.550000 0.225546 2976.260000 53.102600
2450614.000000 150276000.000000 156.065000 0.306480 2952.330000 22.774300
2450615.000000 150317000.000000 156.570000 0.204416 2989.500000 20.700600
2450616.000000 150324000.000000 155.960000 0.244320 3020.700000 29.925600
2450617.000000 150338000.000000 156.060000 0.297770 3001.590000 33.812500
2450618.000000 150348000.000000 157.720000 0.632040 3069.660000 46.428200
2450619.000000 150383000.000000 157.650000 0.441198 3082.040000 21.778800
2450620.000000 150390000.000000 157.105000 0.393819 3069.070000 21.415100
2450621.000000 150404000.000000 157.125000 0.298006 3054.970000 17.605600
2450622.000000 150408000.000000 157.635000 0.308913 3113.150000 32.991600
2450623.000000 150429000.000000 158.370000 0.281763 3161.980000 27.337600
2450624.000000 150450000.000000 156.955000 0.358017 3054.020000 29.949100
2450625.000000 150465000.000000 157.805000 0.261740 3179.310000 51.272300
2450626.000000 150470000.000000 158.500000 0.293400 3226.930000 24.496200
2450627.000000 150475000.000000 160.040000 0.494115 3307.330000 31.242600
2450628.000000 150487000.000000 160.855000 0.254571 3285.810000 59.327400
2450629.000000 150515000.000000 159.665000 0.367966 3243.560000 166.390000
2450630.000000 150521000.000000 158.135000 0.471152 3210.860000 185.818000
2450631.000000 150532000.000000 157.240000 0.345300 3080.500000 65.504100
2450632.000000 150536000.000000 156.455000 0.387045 2967.580000 23.151700
2450633.000000 150540000.000000 154.910000 0.279912 2896.160000 17.740400
2450634.000000 150552000.000000 154.985000 0.220661 2927.980000 36.854900
2450635.000000 150556000.000000 155.135000 0.392863 2916.010000 23.096200
2450636.000000 150581000.000000 155.085000 0.380305 2923.210000 17.150400
2450637.000000 150582000.000000 154.810000 0.273291 2932.590000 20.589600
2450638.000000 150585000.000000 155.490000 0.243594 2978.450000 47.611000
2450639.000000 150596000.000000 155.120000 0.316220 3018.970000 43.909400
2450640.000000 150597000.000000 154.305000 0.383970 2927.570000 34.642000
2450641.000000 150600000.000000 153.245000 0.259005 2913.180000 54.154200
2450642.000000 150601000.000000 151.625000 0.524309 2877.700000 187.770000
2450643.000000 150601000.000000 150.590000 0.327976 2695.510000 37.830300
2450644.000000 150602000.000000 151.785000 0.397620 2734.800000 38.660100
2450645.000000 150602000.000000 153.990000 0.425421 2923.760000 50.563100
2450646.000000 150602000.000000 154.575000 0.274102 2996.990000 33.413900
2450647.000000 150602000.000000 155.080000 0.259299 2976.140000 19.869800
2450648.000000 150602000.000000 155.340000 0.413584 2985.750000 26.632100
2450649.000000 150601000.000000 155.500000 0.445357 3006.730000 53.273300
2450650.000000 150600000.000000 156.845000 0.348929 3129.900000 100.903000
2450651.000000 150598000.000000 157.715000 0.378951 3266.870000 74.692400
2450652.000000 150586000.000000 159.065000 0.226474 3269.410000 32.027300
2450653.000000 150585000.000000 159.970000 0.381303 3590.710000 128.970000
2450654.000000 150574000.000000 161.945000 0.898028 3922.690000 313.372000
2450655.000000 150557000.000000 165.215000 0.462031 5016.240000 1002.770000
2450656.000000 150553000.000000 163.510000 0.442779 3970.980000 159.341000
2450657.000000 150541000.000000 163.130000 0.322231 3851.600000 209.178000
2450658.000000 150537000.000000 162.340000 0.236827 3741.640000 75.431600
2450659.000000 150534000.000000 161.895000 0.328059 3763.180000 177.582000
2450660.000000 150520000.000000 159.670000 0.742690 3386.030000 90.982800
2450661.000000 150492000.000000 156.660000 0.530557 3116.550000 56.473600
2450662.000000 150482000.000000 156.345000 0.247458 3037.200000 12.896100
2450663.000000 150472000.000000 156.615000 0.228105 3095.700000 69.634900
2450664.000000 150467000.000000 157.270000 0.280680 3131.370000 38.622000
2450665.000000 150431000.000000 158.390000 0.510722 3127.850000 17.587100
2450666.000000 150423000.000000 159.720000 0.357230 3254.280000 143.805000
2450667.000000 150407000.000000 161.780000 0.381747 3580.620000 110.051000
2450668.000000 150396000.000000 161.935000 0.557561 3609.700000 245.627000
2450669.000000 150361000.000000 163.855000 0.302354 3907.460000 139.254000
2450670.000000 150345000.000000 165.175000 0.712109 4662.290000 699.968000
2450671.000000 150339000.000000 167.880000 0.701615 4837.180000 631.051000
2450672.000000 150296000.000000 170.155000 0.537773 4849.740000 803.721000
2450673.000000 150280000.000000 169.975000 0.318500 4398.830000 64.139000
2450674.000000 150271000.000000 170.710000 0.471764 4517.380000 192.240000
2450675.000000 150230000.000000 170.290000 0.432237 4288.320000 229.536000
2450676.000000 150212000.000000 168.870000 0.325319 4087.030000 46.364200
2450677.000000 150185000.000000 168.315000 0.305264 4090.390000 94.579900
2450678.000000 150155000.000000 166.905000 0.739491 3865.780000 174.921000
2450679.000000 150143000.000000 165.065000 0.323575 3717.040000 60.272100
