# t_obs[JD] wavelength[angstrom] pinholes[1ifYes]
2457357.054301 304.000000 0.000000
2457357.541692 171.000000 0.000000
2457357.545732 284.000000 0.000000
2457357.550993 195.000000 0.000000
2457357.555012 304.000000 0.000000
2457358.045649 284.000000 0.000000
2457358.050910 195.000000 0.000000
2457358.054919 304.000000 0.000000
2457358.541705 171.000000 0.000000
2457358.545748 284.000000 0.000000
2457358.551008 195.000000 0.000000
2457358.555016 304.000000 0.000000
2457359.041705 171.000000 0.000000
2457359.045764 284.000000 0.000000
2457359.051025 195.000000 0.000000
2457359.055035 304.000000 0.000000
2457368.541919 171.000000 0.000000
2457368.545962 284.000000 0.000000
2457368.551238 195.000000 0.000000
2457368.555253 304.000000 0.000000
2457369.041859 171.000000 0.000000
2457369.045903 284.000000 0.000000
2457369.051179 195.000000 0.000000
2457369.055216 304.000000 0.000000
2457369.545832 284.000000 0.000000
2457369.551228 195.000000 0.000000
2457369.555245 304.000000 0.000000
2457370.041787 171.000000 0.000000
2457370.045835 284.000000 0.000000
2457370.051112 195.000000 0.000000
2457370.055127 304.000000 0.000000
2457370.541590 171.000000 0.000000
2457370.545651 284.000000 0.000000
2457370.550929 195.000000 0.000000
2457370.554944 304.000000 0.000000
2457371.045342 284.000000 0.000000
2457371.050685 195.000000 0.000000
2457371.054780 304.000000 0.000000
2457371.541483 171.000000 0.000000
2457371.545595 284.000000 0.000000
2457371.550935 195.000000 0.000000
2457371.555016 304.000000 0.000000
2457372.041402 171.000000 0.000000
2457372.045516 284.000000 0.000000
2457372.050854 195.000000 0.000000
2457372.054938 304.000000 0.000000
2457372.541418 171.000000 0.000000
2457372.545542 284.000000 0.000000
2457372.550901 195.000000 1.000000
2457372.554995 304.000000 0.000000
2457373.041479 171.000000 0.000000
2457373.050940 195.000000 1.000000
2457373.055031 304.000000 0.000000
2457373.541485 171.000000 0.000000
2457373.545600 284.000000 0.000000
2457373.550939 195.000000 1.000000
2457374.040746 171.000000 0.000000
2457374.044859 284.000000 0.000000
2457374.050198 195.000000 1.000000
2457374.054279 304.000000 0.000000
2457374.540767 171.000000 0.000000
2457374.544888 284.000000 0.000000
2457374.550225 195.000000 1.000000
2457374.554302 304.000000 0.000000
2457375.040671 171.000000 0.000000
2457375.044788 284.000000 0.000000
2457375.050128 195.000000 1.000000
2457375.054208 304.000000 0.000000
2457375.541885 171.000000 0.000000
2457375.546007 284.000000 0.000000
2457375.551345 195.000000 1.000000
2457375.555424 304.000000 0.000000
2457376.041323 171.000000 0.000000
2457376.045432 284.000000 0.000000
2457376.050773 195.000000 1.000000
2457376.054853 304.000000 0.000000
2457376.541078 171.000000 0.000000
2457376.545198 284.000000 0.000000
2457376.550536 195.000000 1.000000
2457376.554626 304.000000 0.000000
2457377.039876 171.000000 0.000000
2457377.044013 284.000000 0.000000
2457377.049325 195.000000 1.000000
2457377.053412 304.000000 0.000000
2457377.539665 171.000000 0.000000
2457377.543784 284.000000 0.000000
2457377.549862 195.000000 1.000000
2457377.553943 304.000000 0.000000
2457378.038434 171.000000 0.000000
2457378.042549 284.000000 0.000000
2457378.047913 195.000000 1.000000
2457378.051997 304.000000 0.000000
2457378.541910 171.000000 0.000000
2457378.546031 284.000000 0.000000
2457378.551367 195.000000 1.000000
2457378.555456 304.000000 0.000000
2457379.041037 171.000000 0.000000
2457379.045155 284.000000 0.000000
2457379.050497 195.000000 1.000000
2457379.054578 304.000000 0.000000
2457379.540347 171.000000 0.000000
2457379.544467 284.000000 1.000000
2457379.549804 195.000000 1.000000
2457379.553889 304.000000 0.000000
2457380.040344 171.000000 0.000000
2457380.044461 284.000000 1.000000
2457380.049796 195.000000 1.000000
2457380.053880 304.000000 0.000000
2457380.540343 171.000000 1.000000
2457380.549802 195.000000 1.000000
2457380.553884 304.000000 0.000000
2457381.040400 171.000000 1.000000
2457381.044512 284.000000 0.000000
2457381.049851 195.000000 1.000000
2457381.053945 304.000000 0.000000
2457381.541771 171.000000 1.000000
2457381.545885 284.000000 0.000000
2457381.551218 195.000000 1.000000
2457381.555297 304.000000 0.000000
2457382.041803 171.000000 1.000000
2457382.045948 284.000000 0.000000
2457382.051280 195.000000 1.000000
2457382.055369 304.000000 0.000000
2457382.541029 171.000000 1.000000
2457382.545143 284.000000 0.000000
2457382.550495 195.000000 1.000000
2457382.554578 304.000000 0.000000
2457383.041079 171.000000 1.000000
2457383.045192 284.000000 0.000000
2457383.050544 195.000000 1.000000
2457383.054621 304.000000 0.000000
2457383.541510 171.000000 0.000000
2457383.545634 284.000000 0.000000
2457383.550966 195.000000 1.000000
2457383.555062 304.000000 0.000000
2457384.041164 171.000000 0.000000
2457384.045280 284.000000 0.000000
2457384.050616 195.000000 1.000000
2457384.054692 304.000000 0.000000
2457384.541080 171.000000 0.000000
2457384.545199 284.000000 0.000000
2457384.550531 195.000000 1.000000
2457384.554623 304.000000 0.000000
2457385.041126 171.000000 0.000000
2457385.045234 284.000000 0.000000
2457385.050565 195.000000 1.000000
2457385.054641 304.000000 0.000000
2457385.541102 171.000000 0.000000
2457385.545234 284.000000 0.000000
2457385.550566 195.000000 1.000000
2457386.040794 171.000000 0.000000
2457386.044908 284.000000 0.000000
2457386.050248 195.000000 1.000000
2457386.054325 304.000000 0.000000
2457386.541405 171.000000 0.000000
2457386.545517 284.000000 0.000000
2457386.550852 195.000000 1.000000
2457386.554933 304.000000 0.000000
2457387.041082 171.000000 0.000000
2457387.050547 195.000000 1.000000
2457387.054623 304.000000 0.000000
2457387.541169 171.000000 0.000000
2457387.545279 284.000000 0.000000
2457387.550642 195.000000 0.000000
2457388.040490 171.000000 0.000000
2457388.044601 284.000000 0.000000
2457388.049912 195.000000 0.000000
2457388.053990 304.000000 0.000000
2457388.544870 284.000000 0.000000
2457388.550196 195.000000 0.000000
2457388.554270 304.000000 0.000000
2457389.040529 171.000000 0.000000
2457389.044602 284.000000 0.000000
2457389.049932 195.000000 0.000000
2457389.054013 304.000000 0.000000
2457389.541817 171.000000 0.000000
2457389.545946 284.000000 0.000000
2457389.551273 195.000000 0.000000
2457389.555347 304.000000 0.000000
2457390.041613 171.000000 0.000000
2457390.045713 284.000000 0.000000
2457390.051033 195.000000 0.000000
2457390.055117 304.000000 0.000000
2457390.541809 171.000000 0.000000
2457390.545926 284.000000 0.000000
2457390.551253 195.000000 0.000000
2457390.555326 304.000000 0.000000
2457391.040517 171.000000 0.000000
2457391.044621 284.000000 0.000000
2457391.049949 195.000000 0.000000
2457391.054042 304.000000 0.000000
2457391.540825 171.000000 0.000000
2457391.544935 284.000000 0.000000
2457391.550268 195.000000 0.000000
2457391.554344 304.000000 0.000000
2457392.040705 171.000000 0.000000
2457392.044827 284.000000 0.000000
2457392.050175 195.000000 0.000000
2457392.054248 304.000000 0.000000
2457392.541823 171.000000 0.000000
2457392.545935 284.000000 0.000000
2457392.551286 195.000000 0.000000
2457392.555371 304.000000 0.000000
2457393.041505 171.000000 0.000000
2457393.045615 284.000000 0.000000
2457393.050968 195.000000 0.000000
2457393.055066 304.000000 0.000000
2457393.541538 171.000000 0.000000
2457393.545649 284.000000 0.000000
2457393.550984 195.000000 0.000000
2457393.555063 304.000000 0.000000
2457394.041121 171.000000 0.000000
2457394.045230 284.000000 0.000000
2457394.050561 195.000000 0.000000
2457394.054634 304.000000 0.000000
2457394.540733 171.000000 0.000000
2457394.544861 284.000000 0.000000
2457394.550195 195.000000 0.000000
2457394.554283 304.000000 0.000000
2457395.039736 171.000000 0.000000
2457395.043851 284.000000 0.000000
2457395.049180 195.000000 0.000000
2457395.539973 171.000000 0.000000
2457395.544086 284.000000 0.000000
2457395.549421 195.000000 0.000000
2457395.553511 304.000000 0.000000
2457396.044096 284.000000 0.000000
2457396.049446 195.000000 0.000000
2457396.053525 304.000000 0.000000
2457396.541908 171.000000 0.000000
2457396.546021 284.000000 0.000000
2457396.551360 195.000000 0.000000
2457396.555455 304.000000 0.000000
2457397.041414 171.000000 0.000000
2457397.045531 284.000000 0.000000
2457397.050885 195.000000 0.000000
2457397.054983 304.000000 0.000000
2457397.541540 171.000000 0.000000
2457397.545655 284.000000 0.000000
2457397.550989 195.000000 0.000000
2457397.555065 304.000000 0.000000
2457398.040833 171.000000 0.000000
2457398.045116 284.000000 0.000000
2457398.050448 195.000000 0.000000
2457398.054530 304.000000 0.000000
2457398.541088 171.000000 0.000000
2457398.550540 195.000000 1.000000
2457398.554629 304.000000 0.000000
2457399.040053 171.000000 0.000000
2457399.049529 195.000000 1.000000
2457399.053607 304.000000 0.000000
2457399.541785 171.000000 0.000000
2457399.545908 284.000000 0.000000
2457399.551254 195.000000 1.000000
2457399.555333 304.000000 0.000000
2457400.041465 171.000000 0.000000
2457400.045577 284.000000 0.000000
2457400.050913 195.000000 1.000000
2457400.054991 304.000000 0.000000
2457400.541397 171.000000 0.000000
2457400.545508 284.000000 0.000000
2457400.550844 195.000000 1.000000
2457400.554924 304.000000 0.000000
2457401.040851 171.000000 0.000000
2457401.044973 284.000000 0.000000
2457401.050306 195.000000 1.000000
2457401.054389 304.000000 0.000000
2457401.541162 171.000000 0.000000
2457401.545278 284.000000 0.000000
2457401.550632 195.000000 1.000000
2457401.554712 304.000000 0.000000
2457402.040777 171.000000 0.000000
2457402.044765 284.000000 0.000000
2457402.050112 195.000000 1.000000
2457402.054198 304.000000 0.000000
2457402.540377 171.000000 0.000000
2457402.544507 284.000000 0.000000
2457402.549841 195.000000 1.000000
2457402.553925 304.000000 0.000000
2457403.039985 171.000000 0.000000
2457403.044100 284.000000 1.000000
2457403.049435 195.000000 1.000000
2457403.053520 304.000000 0.000000
2457403.541904 171.000000 0.000000
2457403.546018 284.000000 0.000000
2457403.551352 195.000000 1.000000
2457403.555441 304.000000 0.000000
2457404.041318 171.000000 0.000000
2457404.045398 284.000000 0.000000
2457404.050751 195.000000 1.000000
2457404.054850 304.000000 0.000000
2457404.541107 171.000000 0.000000
2457404.545219 284.000000 0.000000
2457404.550555 195.000000 1.000000
2457404.554633 304.000000 0.000000
2457405.040645 171.000000 0.000000
2457405.044775 284.000000 0.000000
2457405.050079 195.000000 1.000000
2457405.054169 304.000000 0.000000
2457405.540784 171.000000 0.000000
2457405.544899 284.000000 0.000000
2457405.550233 195.000000 1.000000
2457405.554318 304.000000 0.000000
2457406.041059 171.000000 0.000000
2457406.045173 284.000000 0.000000
2457406.050505 195.000000 1.000000
2457406.054585 304.000000 0.000000
2457406.540713 171.000000 0.000000
2457406.544823 284.000000 0.000000
2457406.550158 195.000000 1.000000
2457406.554243 304.000000 0.000000
2457407.041115 171.000000 0.000000
2457407.045228 284.000000 0.000000
2457407.050558 195.000000 1.000000
2457407.054636 304.000000 0.000000
2457407.540710 171.000000 0.000000
2457407.544823 284.000000 0.000000
2457407.550155 195.000000 1.000000
2457408.040016 171.000000 0.000000
2457408.044129 284.000000 0.000000
2457408.049473 195.000000 1.000000
2457408.053559 304.000000 0.000000
2457408.544083 284.000000 0.000000
2457408.549418 195.000000 1.000000
2457408.553492 304.000000 0.000000
2457409.039885 171.000000 0.000000
2457409.043997 284.000000 0.000000
2457409.049331 195.000000 1.000000
2457409.053408 304.000000 0.000000
2457409.541858 171.000000 0.000000
2457409.545971 284.000000 0.000000
2457409.551302 195.000000 1.000000
2457409.555385 304.000000 0.000000
2457410.041673 171.000000 0.000000
2457410.045783 284.000000 0.000000
2457410.051147 195.000000 1.000000
2457410.055225 304.000000 0.000000
2457410.541441 171.000000 0.000000
2457410.545571 284.000000 0.000000
2457410.550901 195.000000 1.000000
2457410.554978 304.000000 0.000000
2457411.041441 171.000000 0.000000
2457411.045568 284.000000 0.000000
2457411.050899 195.000000 1.000000
2457411.054989 304.000000 0.000000
2457411.541165 171.000000 0.000000
2457411.545274 284.000000 0.000000
2457411.550603 195.000000 1.000000
2457411.554695 304.000000 0.000000
2457412.040899 171.000000 0.000000
2457412.045017 284.000000 0.000000
2457412.050337 195.000000 1.000000
2457412.054411 304.000000 0.000000
2457412.541062 171.000000 0.000000
2457412.545175 284.000000 0.000000
2457412.550510 195.000000 0.000000
2457412.554588 304.000000 0.000000
2457413.041862 171.000000 0.000000
2457413.045884 284.000000 0.000000
2457413.051227 195.000000 0.000000
2457413.055302 304.000000 0.000000
2457413.541820 171.000000 0.000000
2457413.545932 284.000000 0.000000
2457413.551259 195.000000 0.000000
2457413.555347 304.000000 0.000000
2457414.041820 171.000000 0.000000
2457414.045931 284.000000 0.000000
2457414.051260 195.000000 0.000000
2457414.055334 304.000000 0.000000
2457414.541771 171.000000 0.000000
2457414.545884 284.000000 0.000000
2457414.551248 195.000000 0.000000
2457414.555323 304.000000 0.000000
2457415.041453 171.000000 0.000000
2457415.045563 284.000000 0.000000
2457415.050893 195.000000 0.000000
2457415.054976 304.000000 0.000000
2457415.541496 171.000000 0.000000
2457415.545609 284.000000 0.000000
2457415.550941 195.000000 0.000000
2457415.555016 304.000000 0.000000
2457416.041372 171.000000 0.000000
2457416.045473 284.000000 0.000000
2457416.050800 195.000000 0.000000
2457416.054878 304.000000 0.000000
2457416.541507 171.000000 0.000000
2457416.545618 284.000000 0.000000
2457416.550964 195.000000 0.000000
2457416.555038 304.000000 0.000000
2457417.041501 171.000000 0.000000
2457417.045629 284.000000 0.000000
2457417.051326 195.000000 0.000000
2457417.541765 171.000000 0.000000
2457417.545887 284.000000 0.000000
2457417.551214 195.000000 0.000000
2457417.555291 304.000000 0.000000
2457418.041402 171.000000 0.000000
2457418.045547 284.000000 0.000000
2457418.050882 195.000000 0.000000
2457418.054956 304.000000 0.000000
2457418.541449 171.000000 0.000000
2457418.545562 284.000000 0.000000
2457418.550903 195.000000 0.000000
2457418.554979 304.000000 0.000000
2457419.044955 284.000000 0.000000
2457419.540833 171.000000 0.000000
2457419.545084 284.000000 0.000000
2457419.550406 195.000000 0.000000
2457419.554480 304.000000 0.000000
2457420.541499 171.000000 0.000000
2457420.545623 284.000000 0.000000
2457420.550956 195.000000 0.000000
2457421.041153 171.000000 0.000000
2457421.045266 284.000000 0.000000
2457421.050597 195.000000 0.000000
2457421.054672 304.000000 0.000000
2457421.541100 171.000000 0.000000
2457421.545211 284.000000 0.000000
2457421.550541 195.000000 0.000000
2457421.554626 304.000000 0.000000
2457422.040786 171.000000 0.000000
2457422.044899 284.000000 0.000000
2457422.050231 195.000000 0.000000
2457422.054325 304.000000 0.000000
2457422.540371 171.000000 0.000000
2457422.544482 284.000000 0.000000
2457422.553900 304.000000 0.000000
2457423.039880 171.000000 0.000000
2457423.053444 304.000000 0.000000
2457423.539672 171.000000 0.000000
2457423.543789 284.000000 0.000000
2457423.549126 195.000000 0.000000
2457423.553223 304.000000 0.000000
2457424.039635 171.000000 0.000000
2457424.043756 284.000000 0.000000
2457424.049091 195.000000 0.000000
2457424.053168 304.000000 0.000000
2457424.541914 171.000000 0.000000
2457424.546026 284.000000 0.000000
2457424.551362 195.000000 0.000000
2457424.555442 304.000000 0.000000
2457425.041725 171.000000 0.000000
2457425.045856 284.000000 0.000000
2457425.055295 304.000000 0.000000
2457425.541823 171.000000 0.000000
2457425.545946 284.000000 0.000000
2457425.551283 195.000000 1.000000
2457425.555373 304.000000 0.000000
2457426.041644 171.000000 1.000000
2457426.045761 284.000000 0.000000
2457426.051104 195.000000 1.000000
2457426.055194 304.000000 0.000000
2457426.541787 171.000000 1.000000
2457426.545901 284.000000 1.000000
2457426.551237 195.000000 1.000000
2457426.555316 304.000000 0.000000
2457427.041407 171.000000 0.000000
2457427.045530 284.000000 1.000000
2457427.050874 195.000000 0.000000
2457427.054962 304.000000 0.000000
2457427.541417 171.000000 0.000000
2457427.545539 284.000000 1.000000
2457427.550887 195.000000 1.000000
2457427.554976 304.000000 1.000000
2457428.050014 195.000000 1.000000
2457428.541817 171.000000 0.000000
2457428.551269 195.000000 1.000000
2457428.555364 304.000000 1.000000
2457429.041582 171.000000 0.000000
2457429.045697 284.000000 0.000000
2457429.051178 195.000000 1.000000
2457429.055349 304.000000 0.000000
2457429.541820 171.000000 0.000000
2457429.545963 284.000000 0.000000
2457429.551296 195.000000 1.000000
2457429.555402 304.000000 0.000000
2457430.041491 171.000000 0.000000
2457430.045644 284.000000 0.000000
2457430.050980 195.000000 1.000000
2457430.055063 304.000000 0.000000
2457430.541188 171.000000 0.000000
2457430.545323 284.000000 0.000000
2457430.550664 195.000000 1.000000
2457430.554742 304.000000 0.000000
2457431.041129 171.000000 0.000000
2457431.045242 284.000000 0.000000
2457431.050599 195.000000 1.000000
2457431.054678 304.000000 0.000000
2457431.541331 171.000000 0.000000
2457431.545444 284.000000 0.000000
2457431.550784 195.000000 1.000000
2457431.554868 304.000000 0.000000
2457432.040727 171.000000 0.000000
2457432.044856 284.000000 0.000000
2457432.050196 195.000000 1.000000
2457432.054277 304.000000 0.000000
2457432.540689 171.000000 0.000000
2457432.544829 284.000000 0.000000
2457432.554253 304.000000 0.000000
2457433.039721 171.000000 0.000000
2457433.044020 284.000000 0.000000
2457433.049340 195.000000 1.000000
2457433.053433 304.000000 0.000000
2457433.539606 171.000000 0.000000
2457433.543722 284.000000 0.000000
2457433.549054 195.000000 1.000000
2457433.553146 304.000000 0.000000
2457434.043529 284.000000 0.000000
2457434.048855 195.000000 1.000000
2457434.052942 304.000000 0.000000
2457434.539655 171.000000 1.000000
2457434.543780 284.000000 0.000000
2457434.549110 195.000000 1.000000
2457434.553209 304.000000 0.000000
2457435.039547 171.000000 1.000000
2457435.043656 284.000000 0.000000
2457435.049001 195.000000 1.000000
2457435.053077 304.000000 0.000000
2457435.541839 171.000000 1.000000
2457435.545947 284.000000 0.000000
2457435.551279 195.000000 1.000000
2457436.045747 284.000000 0.000000
2457436.051077 195.000000 1.000000
2457436.545992 284.000000 0.000000
2457436.551319 195.000000 1.000000
2457436.555409 304.000000 0.000000
2457437.041133 171.000000 1.000000
2457437.045256 284.000000 0.000000
2457437.050585 195.000000 1.000000
2457437.054667 304.000000 0.000000
2457437.541126 171.000000 0.000000
2457437.545248 284.000000 0.000000
2457437.550579 195.000000 1.000000
2457438.044866 284.000000 0.000000
2457438.049996 195.000000 0.000000
2457438.054071 304.000000 0.000000
2457438.541912 171.000000 0.000000
2457438.546042 284.000000 0.000000
2457438.551371 195.000000 0.000000
2457438.555444 304.000000 0.000000
2457439.041349 171.000000 0.000000
2457439.045466 284.000000 0.000000
2457439.050788 195.000000 0.000000
2457439.054870 304.000000 0.000000
2457439.541084 171.000000 0.000000
2457439.545187 284.000000 0.000000
2457439.550544 195.000000 0.000000
2457439.554617 304.000000 0.000000
2457440.040802 171.000000 0.000000
2457440.044924 284.000000 0.000000
2457440.054320 304.000000 0.000000
2457440.539729 171.000000 0.000000
2457440.543839 284.000000 0.000000
2457440.549163 195.000000 0.000000
2457440.553234 304.000000 0.000000
2457441.039191 171.000000 0.000000
2457441.043319 284.000000 0.000000
2457441.048645 195.000000 0.000000
2457441.052723 304.000000 0.000000
2457441.541818 171.000000 0.000000
2457441.545949 284.000000 0.000000
2457441.551272 195.000000 0.000000
2457441.555343 304.000000 0.000000
2457442.045516 284.000000 0.000000
2457442.050873 195.000000 0.000000
2457442.054948 304.000000 0.000000
2457442.540746 171.000000 0.000000
2457442.545221 284.000000 0.000000
2457442.550546 195.000000 0.000000
2457442.554633 304.000000 0.000000
2457443.039733 171.000000 0.000000
2457443.043970 284.000000 0.000000
2457443.049308 195.000000 0.000000
2457443.053379 304.000000 0.000000
2457443.539925 171.000000 0.000000
2457443.549380 195.000000 0.000000
2457443.553451 304.000000 0.000000
2457444.039432 171.000000 0.000000
2457444.043526 284.000000 0.000000
2457444.048862 195.000000 0.000000
2457444.052940 304.000000 0.000000
2457444.539198 171.000000 0.000000
2457444.543302 284.000000 0.000000
2457444.552522 304.000000 0.000000
2457445.541704 171.000000 0.000000
2457445.545748 284.000000 0.000000
2457445.551008 195.000000 0.000000
2457445.555014 304.000000 0.000000
2457446.041704 171.000000 0.000000
2457446.045740 284.000000 0.000000
2457446.051002 195.000000 0.000000
2457446.055023 304.000000 0.000000
2457446.541336 171.000000 0.000000
2457446.545369 284.000000 0.000000
2457446.550632 195.000000 0.000000
2457446.554641 304.000000 0.000000
2457447.045383 284.000000 0.000000
2457447.050653 195.000000 0.000000
2457447.054674 304.000000 0.000000
2457447.541334 171.000000 0.000000
2457447.545371 284.000000 0.000000
2457447.550636 195.000000 0.000000
2457447.554660 304.000000 0.000000
2457448.040908 171.000000 0.000000
2457448.044934 284.000000 0.000000
2457448.050197 195.000000 0.000000
2457448.054286 304.000000 0.000000
2457448.541701 171.000000 0.000000
2457448.551018 195.000000 0.000000
2457448.555026 304.000000 0.000000
2457449.041960 171.000000 0.000000
2457449.046004 284.000000 0.000000
2457449.051267 195.000000 0.000000
2457449.055648 304.000000 0.000000
2457449.545291 284.000000 0.000000
2457449.550554 195.000000 0.000000
2457449.554571 304.000000 0.000000
2457450.041487 171.000000 0.000000
2457450.045526 284.000000 0.000000
2457450.050792 195.000000 0.000000
2457450.054817 304.000000 0.000000
2457450.541331 171.000000 0.000000
2457450.545381 284.000000 0.000000
2457450.550647 195.000000 0.000000
2457450.554663 304.000000 0.000000
2457451.040960 171.000000 0.000000
2457451.050287 195.000000 0.000000
2457451.054668 304.000000 0.000000
2457451.540589 171.000000 0.000000
2457451.544644 284.000000 0.000000
2457451.549915 195.000000 0.000000
2457451.553936 304.000000 0.000000
2457452.044817 284.000000 1.000000
2457452.050083 195.000000 0.000000
2457452.054099 304.000000 1.000000
2457452.544584 284.000000 1.000000
2457452.550184 195.000000 0.000000
2457452.554260 304.000000 0.000000
2457453.040233 171.000000 0.000000
2457453.044353 284.000000 1.000000
2457453.049677 195.000000 0.000000
2457453.053767 304.000000 0.000000
2457453.548699 195.000000 0.000000
2457453.552795 304.000000 0.000000
2457454.039050 171.000000 0.000000
2457454.043160 284.000000 1.000000
2457454.048487 195.000000 0.000000
2457454.052561 304.000000 0.000000
2457454.537879 171.000000 0.000000
2457454.541982 284.000000 1.000000
2457454.547329 195.000000 0.000000
2457454.551546 304.000000 0.000000
2457455.038243 171.000000 0.000000
2457455.042354 284.000000 1.000000
2457455.047683 195.000000 0.000000
2457455.051773 304.000000 0.000000
2457460.044936 171.000000 0.000000
2457460.049040 284.000000 0.000000
2457460.054391 195.000000 0.000000
2457460.058478 304.000000 0.000000
2457460.541207 171.000000 0.000000
2457460.545493 284.000000 0.000000
2457460.550813 195.000000 0.000000
2457460.554885 304.000000 0.000000
2457461.041509 171.000000 0.000000
2457461.045617 284.000000 0.000000
2457461.050941 195.000000 0.000000
2457461.540615 171.000000 0.000000
2457461.544725 284.000000 0.000000
2457461.550065 195.000000 0.000000
2457461.554152 304.000000 0.000000
2457462.040746 171.000000 0.000000
2457462.044851 284.000000 0.000000
2457462.050174 195.000000 0.000000
2457462.054245 304.000000 0.000000
2457462.540802 171.000000 0.000000
2457462.544923 284.000000 0.000000
2457462.550265 195.000000 0.000000
2457462.554338 304.000000 0.000000
2457463.040424 171.000000 0.000000
2457463.049870 195.000000 0.000000
2457463.053939 304.000000 0.000000
2457463.541648 171.000000 0.000000
2457463.545762 284.000000 0.000000
2457463.551085 195.000000 0.000000
2457463.555158 304.000000 0.000000
2457464.041248 171.000000 0.000000
2457464.045365 284.000000 0.000000
2457464.050681 195.000000 0.000000
2457464.540650 171.000000 0.000000
2457464.544747 284.000000 0.000000
2457464.549909 195.000000 0.000000
2457464.553978 304.000000 0.000000
2457465.040423 171.000000 0.000000
2457465.044532 284.000000 0.000000
2457465.049857 195.000000 0.000000
2457465.053925 304.000000 0.000000
2457465.540174 171.000000 0.000000
2457465.544262 284.000000 0.000000
2457465.549581 195.000000 0.000000
2457465.553668 304.000000 0.000000
2457466.040016 171.000000 0.000000
2457466.044135 284.000000 0.000000
2457466.049471 195.000000 0.000000
2457466.541743 171.000000 0.000000
2457466.545846 284.000000 0.000000
2457466.551162 195.000000 0.000000
2457466.555229 304.000000 0.000000
2457467.041713 171.000000 0.000000
2457467.045818 284.000000 0.000000
2457467.051130 195.000000 0.000000
2457467.055207 304.000000 0.000000
2457467.540917 171.000000 0.000000
2457467.545037 284.000000 0.000000
2457467.550349 195.000000 0.000000
2457467.554445 304.000000 0.000000
2457468.040878 171.000000 0.000000
2457468.044998 284.000000 0.000000
2457468.050286 195.000000 0.000000
2457468.054354 304.000000 0.000000
2457468.540797 171.000000 0.000000
2457468.544897 284.000000 0.000000
2457468.550217 195.000000 0.000000
2457468.554285 304.000000 0.000000
2457469.040578 171.000000 0.000000
2457469.044685 284.000000 0.000000
2457469.050009 195.000000 0.000000
2457469.054082 304.000000 0.000000
2457469.540557 171.000000 0.000000
2457469.544626 284.000000 0.000000
2457469.549963 195.000000 0.000000
2457469.554031 304.000000 0.000000
2457470.040709 171.000000 0.000000
2457470.044813 284.000000 0.000000
2457470.050132 195.000000 0.000000
2457470.054199 304.000000 0.000000
2457470.541735 171.000000 0.000000
2457470.545843 284.000000 0.000000
2457470.551177 195.000000 0.000000
2457470.555245 304.000000 0.000000
2457471.041537 171.000000 0.000000
2457471.045652 284.000000 0.000000
2457471.050973 195.000000 0.000000
2457471.055042 304.000000 0.000000
2457471.541167 171.000000 0.000000
2457471.545268 284.000000 0.000000
2457471.550588 195.000000 0.000000
2457472.040517 171.000000 0.000000
2457472.044589 284.000000 0.000000
2457472.049901 195.000000 0.000000
2457472.053976 304.000000 0.000000
2457472.539861 171.000000 0.000000
2457472.544003 284.000000 0.000000
2457472.549317 195.000000 0.000000
2457472.553383 304.000000 0.000000
2457473.039509 171.000000 0.000000
2457473.043577 284.000000 0.000000
2457473.048894 195.000000 0.000000
2457473.052968 304.000000 0.000000
2457473.541631 171.000000 0.000000
2457473.545732 284.000000 0.000000
2457473.551050 195.000000 0.000000
2457473.555122 304.000000 0.000000
2457474.041572 171.000000 0.000000
2457474.045681 284.000000 0.000000
2457474.055195 304.000000 0.000000
2457474.541901 171.000000 0.000000
2457474.546005 284.000000 0.000000
2457474.551328 195.000000 0.000000
2457474.555393 304.000000 0.000000
2457475.041698 171.000000 0.000000
2457475.051100 195.000000 0.000000
2457475.055191 304.000000 0.000000
2457475.541665 171.000000 0.000000
2457475.545772 284.000000 0.000000
2457475.551052 195.000000 0.000000
2457475.555120 304.000000 0.000000
2457476.041230 171.000000 0.000000
2457476.045338 284.000000 0.000000
2457476.050650 195.000000 0.000000
2457476.054720 304.000000 0.000000
2457476.545925 284.000000 1.000000
2457476.551256 195.000000 0.000000
2457476.555341 304.000000 0.000000
2457477.041443 171.000000 0.000000
2457477.045550 284.000000 1.000000
2457477.050870 195.000000 0.000000
2457477.054937 304.000000 0.000000
2457477.541431 171.000000 0.000000
2457477.545536 284.000000 1.000000
2457477.550855 195.000000 0.000000
2457477.554922 304.000000 0.000000
2457478.041218 171.000000 0.000000
2457478.045364 284.000000 1.000000
2457478.050662 195.000000 0.000000
2457478.054728 304.000000 0.000000
2457478.545589 284.000000 1.000000
2457478.550908 195.000000 0.000000
2457478.554989 304.000000 0.000000
2457479.041443 171.000000 0.000000
2457479.045548 284.000000 1.000000
2457479.050884 195.000000 0.000000
2457479.054974 304.000000 0.000000
2457479.540536 171.000000 0.000000
2457479.544643 284.000000 1.000000
2457479.549983 195.000000 0.000000
2457479.554048 304.000000 0.000000
2457480.040387 171.000000 0.000000
2457480.044493 284.000000 1.000000
2457480.050183 195.000000 0.000000
2457480.054247 304.000000 0.000000
2457480.541860 171.000000 0.000000
2457480.545963 284.000000 1.000000
2457480.551282 195.000000 0.000000
2457480.555346 304.000000 0.000000
2457481.041201 171.000000 0.000000
2457481.050622 195.000000 0.000000
2457481.054686 304.000000 0.000000
2457481.539798 171.000000 0.000000
2457481.543901 284.000000 1.000000
2457481.549226 195.000000 0.000000
