# t_obs[JD] solar_distance[m] wavelength[angstrom] unnorm_flux[DN/s] unnorm_flux_unc[DN/s] pinholes[1ifYes] cameraError[1ifYes]
2450151.362749 147305888866.000000 171.000000 78021750.865175 10455.209708 1.000000 0.000000
2450151.416265 147305888866.000000 284.000000 1856992.734114 1638.921874 1.000000 1.000000
2450151.431580 147305888866.000000 171.000000 78106792.656795 10192.916813 1.000000 0.000000
2450151.446962 147305888866.000000 304.000000 26343777.927037 5350.550984 1.000000 1.000000
2450151.462216 147305888866.000000 195.000000 33185120.581768 6305.467199 1.000000 0.000000
2450151.745202 147344769521.000000 284.000000 1873879.100755 1640.453359 1.000000 1.000000
2450151.760484 147344769521.000000 171.000000 76187182.085806 10036.797876 1.000000 0.000000
2450151.775838 147344769521.000000 304.000000 26380406.624494 5351.285000 1.000000 1.000000
2450152.074211 147344769521.000000 284.000000 1858082.928588 1647.645741 1.000000 1.000000
2450152.312377 147344769521.000000 284.000000 1802698.018379 1614.432258 1.000000 0.000000
2450152.642506 147383849700.000000 284.000000 1857993.141799 1841.412443 1.000000 0.000000
2450152.657800 147383849700.000000 171.000000 74552422.397781 9929.358330 1.000000 1.000000
2450152.673176 147383849700.000000 304.000000 26353632.230864 5399.483442 1.000000 0.000000
2450152.688464 147383849700.000000 195.000000 31883485.702507 6169.621952 1.000000 1.000000
2450152.972673 147383849700.000000 284.000000 1803419.273645 1631.324459 1.000000 0.000000
2450152.987956 147383849700.000000 171.000000 74637635.383620 9939.449059 1.000000 1.000000
2450153.003325 147383849700.000000 304.000000 27466794.920911 5812.046049 1.000000 0.000000
2450153.018627 147383849700.000000 195.000000 31654324.091165 6165.193787 1.000000 1.000000
2450153.225653 147383849700.000000 171.000000 85946200.341552 10722.260774 1.000000 1.000000
2450153.241023 147383849700.000000 304.000000 26437740.172727 5358.079623 1.000000 0.000000
2450153.256307 147383849700.000000 195.000000 32250517.446882 6209.679052 1.000000 1.000000
2450153.540160 147423158233.000000 284.000000 1873562.187324 1662.035277 1.000000 0.000000
2450153.555456 147423158233.000000 171.000000 76129082.294090 10027.488084 1.000000 1.000000
2450153.570832 147423158233.000000 304.000000 26403006.749250 5356.736347 1.000000 0.000000
2450153.586100 147423158233.000000 195.000000 34313774.849808 6404.169886 1.000000 1.000000
2450153.870053 147423158233.000000 284.000000 1924546.256717 1656.909480 1.000000 0.000000
2450153.885361 147423158233.000000 171.000000 76533247.089773 10047.510325 1.000000 1.000000
2450153.900717 147423158233.000000 304.000000 26969453.884274 5410.102373 1.000000 0.000000
2450153.915993 147423158233.000000 195.000000 33027973.865712 6273.409021 1.000000 1.000000
2450154.083749 147423158233.000000 284.000000 1986624.646453 1680.247687 1.000000 1.000000
2450154.099022 147423158233.000000 171.000000 76327257.312984 10044.595804 1.000000 0.000000
2450154.114402 147423158233.000000 304.000000 26976755.864832 5413.753448 1.000000 1.000000
2450154.129662 147423158233.000000 195.000000 33330604.074851 6308.880285 1.000000 0.000000
2450154.820398 147462681521.000000 171.000000 77770816.603075 10123.642799 1.000000 0.000000
2450154.835779 147462681521.000000 304.000000 27275351.639121 5439.059522 1.000000 1.000000
2450154.851088 147462681521.000000 195.000000 34711023.081622 6433.318830 1.000000 0.000000
2450155.343022 147462681521.000000 284.000000 2187433.037849 1733.200645 1.000000 0.000000
2450155.358299 147462681521.000000 171.000000 78415782.448098 10124.761078 1.000000 1.000000
2450155.373668 147462681521.000000 304.000000 27148848.146200 5417.887325 1.000000 0.000000
2450155.388926 147462681521.000000 195.000000 35466732.586032 6493.419312 1.000000 1.000000
2450155.671823 147502379932.000000 284.000000 2189986.521841 1740.955381 1.000000 0.000000
2450155.687103 147502379932.000000 171.000000 77308084.072143 10086.733404 1.000000 1.000000
2450156.000694 147502379932.000000 284.000000 2140804.094788 1731.788690 1.000000 0.000000
2450156.015975 147502379932.000000 171.000000 78824020.934453 10182.146076 1.000000 1.000000
2450156.272992 147502379932.000000 284.000000 2114170.851070 1706.513861 1.000000 0.000000
2450156.318585 147502379932.000000 195.000000 34609805.359311 6417.122864 1.000000 1.000000
2450156.388767 147502379932.000000 284.000000 2142800.825938 1733.302316 1.000000 1.000000
2450156.404035 147502379932.000000 171.000000 76468865.407650 10012.596940 1.000000 0.000000
2450156.419410 147502379932.000000 304.000000 27029668.308988 5410.659381 1.000000 1.000000
2450156.434656 147502379932.000000 195.000000 34550960.748851 6411.291866 1.000000 0.000000
2450156.718748 147542266776.000000 284.000000 2150861.677108 1728.400653 1.000000 1.000000
2450156.734003 147542266776.000000 171.000000 76738372.811823 10027.728503 1.000000 0.000000
2450156.749369 147542266776.000000 304.000000 27251955.303846 5431.924551 1.000000 1.000000
2450156.764661 147542266776.000000 195.000000 34753571.269456 6435.359595 1.000000 0.000000
2450157.048442 147542266776.000000 284.000000 2165633.130660 1743.378699 1.000000 1.000000
2450157.063744 147542266776.000000 171.000000 76574246.495555 10014.649377 1.000000 0.000000
2450157.079103 147542266776.000000 304.000000 27270230.708832 5435.997461 1.000000 1.000000
2450157.094349 147542266776.000000 195.000000 37620843.253107 6694.689096 1.000000 0.000000
2450158.237268 147582313245.000000 284.000000 2159319.461576 1734.752096 1.000000 0.000000
2450158.244571 147582313245.000000 171.000000 76631734.978321 10025.056063 1.000000 1.000000
2450158.434519 147582313245.000000 304.000000 27001330.409022 5408.058046 1.000000 0.000000
2450158.449785 147582313245.000000 195.000000 35957714.054561 6529.562489 1.000000 1.000000
2450158.747920 147622512487.000000 171.000000 79205919.597179 10157.111014 1.000000 1.000000
2450158.778567 147622512487.000000 195.000000 35678130.582348 6499.586075 1.000000 1.000000
2450159.061497 147622512487.000000 284.000000 2188456.825421 1743.800704 1.000000 0.000000
2450159.076761 147622512487.000000 171.000000 78615074.421607 10123.917381 1.000000 1.000000
2450159.092114 147622512487.000000 304.000000 26825574.153642 5388.810310 1.000000 0.000000
2450159.107382 147622512487.000000 195.000000 35538318.300107 6484.531860 1.000000 1.000000
2450159.250938 147622512487.000000 171.000000 77397898.767462 10042.889686 1.000000 0.000000
2450159.262087 147622512487.000000 284.000000 2184100.234259 1740.014300 1.000000 1.000000
2450159.271947 147622512487.000000 304.000000 28206054.352977 5523.822289 1.000000 0.000000
2450159.418436 147622512487.000000 284.000000 2164711.921626 1728.849909 1.000000 1.000000
2450159.433708 147622512487.000000 171.000000 79817069.126854 10873.326226 1.000000 0.000000
2450159.449076 147622512487.000000 304.000000 27241420.450853 5428.973601 1.000000 1.000000
2450159.464336 147622512487.000000 195.000000 36111241.167776 6536.778866 1.000000 0.000000
2450159.747123 147662863402.000000 284.000000 2163849.244581 1732.308158 1.000000 1.000000
2450159.762405 147662863402.000000 171.000000 78288904.921278 10089.492141 1.000000 0.000000
2450159.777778 147662863402.000000 304.000000 27297832.720471 5438.659602 1.000000 1.000000
2450159.793048 147662863402.000000 195.000000 36082763.890556 6531.313780 1.000000 0.000000
2450160.076923 147662863402.000000 284.000000 2173437.194932 1731.629312 1.000000 1.000000
2450160.092197 147662863402.000000 171.000000 77836126.630592 10069.164985 1.000000 0.000000
2450160.107579 147662863402.000000 304.000000 27093603.941805 5413.307634 1.000000 1.000000
2450160.122831 147662863402.000000 195.000000 35984513.837635 6521.800570 1.000000 0.000000
2450160.345730 147662863402.000000 284.000000 2168841.591838 1780.107334 1.000000 0.000000
2450160.361008 147662863402.000000 171.000000 77302004.301674 10037.224182 1.000000 1.000000
2450160.376362 147662863402.000000 304.000000 27100737.135312 5416.249474 1.000000 0.000000
2450160.391625 147662863402.000000 195.000000 36212752.001775 6541.376649 1.000000 1.000000
2450160.674421 147703338624.000000 284.000000 2165556.302518 1736.968672 1.000000 0.000000
2450160.689693 147703338624.000000 171.000000 79409318.876584 10171.236968 1.000000 1.000000
2450160.705091 147703338624.000000 304.000000 27150642.009665 5417.366106 1.000000 0.000000
2450161.003226 147703338624.000000 284.000000 2126096.654362 1720.269190 1.000000 0.000000
2450161.018507 147703338624.000000 171.000000 77226858.218967 10012.309337 1.000000 1.000000
2450161.033871 147703338624.000000 304.000000 28818455.430173 5579.491050 1.000000 0.000000
2450161.049184 147703338624.000000 195.000000 35504927.079753 6475.174274 1.000000 1.000000
2450162.053167 147743932505.000000 171.000000 77216988.742687 9957.211657 1.000000 0.000000
2450162.059901 147743932505.000000 304.000000 28220207.330447 5528.833950 1.000000 1.000000
2450162.065017 147743932505.000000 195.000000 35268015.188884 6432.493669 1.000000 0.000000
2450162.071985 147743932505.000000 304.000000 27302072.380863 5438.712155 1.000000 1.000000
2450162.077396 147743932505.000000 284.000000 2073304.217644 1695.012578 1.000000 0.000000
2450164.185850 147825417358.000000 171.000000 78268907.695861 10028.567043 1.000000 0.000000
2450164.190846 147825417358.000000 195.000000 35039603.777467 6413.651410 1.000000 1.000000
2450164.199865 147825417358.000000 284.000000 1881492.389688 1606.212809 1.000000 1.000000
2450164.556714 147866292344.000000 284.000000 2114233.451624 1708.033671 1.000000 0.000000
2450164.572014 147866292344.000000 171.000000 76571221.146362 9955.271675 1.000000 1.000000
2450164.587355 147866292344.000000 304.000000 27456299.422497 5445.145846 1.000000 0.000000
2450164.602623 147866292344.000000 195.000000 35690943.690544 6495.312371 1.000000 1.000000
2450164.885445 147866292344.000000 284.000000 2195981.868864 1739.834142 1.000000 0.000000
2450164.900695 147866292344.000000 171.000000 75744356.409818 9889.790555 1.000000 1.000000
2450164.916065 147866292344.000000 304.000000 27764087.357534 5471.829419 1.000000 0.000000
2450165.148807 147866292344.000000 195.000000 35607258.752031 6484.589299 1.000000 0.000000
2450165.499428 147866292344.000000 284.000000 2143421.798347 1714.548067 1.000000 1.000000
2450165.514790 147907189981.000000 171.000000 74675534.249572 9811.185743 1.000000 0.000000
2450165.530158 147907189981.000000 304.000000 27771328.862000 5497.216938 1.000000 1.000000
2450165.545422 147907189981.000000 195.000000 36123245.906067 6535.552197 1.000000 0.000000
2450165.829799 147907189981.000000 284.000000 2061452.722131 1699.142330 1.000000 1.000000
2450165.845086 147907189981.000000 171.000000 76865667.221914 9981.601151 1.000000 0.000000
2450165.860485 147907189981.000000 304.000000 27710907.091910 5464.857417 1.000000 1.000000
2450165.875752 147907189981.000000 195.000000 34731371.996975 6407.825556 1.000000 0.000000
2450166.159336 147907189981.000000 284.000000 2021382.833799 1679.838025 1.000000 1.000000
2450166.467401 147907189981.000000 304.000000 28527626.126192 5870.613345 1.000000 1.000000
2450166.472092 147907189981.000000 171.000000 74092600.188447 9790.122638 1.000000 0.000000
2450166.484233 147907189981.000000 195.000000 34620017.019131 6394.957384 1.000000 1.000000
2450167.369591 147948099656.000000 171.000000 76207311.332644 10111.829074 1.000000 1.000000
2450167.376103 147948099656.000000 195.000000 38833029.600297 6781.328656 1.000000 0.000000
2450167.381428 147948099656.000000 304.000000 27608052.212183 5457.856730 1.000000 1.000000
2450167.491833 147948099656.000000 284.000000 2049000.013485 1687.098868 1.000000 0.000000
2450167.507179 147988984291.000000 171.000000 75656745.335695 9898.559462 1.000000 1.000000
2450167.522523 147988984291.000000 304.000000 27793604.326421 5476.719628 1.000000 0.000000
2450167.537797 147988984291.000000 195.000000 34812022.849083 6411.715613 1.000000 1.000000
2450167.820744 147988984291.000000 284.000000 2066050.887158 1697.365054 1.000000 0.000000
2450167.836017 147988984291.000000 171.000000 75952190.829864 9917.416245 1.000000 1.000000
2450167.851371 147988984291.000000 304.000000 28943912.331967 5587.892936 1.000000 0.000000
2450167.866633 147988984291.000000 195.000000 39399204.643941 6824.000597 1.000000 1.000000
2450168.149613 147988984291.000000 284.000000 2027351.480176 1684.448953 1.000000 0.000000
2450168.164894 147988984291.000000 171.000000 74925366.707257 9847.453305 1.000000 1.000000
2450168.180260 147988984291.000000 304.000000 27729597.494746 5523.852212 1.000000 0.000000
2450168.195507 147988984291.000000 195.000000 34107213.856407 6348.648937 1.000000 1.000000
2450168.566088 148029811521.000000 284.000000 2106415.075297 1720.603854 1.000000 1.000000
2450168.581416 148029811521.000000 171.000000 76377127.177449 10025.292674 1.000000 0.000000
2450168.596772 148029811521.000000 304.000000 27755330.710375 5475.028457 1.000000 1.000000
2450168.612031 148029811521.000000 195.000000 38677038.516019 6768.086315 1.000000 0.000000
2450168.896285 148029811521.000000 284.000000 2091386.217040 1701.552144 1.000000 1.000000
2450168.911561 148029811521.000000 171.000000 76089401.809677 9921.799905 1.000000 0.000000
2450168.926934 148029811521.000000 304.000000 27593904.667473 5518.398406 1.000000 1.000000
2450168.942222 148029811521.000000 195.000000 35207140.714071 6452.622093 1.000000 0.000000
2450169.226534 148029811521.000000 284.000000 2099893.238403 1701.579467 1.000000 1.000000
2450169.241828 148029811521.000000 171.000000 76634840.788221 9955.787615 1.000000 0.000000
2450169.257197 148029811521.000000 304.000000 27728917.625280 5491.194927 1.000000 1.000000
2450169.272491 148029811521.000000 195.000000 35105577.102212 6437.671396 1.000000 0.000000
2450169.847198 148070586153.000000 284.000000 2172261.835357 1728.999136 1.000000 1.000000
2450169.862472 148070586153.000000 171.000000 77460023.740738 10004.458041 1.000000 0.000000
2450169.893112 148070586153.000000 195.000000 35969493.224765 6513.648935 1.000000 0.000000
2450170.176214 148070586153.000000 284.000000 2122595.965258 1711.505018 1.000000 1.000000
2450170.847312 148111270305.000000 284.000000 2141406.168505 1723.115524 1.000000 0.000000
2450170.862580 148111270305.000000 171.000000 79903821.578684 10165.078352 1.000000 1.000000
2450170.877956 148111270305.000000 304.000000 27738037.949069 5470.181874 1.000000 0.000000
2450170.893213 148111270305.000000 195.000000 35946402.059708 6515.683958 1.000000 1.000000
2450171.969418 148151846595.000000 171.000000 77804298.390125 10026.567749 1.000000 1.000000
2450171.984776 148151846595.000000 304.000000 27429677.354733 5439.138963 1.000000 0.000000
2450172.052289 148151846595.000000 195.000000 35260534.969883 6448.942169 1.000000 1.000000
2450172.060581 148151846595.000000 284.000000 2119923.159426 1711.807215 1.000000 1.000000
2450172.413808 148151846595.000000 284.000000 2064091.067088 1699.894640 1.000000 1.000000
2450172.742937 148192286497.000000 284.000000 2023400.644595 1681.759093 1.000000 1.000000
2450172.758236 148192286497.000000 171.000000 82013877.705889 10301.161207 1.000000 0.000000
2450172.773608 148192286497.000000 304.000000 27183281.448692 5415.070722 1.000000 1.000000
2450172.788888 148192286497.000000 195.000000 34623009.207198 6391.894924 1.000000 0.000000
2450173.072846 148192286497.000000 284.000000 1998346.935181 1670.586495 1.000000 1.000000
2450173.088124 148192286497.000000 171.000000 76642963.713180 9943.128362 1.000000 0.000000
2450173.103494 148192286497.000000 304.000000 26927493.683527 5388.527238 1.000000 1.000000
