# t_obs[JD] solar_distance[m] wavelength[angstrom] unnorm_flux[DN/s] unnorm_flux_unc[DN/s] pinholes[1ifYes] cameraError[1ifYes]
2450564.041840 149028771731.000000 171.000000 73329716.833408 10485.410801 0.000000 1.000000
2450564.045890 149028771731.000000 284.000000 2232344.403576 2408.121336 1.000000 0.000000
2450564.050538 149028771731.000000 195.000000 35951810.839687 7083.688566 0.000000 1.000000
2450564.054621 149028771731.000000 304.000000 26864772.143879 5629.763527 0.000000 0.000000
2450564.306683 149028771731.000000 171.000000 72147701.568740 10336.719715 0.000000 1.000000
2450564.310729 149028771731.000000 284.000000 2185270.112555 2380.707231 1.000000 0.000000
2450564.315388 149028771731.000000 195.000000 35410110.583553 6998.304630 0.000000 1.000000
2450564.319474 149028771731.000000 304.000000 26611822.670690 5582.035055 0.000000 0.000000
2450564.541828 149060079498.000000 171.000000 74239374.510210 10451.070065 0.000000 0.000000
2450564.545877 149060079498.000000 284.000000 2244077.255000 2372.450578 1.000000 1.000000
2450564.554620 149060079498.000000 304.000000 27290265.528910 5645.403393 0.000000 1.000000
2450564.791829 149060079498.000000 171.000000 74204999.323106 10460.447994 0.000000 0.000000
2450564.795880 149060079498.000000 284.000000 2284906.614860 2378.084043 1.000000 1.000000
2450564.800546 149060079498.000000 195.000000 36131954.789040 7042.097017 0.000000 0.000000
2450564.804631 149060079498.000000 304.000000 27289130.284314 5643.394747 0.000000 1.000000
2450565.041829 149060079498.000000 171.000000 74459955.655295 10550.262798 0.000000 1.000000
2450565.045878 149060079498.000000 284.000000 2381345.524046 2498.511120 1.000000 0.000000
2450565.050527 149060079498.000000 195.000000 37068513.344021 7176.696314 0.000000 1.000000
2450565.054614 149060079498.000000 304.000000 27512324.904083 5689.846006 0.000000 0.000000
2450565.300177 149060079498.000000 171.000000 73825135.904463 10418.076898 0.000000 0.000000
2450565.304222 149060079498.000000 284.000000 2353956.041272 2417.893282 1.000000 1.000000
2450565.308872 149060079498.000000 195.000000 37148488.000956 7136.866026 0.000000 0.000000
2450565.312956 149060079498.000000 304.000000 27340285.638932 5652.596917 0.000000 1.000000
2450565.541828 149091088970.000000 171.000000 75585613.564363 10522.923285 0.000000 0.000000
2450565.545880 149091088970.000000 284.000000 2496492.969350 2474.411322 1.000000 1.000000
2450565.550528 149091088970.000000 195.000000 38253487.941311 7233.040262 0.000000 0.000000
2450565.554616 149091088970.000000 304.000000 27881862.875492 5697.818681 0.000000 1.000000
2450565.795877 149091088970.000000 284.000000 2517857.486777 2454.062607 1.000000 1.000000
2450565.800528 149091088970.000000 195.000000 38687015.667461 7274.210406 0.000000 0.000000
2450565.804615 149091088970.000000 304.000000 27996581.796485 5705.429257 0.000000 1.000000
2450566.041828 149091088970.000000 171.000000 76859861.334319 10544.294535 0.000000 0.000000
2450566.045909 149091088970.000000 284.000000 2520731.467197 2460.142911 1.000000 1.000000
2450566.054646 149091088970.000000 304.000000 28026001.791392 5732.770048 0.000000 1.000000
2450566.291826 149091088970.000000 171.000000 77621589.592602 10646.042860 0.000000 1.000000
2450566.295905 149091088970.000000 284.000000 2591268.369033 2469.217846 1.000000 0.000000
2450566.300561 149091088970.000000 195.000000 39561985.208488 7340.499060 0.000000 1.000000
2450566.304655 149091088970.000000 304.000000 28372160.197976 5740.782600 0.000000 0.000000
2450566.541827 149121804941.000000 171.000000 80147659.208360 10803.448097 0.000000 1.000000
2450566.554620 149121804941.000000 304.000000 29063648.133507 5811.998904 0.000000 0.000000
2450566.791846 149121804941.000000 171.000000 79105389.141200 10738.323336 0.000000 0.000000
2450566.795897 149121804941.000000 284.000000 2713207.145492 2508.176190 1.000000 1.000000
2450566.800549 149121804941.000000 195.000000 40708487.329042 7441.796134 0.000000 0.000000
2450566.804635 149121804941.000000 304.000000 28775699.606237 5793.262537 0.000000 1.000000
2450567.041831 149121804941.000000 171.000000 79207127.632464 10758.234662 0.000000 0.000000
2450567.045882 149121804941.000000 284.000000 2800693.101693 2406.235494 1.000000 1.000000
2450567.050542 149121804941.000000 195.000000 40477782.776063 7413.468402 0.000000 0.000000
2450567.054629 149121804941.000000 304.000000 28657286.036828 5765.211313 0.000000 1.000000
2450567.291839 149121804941.000000 171.000000 77836253.926537 10672.822488 0.000000 0.000000
2450567.295995 149121804941.000000 284.000000 2735610.911496 2508.718649 1.000000 1.000000
2450567.300656 149121804941.000000 195.000000 40678729.865419 7459.149440 0.000000 0.000000
2450567.541827 149152230552.000000 171.000000 79901629.188540 10790.287977 0.000000 1.000000
2450567.545889 149152230552.000000 284.000000 2388993.861918 2359.398147 1.000000 0.000000
2450567.554744 149152230552.000000 304.000000 28974213.397921 5795.928709 0.000000 0.000000
2450567.791827 149152230552.000000 171.000000 80009590.482503 10800.449500 0.000000 1.000000
2450567.795902 149152230552.000000 284.000000 2807423.009829 2534.880520 1.000000 0.000000
2450567.800552 149152230552.000000 195.000000 41105675.871571 7473.680261 0.000000 1.000000
2450567.804637 149152230552.000000 304.000000 28997282.182411 5796.571070 0.000000 0.000000
2450568.062659 149152230552.000000 171.000000 79520884.888105 10768.247785 0.000000 1.000000
2450568.066712 149152230552.000000 284.000000 2855646.064126 2537.064381 1.000000 0.000000
2450568.071368 149152230552.000000 195.000000 41902975.005809 7548.306558 0.000000 1.000000
2450568.075462 149152230552.000000 304.000000 29021247.999580 5814.055057 0.000000 0.000000
2450568.291828 149152230552.000000 171.000000 79530304.804971 10783.589528 0.000000 0.000000
2450568.295879 149152230552.000000 284.000000 2881453.623558 2549.753754 1.000000 1.000000
2450568.300533 149152230552.000000 195.000000 42261687.513070 7576.790675 0.000000 0.000000
2450568.304622 149152230552.000000 304.000000 28984839.214651 5791.707790 0.000000 1.000000
2450568.545909 149182373576.000000 284.000000 2967964.956474 2556.000912 1.000000 0.000000
2450568.550597 149182373576.000000 195.000000 42801154.082887 7612.509745 0.000000 1.000000
2450568.554690 149182373576.000000 304.000000 29502230.080601 5837.185263 0.000000 0.000000
2450568.791843 149182373576.000000 171.000000 80694820.089911 10855.340412 0.000000 0.000000
2450568.795895 149182373576.000000 284.000000 3001496.558707 2586.685353 1.000000 1.000000
2450568.800544 149182373576.000000 195.000000 42303516.329207 7568.338469 0.000000 0.000000
2450568.804648 149182373576.000000 304.000000 29664924.387524 5855.471860 0.000000 1.000000
2450569.045906 149182373576.000000 284.000000 3042170.284387 2582.614434 1.000000 1.000000
2450569.050597 149182373576.000000 195.000000 43463628.915032 7678.583659 0.000000 0.000000
2450569.054687 149182373576.000000 304.000000 29638429.273503 5852.784621 0.000000 1.000000
2450569.291829 149182373576.000000 171.000000 82533360.115273 11034.577413 0.000000 0.000000
2450569.295888 149182373576.000000 284.000000 3025318.571384 2578.478236 1.000000 1.000000
2450569.300537 149182373576.000000 195.000000 43432507.639278 7670.853044 0.000000 0.000000
2450569.304728 149182373576.000000 304.000000 40591626.610094 6827.129243 0.000000 1.000000
2450569.550551 149212234784.000000 195.000000 44222345.520048 7723.025600 0.000000 0.000000
2450569.554640 149212234784.000000 304.000000 30428201.170244 5917.253996 0.000000 1.000000
2450569.791827 149212234784.000000 171.000000 83514488.865225 11024.718101 0.000000 0.000000
2450569.795879 149212234784.000000 284.000000 2992592.397712 2570.230505 1.000000 1.000000
2450569.800531 149212234784.000000 195.000000 43902319.938187 7692.679447 0.000000 0.000000
2450570.041825 149212234784.000000 171.000000 82401364.263706 10934.837425 0.000000 1.000000
2450570.045898 149212234784.000000 284.000000 2959072.287883 2586.452116 1.000000 0.000000
2450570.301273 149212234784.000000 304.000000 30083120.911806 5886.594450 0.000000 0.000000
2450570.791827 149241812100.000000 171.000000 85001356.032895 11089.212941 0.000000 0.000000
2450570.795878 149241812100.000000 284.000000 2958109.889025 2563.149290 1.000000 1.000000
2450570.800526 149241812100.000000 195.000000 43619747.760707 7631.496628 0.000000 0.000000
2450570.804609 149241812100.000000 304.000000 30787583.910534 5949.446078 0.000000 1.000000
2450571.041828 149241812100.000000 171.000000 82952794.953847 10923.413190 0.000000 0.000000
2450571.045886 149241812100.000000 284.000000 2919655.260978 2554.465873 1.000000 1.000000
2450571.050549 149241812100.000000 195.000000 43331273.453609 7586.440955 0.000000 0.000000
2450571.054641 149241812100.000000 304.000000 30826852.796442 5948.757589 0.000000 1.000000
2450571.267115 149241812100.000000 171.000000 83190099.768451 10950.134802 0.000000 0.000000
2450571.271172 149241812100.000000 284.000000 2888413.516767 2528.531381 1.000000 1.000000
2450571.275838 149241812100.000000 195.000000 43229073.291822 7593.613571 0.000000 0.000000
2450571.279925 149241812100.000000 304.000000 30822065.823320 5951.236157 0.000000 1.000000
2450571.545918 149271108029.000000 284.000000 2937307.479744 2531.945443 1.000000 1.000000
2450571.550567 149271108029.000000 195.000000 42477261.711864 7483.084959 0.000000 0.000000
2450571.554655 149271108029.000000 304.000000 31296684.130789 5985.557142 0.000000 1.000000
2450571.791828 149271108029.000000 171.000000 81472767.239817 10765.836919 0.000000 1.000000
2450571.795878 149271108029.000000 284.000000 2926459.173323 2523.097099 1.000000 0.000000
2450571.800528 149271108029.000000 195.000000 43619567.107399 7593.847783 0.000000 1.000000
2450571.804614 149271108029.000000 304.000000 31353532.857806 5989.867796 0.000000 0.000000
2450572.045877 149271108029.000000 284.000000 2899582.065567 2527.116798 1.000000 0.000000
2450572.050528 149271108029.000000 195.000000 43803805.349426 7612.389059 0.000000 1.000000
2450572.054614 149271108029.000000 304.000000 31289028.974942 5995.091859 0.000000 0.000000
2450572.288219 149271108029.000000 171.000000 80580565.573626 10692.220692 0.000000 0.000000
2450572.292269 149271108029.000000 284.000000 2860934.893417 2550.067398 1.000000 1.000000
2450572.545891 149300135069.000000 284.000000 2911303.642066 2509.996410 1.000000 1.000000
2450572.550542 149300135069.000000 195.000000 43355217.683463 7549.174678 0.000000 0.000000
2450572.554627 149300135069.000000 304.000000 31751908.654079 6049.416363 0.000000 1.000000
2450572.791825 149300135069.000000 171.000000 81047076.242767 10685.007143 0.000000 0.000000
2450572.795878 149300135069.000000 284.000000 2944083.914146 2616.011234 1.000000 1.000000
2450572.800625 149300135069.000000 195.000000 43727935.957149 7585.774412 0.000000 0.000000
2450573.041841 149300135069.000000 171.000000 82344060.035206 10783.681484 0.000000 0.000000
2450573.045893 149300135069.000000 284.000000 2939014.964682 2524.310129 1.000000 1.000000
2450573.050541 149300135069.000000 195.000000 43152884.924958 7530.771909 0.000000 0.000000
2450573.054624 149300135069.000000 304.000000 31503331.043986 5992.225677 0.000000 1.000000
2450573.291843 149300135069.000000 171.000000 79900457.305267 10650.189274 0.000000 0.000000
2450573.295894 149300135069.000000 284.000000 2961772.034034 2522.175097 1.000000 1.000000
2450573.300542 149300135069.000000 195.000000 42691816.975105 7499.899559 0.000000 0.000000
2450573.304625 149300135069.000000 304.000000 31491462.718405 6022.212263 0.000000 1.000000
2450573.541827 149328891795.000000 171.000000 82789924.298733 10776.371900 0.000000 0.000000
2450573.550532 149328891795.000000 195.000000 44582522.811959 7647.533538 0.000000 0.000000
2450573.554620 149328891795.000000 304.000000 32206057.597535 6050.427862 0.000000 1.000000
2450573.791827 149328891795.000000 171.000000 83653575.679765 10842.998297 0.000000 0.000000
2450573.795874 149328891795.000000 284.000000 3033751.834822 2548.578047 1.000000 1.000000
2450573.800527 149328891795.000000 195.000000 45012954.761658 7685.083094 0.000000 0.000000
2450573.804614 149328891795.000000 304.000000 32163946.747022 6053.434192 0.000000 1.000000
2450574.041843 149328891795.000000 171.000000 83644947.545924 10848.947530 0.000000 1.000000
2450574.045894 149328891795.000000 284.000000 3060884.915998 2561.479456 1.000000 0.000000
2450574.054629 149328891795.000000 304.000000 32310265.652712 6067.920075 0.000000 0.000000
2450574.292156 149328891795.000000 171.000000 84223035.079421 10862.640132 0.000000 0.000000
2450574.296208 149328891795.000000 284.000000 3054677.250330 2556.069487 1.000000 1.000000
2450574.300864 149328891795.000000 195.000000 44516557.009856 7644.053522 0.000000 0.000000
2450574.304965 149328891795.000000 304.000000 32381874.466113 6075.017111 0.000000 1.000000
2450574.545878 149357381493.000000 284.000000 3058590.378301 2537.633709 1.000000 0.000000
2450574.554652 149357381493.000000 304.000000 32685782.122893 6112.060649 0.000000 0.000000
2450574.791826 149357381493.000000 171.000000 84674278.726390 10877.891671 0.000000 0.000000
2450574.795880 149357381493.000000 284.000000 3041150.819418 2561.951683 1.000000 1.000000
2450574.800533 149357381493.000000 195.000000 45312864.573845 7720.593562 0.000000 0.000000
2450574.804621 149357381493.000000 304.000000 32513727.926755 6090.403704 0.000000 1.000000
2450575.041832 149357381493.000000 171.000000 82945293.467157 10769.130425 0.000000 0.000000
2450575.045879 149357381493.000000 284.000000 3013567.989773 2559.299901 1.000000 1.000000
2450575.050528 149357381493.000000 195.000000 44465688.695479 7639.565210 0.000000 0.000000
2450575.054620 149357381493.000000 304.000000 32017009.948365 6041.207512 0.000000 1.000000
2450575.308333 149357381493.000000 284.000000 2963256.923646 2538.339556 1.000000 0.000000
2450575.312993 149357381493.000000 195.000000 44693410.076805 7662.938112 0.000000 1.000000
2450575.317140 149357381493.000000 304.000000 32342973.645572 6074.425247 0.000000 0.000000
2450575.545874 149385605446.000000 284.000000 2724151.997245 2480.890303 1.000000 0.000000
2450575.550539 149385605446.000000 195.000000 41479086.350986 7442.721547 0.000000 1.000000
2450575.791827 149385605446.000000 171.000000 78630019.385250 10549.209345 0.000000 1.000000
2450575.800527 149385605446.000000 195.000000 41478087.696485 7429.455473 0.000000 1.000000
2450575.804613 149385605446.000000 304.000000 29970809.305365 5867.167986 0.000000 0.000000
2450576.041835 149385605446.000000 171.000000 79546479.653045 10633.509102 0.000000 1.000000
2450576.050541 149385605446.000000 195.000000 41128191.715366 7405.300112 0.000000 1.000000
2450576.054640 149385605446.000000 304.000000 29898835.467715 5858.408608 0.000000 0.000000
2450576.302892 149385605446.000000 171.000000 77242334.338653 10477.142619 0.000000 1.000000
2450576.306941 149385605446.000000 284.000000 2708036.437352 2483.179347 1.000000 0.000000
2450576.311593 149385605446.000000 195.000000 41236223.561355 7428.894562 0.000000 1.000000
2450576.315677 149385605446.000000 304.000000 29786202.507071 5856.724046 0.000000 0.000000
2450576.541846 149413580553.000000 171.000000 82863515.922806 10737.570359 0.000000 0.000000
2450576.545899 149413580553.000000 284.000000 2867638.760531 2488.752675 1.000000 1.000000
2450576.550547 149413580553.000000 195.000000 43283900.103007 7534.168991 0.000000 0.000000
2450576.554631 149413580553.000000 304.000000 32052712.732211 6044.751347 0.000000 1.000000
2450576.791829 149413580553.000000 171.000000 83773293.446828 10933.843570 0.000000 0.000000
2450576.795876 149413580553.000000 284.000000 2859049.959799 2503.339498 1.000000 1.000000
2450576.800540 149413580553.000000 195.000000 43578704.901397 7579.046881 0.000000 0.000000
2450577.041829 149413580553.000000 171.000000 84784590.532853 10913.027565 0.000000 1.000000
2450577.045878 149413580553.000000 284.000000 2841970.970873 2503.676734 1.000000 0.000000
2450577.050526 149413580553.000000 195.000000 43131916.798753 7536.700345 0.000000 1.000000
2450577.054618 149413580553.000000 304.000000 32014452.757231 6047.775472 0.000000 0.000000
2450577.306666 149413580553.000000 171.000000 83660321.452635 10835.421691 0.000000 0.000000
2450577.310716 149413580553.000000 284.000000 2792161.882969 2503.791040 1.000000 1.000000
2450577.315366 149413580553.000000 195.000000 42699175.158286 7526.824961 0.000000 0.000000
2450577.319452 149413580553.000000 304.000000 31609690.730453 6015.350006 0.000000 1.000000
2450577.541826 149441298867.000000 171.000000 83299020.581618 10749.196262 0.000000 0.000000
2450577.545883 149441298867.000000 284.000000 2810008.141462 3119.003424 1.000000 1.000000
2450577.550531 149441298867.000000 195.000000 42334365.501036 7462.969017 0.000000 0.000000
2450577.554629 149441298867.000000 304.000000 31469198.476169 5984.597745 0.000000 1.000000
2450577.791826 149441298867.000000 171.000000 81818530.664218 10679.719067 0.000000 1.000000
2450577.795874 149441298867.000000 284.000000 2722820.679910 2476.434405 1.000000 0.000000
2450577.800527 149441298867.000000 195.000000 42135530.198320 7466.216009 0.000000 1.000000
2450578.041826 149441298867.000000 171.000000 82201162.655393 10700.893280 0.000000 0.000000
2450578.045876 149441298867.000000 284.000000 2753308.378389 2481.489845 1.000000 1.000000
2450578.050597 149441298867.000000 195.000000 66635672.125902 9394.762113 0.000000 0.000000
2450578.054703 149441298867.000000 304.000000 31338079.172336 5980.243341 0.000000 1.000000
2450578.296342 149441298867.000000 284.000000 2704020.356440 2473.499022 1.000000 0.000000
2450578.300988 149441298867.000000 195.000000 41785984.522063 7422.038724 0.000000 1.000000
2450578.305088 149441298867.000000 304.000000 31334859.977180 5983.137549 0.000000 0.000000
2450578.541828 149468768128.000000 171.000000 84064532.383247 10832.732833 0.000000 1.000000
2450578.546010 149468768128.000000 284.000000 3169733.424215 2637.440990 1.000000 0.000000
2450578.550659 149468768128.000000 195.000000 41738329.560377 7419.899771 0.000000 1.000000
2450578.554742 149468768128.000000 304.000000 31385699.583403 5976.967202 0.000000 0.000000
2450578.791843 149468768128.000000 171.000000 82251156.287508 10792.171508 0.000000 1.000000
2450578.800540 149468768128.000000 195.000000 41942220.722144 7432.448625 0.000000 1.000000
2450578.804625 149468768128.000000 304.000000 30896028.826928 5936.127701 0.000000 0.000000
2450579.041828 149468768128.000000 171.000000 83406978.373092 10778.423083 0.000000 1.000000
2450579.045877 149468768128.000000 284.000000 2715484.774049 2522.138065 1.000000 0.000000
2450579.050528 149468768128.000000 195.000000 42194970.235574 7464.578070 0.000000 1.000000
2450579.054613 149468768128.000000 304.000000 30972138.785560 5949.470081 0.000000 0.000000
2450579.291842 149468768128.000000 171.000000 82164170.783685 10707.375952 0.000000 1.000000
2450579.295888 149468768128.000000 284.000000 2715766.308403 2468.038165 1.000000 0.000000
2450579.300544 149468768128.000000 195.000000 41993834.386253 7436.135046 0.000000 1.000000
2450579.304626 149468768128.000000 304.000000 30973229.129267 5945.800130 0.000000 0.000000
2450579.541828 149495993561.000000 171.000000 83813201.969526 10800.733639 0.000000 1.000000
2450579.545881 149495993561.000000 284.000000 2724895.115399 2469.506463 1.000000 0.000000
2450579.550528 149495993561.000000 195.000000 41734120.218496 7403.235215 0.000000 1.000000
2450579.554611 149495993561.000000 304.000000 30899668.405180 5934.566137 0.000000 0.000000
2450579.795922 149495993561.000000 284.000000 2755302.458711 2546.457129 1.000000 1.000000
2450579.800594 149495993561.000000 195.000000 41746823.095162 7422.745022 0.000000 0.000000
2450579.804678 149495993561.000000 304.000000 30711770.004990 5922.478062 0.000000 1.000000
2450580.041825 149495993561.000000 171.000000 82858930.233164 10739.992439 0.000000 0.000000
2450580.045875 149495993561.000000 284.000000 2678307.989596 2456.239624 1.000000 1.000000
2450580.050524 149495993561.000000 195.000000 41844113.597276 7427.000720 0.000000 0.000000
2450580.291827 149495993561.000000 171.000000 84904169.379318 10874.272828 0.000000 0.000000
2450580.295887 149495993561.000000 284.000000 2669663.475290 2462.051294 1.000000 1.000000
2450580.300539 149495993561.000000 195.000000 41845276.681921 7429.580360 0.000000 0.000000
2450580.304633 149495993561.000000 304.000000 30611963.486118 5909.473675 0.000000 1.000000
2450580.791828 149522974247.000000 171.000000 80864307.544083 10584.465258 0.000000 1.000000
2450580.795902 149522974247.000000 284.000000 2659990.713782 2453.780750 1.000000 0.000000
2450580.800548 149522974247.000000 195.000000 39572449.326993 7236.970425 0.000000 1.000000
2450580.804641 149522974247.000000 304.000000 30208576.465840 5877.766825 0.000000 0.000000
2450581.045882 149522974247.000000 284.000000 2621351.272522 2432.694961 1.000000 1.000000
2450581.050528 149522974247.000000 195.000000 39740830.282186 7248.060823 0.000000 0.000000
2450581.054669 149522974247.000000 304.000000 30201025.101439 5877.335254 0.000000 1.000000
2450581.311391 149522974247.000000 171.000000 81110940.487382 10637.251162 0.000000 1.000000
2450581.320100 149522974247.000000 195.000000 40090032.680677 7289.446336 0.000000 1.000000
2450581.324184 149522974247.000000 304.000000 30115173.773524 5861.104228 0.000000 0.000000
2450581.541827 149549717800.000000 171.000000 83130333.390133 10766.512211 0.000000 0.000000
2450581.557500 149549717800.000000 304.000000 30005802.486275 5853.325293 0.000000 1.000000
2450581.791829 149549717800.000000 171.000000 82426257.459671 10733.674398 0.000000 0.000000
2450581.795876 149549717800.000000 284.000000 2688138.333340 2511.797154 1.000000 1.000000
2450581.800527 149549717800.000000 195.000000 39775271.905384 7256.208716 0.000000 0.000000
2450581.804608 149549717800.000000 304.000000 30014177.104973 5863.674325 0.000000 1.000000
2450582.041826 149549717800.000000 171.000000 83193035.851922 10780.457141 0.000000 1.000000
2450582.045874 149549717800.000000 284.000000 2679753.420422 2455.456921 1.000000 0.000000
2450582.050522 149549717800.000000 195.000000 40281527.344405 7301.187941 0.000000 1.000000
2450582.054606 149549717800.000000 304.000000 30010946.836223 5860.726502 0.000000 0.000000
2450582.291840 149549717800.000000 171.000000 84325707.952353 10872.736703 0.000000 0.000000
2450582.295891 149549717800.000000 284.000000 2699981.738556 2474.499198 1.000000 1.000000
2450582.300539 149549717800.000000 195.000000 40663088.300397 7330.250960 0.000000 0.000000
2450582.304633 149549717800.000000 304.000000 30205654.301629 5876.402962 0.000000 1.000000
2450582.541842 149576219977.000000 171.000000 83699788.964300 10818.514578 0.000000 1.000000
2450582.550537 149576219977.000000 195.000000 40631289.439330 7326.537095 0.000000 1.000000
2450582.554620 149576219977.000000 304.000000 30211977.048692 5873.680311 0.000000 0.000000
2450582.795899 149576219977.000000 284.000000 2730111.911815 2483.904932 1.000000 0.000000
2450583.041842 149576219977.000000 171.000000 84460696.397380 10861.704875 0.000000 0.000000
2450583.045892 149576219977.000000 284.000000 2605048.611268 2445.967203 1.000000 1.000000
2450583.050538 149576219977.000000 195.000000 40724366.642073 7332.159005 0.000000 0.000000
2450583.054621 149576219977.000000 304.000000 29815298.771056 5834.160379 0.000000 1.000000
2450583.291840 149576219977.000000 171.000000 85772111.353043 10945.051189 0.000000 0.000000
2450583.295891 149576219977.000000 284.000000 2604738.833861 2448.977148 1.000000 1.000000
2450583.304624 149576219977.000000 304.000000 30002892.994120 5847.471151 0.000000 1.000000
2450583.541827 149602479685.000000 171.000000 86753626.648403 11002.675631 0.000000 0.000000
2450583.545876 149602479685.000000 284.000000 2569237.519501 2436.348713 1.000000 1.000000
2450583.550523 149602479685.000000 195.000000 41023850.416948 7341.930901 0.000000 0.000000
2450583.554607 149602479685.000000 304.000000 30210895.282208 5864.134425 0.000000 1.000000
2450583.791827 149602479685.000000 171.000000 85631252.230744 10931.147012 0.000000 0.000000
2450583.795878 149602479685.000000 284.000000 2571955.304906 2442.007632 1.000000 1.000000
2450583.800522 149602479685.000000 195.000000 40681461.912036 7317.898946 0.000000 0.000000
2450583.804602 149602479685.000000 304.000000 30209236.453865 5862.910906 0.000000 1.000000
2450584.041827 149602479685.000000 171.000000 86905623.131702 11032.544801 0.000000 0.000000
2450584.045878 149602479685.000000 284.000000 2567731.299260 2616.865747 1.000000 1.000000
2450584.050527 149602479685.000000 195.000000 41112054.072804 7362.689793 0.000000 0.000000
2450584.054613 149602479685.000000 304.000000 30171805.181205 5863.374408 0.000000 1.000000
2450584.541828 149628511409.000000 171.000000 87636065.505301 11079.075429 0.000000 0.000000
2450584.545890 149628511409.000000 284.000000 2599937.929587 2438.657678 1.000000 1.000000
2450584.550539 149628511409.000000 195.000000 40878638.497950 7326.554911 0.000000 0.000000
2450584.554623 149628511409.000000 304.000000 30271783.777532 5873.823973 0.000000 1.000000
2450584.791827 149628511409.000000 171.000000 87590934.632282 11037.583769 0.000000 1.000000
2450584.795896 149628511409.000000 284.000000 2602486.773941 2445.343023 1.000000 0.000000
2450584.800554 149628511409.000000 195.000000 40761583.261988 7375.927968 0.000000 1.000000
2450584.804634 149628511409.000000 304.000000 30106616.579652 5853.112364 0.000000 0.000000
2450585.041829 149628511409.000000 171.000000 87342978.191836 10995.236931 0.000000 0.000000
2450585.045903 149628511409.000000 284.000000 2510289.118273 2412.765826 1.000000 1.000000
2450585.050546 149628511409.000000 195.000000 39510635.399882 7225.369132 0.000000 0.000000
2450585.054630 149628511409.000000 304.000000 30102600.983037 5854.158561 0.000000 1.000000
2450585.291843 149628511409.000000 171.000000 85901924.730060 10946.088830 0.000000 1.000000
2450585.295893 149628511409.000000 284.000000 2516378.387387 2416.977057 1.000000 0.000000
2450585.300539 149628511409.000000 195.000000 39546054.429016 7192.326448 0.000000 1.000000
2450585.304620 149628511409.000000 304.000000 30184697.527370 5861.093695 0.000000 0.000000
2450586.291827 149654300837.000000 171.000000 88691037.538611 11110.407131 0.000000 0.000000
2450586.295894 149654300837.000000 284.000000 2546554.471715 2414.823325 1.000000 1.000000
2450586.300541 149654300837.000000 195.000000 40117011.397025 7246.723883 0.000000 0.000000
2450586.304637 149654300837.000000 304.000000 30314455.802850 5880.861891 0.000000 1.000000
2450586.541835 149679858560.000000 171.000000 93687917.565866 11444.092039 0.000000 0.000000
2450586.545885 149679858560.000000 284.000000 2640055.437523 2427.343167 1.000000 1.000000
2450586.550551 149679858560.000000 195.000000 40247136.569526 7241.037183 0.000000 0.000000
2450586.554634 149679858560.000000 304.000000 30279274.698295 5867.036988 0.000000 1.000000
2450586.791843 149679858560.000000 171.000000 85994236.822419 10908.720646 0.000000 0.000000
2450586.795888 149679858560.000000 284.000000 2571133.788285 2414.704022 1.000000 1.000000
2450586.800534 149679858560.000000 195.000000 39543385.646726 7181.704686 0.000000 0.000000
2450586.804615 149679858560.000000 304.000000 30089815.679288 5841.821237 0.000000 1.000000
2450587.041831 149679858560.000000 171.000000 87013730.192153 11007.055853 0.000000 0.000000
2450587.050540 149679858560.000000 195.000000 40544380.721640 7282.240207 0.000000 0.000000
2450587.054624 149679858560.000000 304.000000 30567308.133083 5897.961157 0.000000 1.000000
2450587.291843 149679858560.000000 171.000000 87188903.908059 11005.233095 0.000000 1.000000
2450587.295950 149679858560.000000 284.000000 2860155.203511 2504.448938 1.000000 0.000000
2450587.300598 149679858560.000000 195.000000 40257619.566321 7242.797857 0.000000 1.000000
2450587.304682 149679858560.000000 304.000000 30423715.487483 5873.607186 0.000000 0.000000
2450587.541827 149705190935.000000 171.000000 88893905.438093 11109.758905 0.000000 0.000000
2450587.545876 149705190935.000000 284.000000 2735169.532260 2462.707778 1.000000 1.000000
2450587.550536 149705190935.000000 195.000000 41191067.412437 7317.674871 0.000000 0.000000
2450587.554645 149705190935.000000 304.000000 30734547.961019 5908.263553 0.000000 1.000000
2450587.791839 149705190935.000000 171.000000 88435125.052851 11024.348665 0.000000 0.000000
2450587.795915 149705190935.000000 284.000000 2698200.212473 2430.517790 1.000000 1.000000
2450587.800573 149705190935.000000 195.000000 42013345.963688 7379.880131 0.000000 0.000000
2450587.804661 149705190935.000000 304.000000 30616481.359432 5887.673244 0.000000 1.000000
2450588.041828 149705190935.000000 171.000000 88437996.898554 11094.839226 0.000000 1.000000
2450588.045880 149705190935.000000 284.000000 2756767.087905 2475.428042 1.000000 0.000000
2450588.050525 149705190935.000000 195.000000 41533801.038589 7360.991163 0.000000 1.000000
2450588.054737 149705190935.000000 304.000000 44356390.394663 7070.451813 0.000000 0.000000
2450588.263353 149705190935.000000 171.000000 88492913.219767 11099.002685 0.000000 1.000000
2450588.274037 149705190935.000000 195.000000 40836822.727012 7306.696224 0.000000 1.000000
2450588.282360 149705190935.000000 304.000000 30472233.774920 5886.654040 0.000000 0.000000
2450588.541827 149730289037.000000 171.000000 88550286.306314 11101.177881 0.000000 1.000000
2450588.545892 149730289037.000000 284.000000 2722420.286074 2459.965212 1.000000 0.000000
2450588.550538 149730289037.000000 195.000000 41241433.234442 7349.902449 0.000000 1.000000
2450588.791829 149730289037.000000 171.000000 87579470.569392 11022.094317 0.000000 1.000000
