# average_observation_time[JD] flux[DN/s] flux_unc[DN/s] last_data_point_before_bakeout first_data_point_after_bakeout
2450268.418056 2796411.212064 104263.742448 0 0
2450270.517657 2666642.711248 104331.163223 0 0
2450271.561156 2646298.936848 104335.613304 0 0
2450272.520184 2732578.140511 104341.906377 0 0
2450273.096046 2926647.228501 104344.870991 0 0
2450273.370901 2859877.344359 104349.218707 0 0
2450274.214617 2844131.563030 104353.514133 0 0
2450274.459941 2942853.397064 104354.348619 0 0
2450275.460615 2829478.113607 104334.346896 0 0
2450276.279258 2922781.386204 104435.755559 0 0
2450276.466387 2807115.995368 104435.086813 0 0
2450277.340543 2688528.109380 104432.554898 0 0
2450277.523517 2680637.280205 104433.183972 0 0
2450278.562574 2509221.605896 104435.307211 0 0
2450279.475759 2252656.236032 104433.946237 0 0
2450280.501499 2029347.089678 104436.693677 0 0
2450281.232541 1983391.852140 104439.759942 0 0
2450282.146920 1983798.669837 104419.785480 0 0
2450282.570515 1891998.905264 104417.743180 0 0
2450283.598816 1844774.904068 104062.947444 0 0
2450284.099386 1893353.028290 104064.199481 0 0
2450284.644387 1868980.060700 104013.029224 0 0
2450285.272061 1849373.252944 104021.433629 0 0
2450285.528591 1830080.085855 104019.365866 0 0
2450287.597801 1963960.868028 104017.158744 1 0
2450288.534805 4242589.124858 103998.009949 0 1
2450289.584302 1942261.956733 103940.393358 0 0
2450294.587235 2341177.165611 109128.343352 0 0
2450295.601685 2926344.083303 104204.389967 1 0
2450849.296912 4209912.882764 103942.050142 0 1
2450849.547637 4242619.977784 104096.036396 0 0
2450849.798024 4104520.319673 104095.398877 0 0
2450850.047582 4014608.548951 104097.303143 0 0
2450850.295758 3950934.836673 104142.398009 0 0
2450850.544169 3934111.041374 104164.389049 0 0
2450850.794232 3761040.618307 104076.702768 0 0
2450851.043868 3768272.432025 104079.789904 0 0
2450851.293823 3689167.904506 104080.673193 0 0
2450851.543813 3597879.175907 104101.085611 0 0
2450851.793872 3580130.891194 104103.037974 0 0
2450852.043422 3501144.966532 104103.875207 0 0
2450852.293494 3514357.067596 104109.945465 0 0
2450852.545691 3414317.050370 104130.185417 0 0
2450852.795672 3370763.460182 104131.598703 0 0
2450853.045694 3515391.492630 104134.023631 0 0
2450853.295705 3488894.594688 104135.763800 0 0
2450853.545695 3537577.658849 104156.851486 0 0
2450853.795651 3573468.326312 99213.000694 0 0
2450854.045649 3614197.154123 99329.505371 0 0
2450854.295555 3672498.956633 99331.517905 0 0
2450854.546043 3708449.996044 99352.908454 0 0
2450854.795946 3772698.767215 99354.678958 0 0
2450855.046012 3750668.709436 99364.710805 0 0
2450855.295928 3815584.730277 99366.937211 0 0
2450855.546055 3870463.144276 99387.744134 0 0
2450855.795953 3874487.091154 99389.376646 0 0
2450856.046016 3936462.634769 99391.512312 0 0
2450856.545908 4024765.951585 99414.667928 0 0
2450856.796043 4148328.918012 99413.738952 0 0
2450857.046004 4084304.552669 99415.051903 0 0
2450857.546014 4107442.866979 99243.620991 0 0
